enrollment_id,organization_name,owner_count,individual_owner_count,private_equity_company_owner,reit_owner,holding_company_owner,investment_firm_owner,medical_staffing_company_owner,chain_home_office_owner,corporation_owner,llc_owner,non_profit_owner,for_profit_owner,trust_or_trustee_owner
O20070405000207,SUNBRIDGE PUTNAM HEALTH CARE LLC,23,9,False,False,False,False,False,True,True,True,False,True,False
O20070409000136,BULLOCH COUNTY LTC LLC,22,14,False,False,True,False,False,True,True,True,True,True,False
O20070410000051,"JUNCTION CITY REHABILITATION, LLC",74,55,False,True,True,False,True,True,True,True,False,True,True
O20070410000111,"CLACKAMAS REHABILITATION, LLC",77,57,False,True,True,False,True,True,True,True,False,True,True
O20070410000188,"CANDLER COUNTY LTC, LLC",25,16,False,False,True,False,False,True,True,True,True,True,False
O20070410000234,"MMS QUALITY NURSING SERVICES, INC.",18,16,False,False,False,False,False,False,True,False,False,True,False
O20070410000240,"NEWPORT REHABILITATION, LLC",10,5,False,False,False,False,False,False,False,True,True,True,False
O20070410000259,CANDLER COUNTY II LTC LLC,23,15,False,False,True,False,False,True,True,True,True,True,False
O20070410000450,EVANS COUNTY LTC LLC,27,18,False,False,True,False,False,True,True,True,True,True,False
O20070410000511,SOUTH SALEM REHABILITATION LLC,85,56,False,False,True,False,True,True,True,True,False,True,True
O20070410000583,"EUGENE REHABILITATION, LLC",13,9,False,False,True,False,False,False,False,True,False,False,False
O20070410000663,"COOS BAY REHABILITATION, LLC",74,57,False,True,True,False,False,True,True,True,False,True,True
O20070411000030,"VICTORY LAKE OPERATIONS, LLC",13,13,False,False,False,False,False,False,False,False,False,False,False
O20070412000007,"PENFIELD PLACE, LLC",13,11,False,False,False,False,False,True,False,True,False,True,False
O20070412000061,"CONESUS LAKE NURSING HOME, LLC",4,4,False,False,False,False,False,False,False,False,False,False,False
O20070412000129,MAGNOLIA MANOR OF COLUMBUS INC,4,3,False,False,False,False,False,False,False,False,False,False,False
O20070412000181,"HORNELL GARDENS, LLC",5,5,False,False,False,False,False,False,False,False,False,False,False
O20070412000218,"AVON NURSING HOME, LLC",6,5,False,False,False,False,False,False,False,True,False,False,False
O20070412000258,CARROLLTON MANOR INC,8,7,False,False,False,False,False,False,False,False,False,False,False
O20070412000533,"EXCEPTIONAL CARE, LLC",34,20,False,False,False,False,False,True,True,True,False,False,True
O20070413000286,"GV MANOR, INC",47,37,False,False,False,False,True,False,True,True,False,False,False
O20070413000474,TRINITAS REGIONAL MEDICAL CENTER,26,25,False,False,False,False,False,False,True,False,True,False,False
O20070413000497,"SEASONS HEALTHCARE GROUP, LLC",7,7,False,False,False,False,False,False,False,False,False,False,False
O20070416000086,NEWPORT BICKFORD INC,6,5,False,False,False,False,False,False,False,False,True,False,False
O20070416000124,UNITED INVESTORS LP,31,20,False,False,False,False,False,True,True,True,False,True,False
O20070416000142,UNITED INVESTORS LP,32,22,False,False,False,False,False,True,True,True,False,True,False
O20070417000001,DOUGLAS COUNTY NEBRASKA,10,10,False,False,False,False,False,False,False,False,False,False,False
O20070417000416,"MAJORA LANE CENTER FOR REHABILITATION & NURSING CARE, INC.",16,8,False,False,False,False,False,False,True,False,False,True,False
O20070417000457,"COUNTRY LAWN CENTER FOR REHABILITATION & NURSING CARE, INC.",16,8,False,False,False,False,False,False,True,False,False,True,False
O20070417000515,"LANFAIR CENTER FOR REHABILITATION & NURSING CARE, INC.",15,7,False,False,False,False,False,False,True,False,False,True,False
O20070418000400,MAYO HEALTHCARE INC,17,13,False,False,False,False,False,False,True,False,False,True,False
O20070419000206,CLOVE LAKES HEALTH CARE AND REHABILITATION CENTER INC.,6,6,False,False,False,False,False,False,False,False,False,False,False
O20070420000412,"ST JOHN'S PLACE OF ARKANSAS, LLC",11,7,False,False,False,False,False,False,False,True,False,False,False
O20070423000379,SHADESCREST HEALTH CARE CENTER,44,37,False,False,False,False,False,False,True,True,False,False,False
O20070424000512,"MARGARET ANNA CUSACK CARE CENTER,INC",27,16,False,False,False,False,True,False,True,False,True,False,False
O20070425000177,"JEWISH HOME LIFECARE, MANHATTAN",38,36,False,False,False,False,False,False,True,False,True,False,False
O20070425000236,EGLE NURSING HOME MANAGEMENT INC,16,16,False,False,False,False,False,False,False,False,False,False,False
O20070425000330,EDGEBROOK CARE CENTER,12,10,False,False,False,False,False,False,False,False,True,False,False
O20070430000646,"HEALTHCARE MANAGEMENT PROFESSIONAL, INC.",38,32,False,False,False,False,False,False,True,False,False,True,False
O20070501000127,NORTH BIG HORN HOSPITAL DISTRICT,11,10,False,False,False,False,False,False,False,False,True,False,False
O20070501000234,FORKIDCARE LLC,63,30,False,False,False,False,False,False,True,True,True,False,True
O20070501000536,"JOHNSON COUNTY LTC, LLC",26,17,False,False,True,False,False,True,True,True,True,True,False
O20070501000613,"JACKSON PINE VIEW HEALTHCARE, LLC",9,7,False,False,False,False,False,False,True,False,False,False,False
O20070502000009,184 MAIN LLC,2,2,False,False,False,False,False,False,False,False,False,False,False
O20070502000055,STATE OF DELAWARE,6,6,False,False,False,False,False,False,False,False,False,False,False
O20070504000173,WASHINGTON & JANE SMITH COMMUNITY - ORLAND PARK,33,32,False,False,False,False,False,False,True,False,True,False,False
O20070504000197,SANFORD HEALTH NETWORK,21,19,False,False,False,False,False,False,False,False,True,False,False
O20070504000257,BRENTWOOD EXTENDED CARE & REHAB. LLC,2,2,False,False,False,False,False,False,False,False,False,False,False
O20070504000350,N& R OF PONCA CITY LLC,7,6,False,False,False,False,False,False,False,False,False,True,False
O20070507000005,LUTHERAN HOME FOR THE AGED,19,10,False,False,False,False,False,False,True,True,True,False,False
O20070507000241,DIVISION OF VETERANS SERVICES,3,1,False,False,False,False,False,False,False,False,False,False,False
O20070508000037,"BRATTLEBORO MUTUAL AID ASSOCIATION, INC.",8,8,False,False,False,False,False,False,False,False,False,False,False
O20070508000586,ABSOLUT CENTER FOR NURSING AND REHABILITATION AT ALLEGANY LLC,5,4,False,False,False,False,False,False,False,True,False,True,False
O20070509000145,"REGENCY GRESHAM NURSING & REHABILITATION CENTER, LLC",21,15,False,False,False,False,False,True,True,True,False,True,False
O20070509000241,"HAMPSHIRE MEMORIAL HOSPITAL, INC.",4,2,False,False,False,False,False,False,True,False,False,False,False
O20070509000642,W III INC,10,7,False,False,False,False,False,False,True,False,False,False,False
O20070510000009,"COLLINSVILLE NURSING HOME, INC",15,15,False,False,False,False,False,False,False,False,False,False,False
O20070510000167,ST JOSEPH MANOR HEALTH CARE INC,10,8,False,False,False,False,False,False,True,False,True,False,False
O20070510000387,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT THREE RIVERS, LLC",5,4,False,False,False,False,False,False,False,True,False,True,False
O20070510000611,MARLETTE REGIONAL HOSPITAL,23,22,False,False,False,False,False,False,False,False,True,False,False
O20070511000062,ABSOLUT AT AURORA PARK LLC,5,4,False,False,False,False,False,False,False,True,False,True,False
O20070511000083,TOCKWOTTON HOME,14,14,False,False,False,False,False,False,False,False,False,False,False
O20070511000223,"POCATELLO HEALTH SERVICES, INC.",8,6,False,False,False,False,False,False,True,False,False,True,False
O20070511000549,"THE LAURELS OF BON AIR, LLC",18,11,False,False,True,False,False,True,True,True,False,True,False
O20070514000163,LITTLE SISTERS OF THE POOR OF THE STATE OF PENNSYLVANIA,21,12,False,False,False,False,True,False,True,True,True,False,False
O20070514000224,"ABSOLUT CENTER FOR NURSING AND REHABILITATION AT ENDICOTT, LLC",6,5,False,False,False,False,False,False,False,True,False,True,False
O20070514000300,"ABSOLUT AT GASPORT, LLC",4,3,False,False,False,False,False,False,False,True,False,False,False
O20070514000555,RIVERVIEW ESTATES INC,8,7,False,False,False,False,False,False,False,False,True,False,False
O20070515000017,"SUNBRIDGE HALLMARK HEALTH SERVICES, LLC",28,9,False,False,False,False,False,False,True,True,False,True,False
O20070515000308,"SEVEN ACRES JEWISH SENIOR CARE SERVICES, INC.",8,7,False,False,False,False,False,False,True,False,True,False,False
O20070515000377,"MADONNA MANOR, INC.",83,58,False,False,False,True,False,True,True,True,True,False,False
O20070515000501,"LIFE CARE CENTERS OF AMERICA, INC.",31,29,False,False,False,False,False,True,True,True,False,True,False
O20070515000566,"LIFE CARE CENTERS OF AMERICA, INC.",35,31,False,False,False,False,False,True,True,True,False,True,False
O20070515000585,"LIFE CARE CENTERS OF AMERICA, INC.",31,28,False,False,False,False,False,False,True,True,False,True,False
O20070516000022,CHAUTAUQUA GUEST HOMES INC,33,27,False,False,False,False,False,False,False,True,False,True,False
O20070516000219,CHS OF WALTHAM INC,3,2,False,False,False,False,False,False,True,False,True,False,False
O20070517000687,"THE LAURELS OF CARSON CITY, LLC",24,15,False,False,True,False,False,True,True,True,False,True,True
O20070518000297,AUGUSTA HEALTH CARE INC,29,26,False,False,False,False,False,False,True,False,True,False,False
O20070518000473,"UNITED METHODIST SENIOR SERVICES OF GOLDEN TRIANGLE AREA, INC.",15,12,False,False,False,False,False,False,True,False,False,False,False
O20070521000193,LIFESPACE COMMUNITIES INC,21,18,False,False,False,False,False,False,False,False,True,False,False
O20070521000195,LIFESPACE COMMUNITIES INC,21,18,False,False,False,False,False,False,False,False,True,False,False
O20070521000197,LIFESPACE COMMUNITIES INC,21,18,False,False,False,False,False,False,False,False,True,False,False
O20070521000261,CHRISTIAN RETIREMENT SERVICES INC,69,68,False,False,False,False,False,False,False,False,False,True,False
O20070522000533,"OAKWOOD OPERATING CO, LLC",8,7,False,False,False,False,False,False,False,False,False,False,False
O20070523000384,C MICAH RAND,4,4,False,False,False,False,False,False,False,False,False,False,False
O20070523000557,ST GERTRUDES HEALTH CENTER,14,12,False,False,False,False,False,False,True,False,True,False,False
O20070523000658,"SUN VILLAIDENCE OPCO, LLC",12,8,False,False,True,False,False,False,True,True,False,True,False
O20070524000171,LUTHERAN HOME FOR AGED DEVELOPMENT CORPORATION,14,14,False,False,False,False,False,False,False,False,False,False,False
O20070524000558,COUNTY OF SHEBOYGAN,22,13,False,False,False,False,False,False,False,False,True,False,False
O20070525000155,REGENCY HEALTHCARE & REHAB CENTER LLC.,3,3,False,False,False,False,False,False,False,False,False,False,False
O20070525000188,SILVER RIDGE MANAGEMENT INC,37,31,False,False,False,False,False,False,True,False,False,True,False
O20070529000113,NEW VANDERBILT REHABILITATION AND CARE CENTER INC,13,13,False,False,False,False,False,False,False,False,False,False,False
O20070529000234,"HERITAGE VILLAGE NURSING CENTER, LLC",4,4,False,False,False,False,False,False,False,False,False,False,False
O20070529000456,"LIFE CARE CENTERS OF AMERICA, INC.",35,31,False,False,False,False,False,True,True,True,False,True,False
O20070529000481,"LIFE CARE CENTERS OF AMERICA, INC.",32,28,False,False,False,False,False,True,True,True,False,True,False
O20070529000494,"LIFE CARE CENTERS OF AMERICA, INC.",16,15,False,False,False,False,False,False,True,False,False,True,False
O20070531000112,VILLASPRING HEALTH CARE CENTER LLC,8,4,False,False,False,False,False,False,False,False,False,False,False
O20070531000120,"ELMHURST CARE CENTER, INC.",6,6,False,False,False,False,False,False,False,False,False,False,False
O20070531000129,"CASTLE NURSING HOMES, INC.",14,10,False,False,True,False,False,False,False,True,False,True,True
O20070531000149,"CASTLE NURSING HOMES, INC.",12,8,False,False,True,False,False,False,False,True,False,True,False
O20070531000274,EASTGATE HEALTH CARE CENTER LLC,7,5,False,False,False,False,False,False,False,False,False,False,False
O20070531000275,HIGH-DAY LLC,9,4,False,False,False,False,False,False,False,True,False,False,False
O20070531000280,HILLSPRING HEALTH CARE CENTER LLC,8,4,False,False,False,False,False,False,False,False,False,False,False
O20070601000512,WOODRUFF COUNTY HEALTH CENTER,14,13,False,False,False,False,False,False,False,False,False,False,False
O20070604000192,"CAMPION HEALTH & WELLNESS, INC",2,2,False,False,False,False,False,False,False,False,False,False,False
O20070604000412,AMERICAN BAPTIST HOMES OF THE MIDWEST,20,20,False,False,False,False,False,False,False,False,False,False,False
O20070604000587,REED CITY HOSPITAL CORPORATION,28,25,False,False,False,False,False,True,True,False,True,False,False
O20070604000701,ADAMS FARM LIVING INC,9,6,False,False,False,False,False,False,True,False,False,True,False
O20070606000179,AMERICAN BAPTIST HOMES OF THE MIDWEST,20,19,False,False,False,False,False,False,False,False,True,False,False
O20070606000374,"DESERT REGIONAL MEDICAL CENTER, INC.",14,8,False,False,False,False,False,False,True,False,False,True,False
O20070607000598,SISTERS OF ST JOSEPH OF ST MARK MOUNT ST JOSEPH,5,5,False,False,False,False,False,False,False,False,False,False,False
O20070607000692,"EKKLESIA HEALTHCARE, LLC",13,13,False,False,False,False,False,False,False,False,False,False,False
O20070608000038,MEDICAL HOMES OF RHODE ISLAND INC,18,11,False,False,True,False,False,False,True,True,False,True,False
O20070608000048,"ST. JOHNLAND NURSING CENTER, INC.",13,13,False,False,False,False,False,False,False,False,False,False,False
O20070608000191,"DANIEL HEALTH CARE, INC.",11,11,False,False,False,False,False,False,False,False,False,False,False
O20070611000055,"LENA LIVING CENTER, LLC",11,8,False,False,False,False,False,False,False,True,False,True,False
O20070611000476,TEKAKWITHA NURSING CENTER INC,14,12,False,False,False,False,False,False,False,False,True,False,False
O20070612000104,THE RIVERWOODS COMPANY AT EXETER NEW HAMPSHIRE,13,13,False,False,False,False,False,False,False,False,False,False,False
O20070612000197,ODD FELLOWS HOME OF PENNSYLVANIA,5,5,False,False,False,False,False,False,False,False,False,False,False
O20070612000424,PARKLAND MANOR LIVING CENTER LLC,3,2,False,False,False,False,False,False,False,False,False,False,False
O20070613000268,WESLEY COMMONS,24,23,False,False,False,False,False,False,False,False,False,False,False
O20070613000490,LINCOLN COUNTY HOSPITAL DISTRICT,21,20,False,False,False,False,False,False,False,False,False,False,False
O20070613000523,SCHUYLER COUNTY NURSING HOME DISTRICT,18,17,False,False,False,False,False,False,False,False,False,False,False
O20070613000796,OAK VALLEY HOSPITAL DISTRICT,9,8,False,False,False,False,False,False,False,False,False,False,False
O20070614000599,BETHEL HEALTH AND REHABILITATION CENTER LLC,84,60,False,False,False,False,True,False,True,True,False,True,True
O20070614000687,LIVINGSTON CARE CENTER LIMITED PARTNERSHIP,16,13,False,False,False,False,False,False,True,False,False,False,False
O20070614000701,CHARTERHOUSE INC,54,52,False,False,False,False,False,True,True,False,True,False,False
O20070614000757,LAKEPOINT EL DORADO LLC,3,2,False,False,False,False,False,False,True,False,True,False,False
O20070615000272,WEIRTON GERIATRIC CENTER INC,13,12,False,False,False,False,False,False,False,False,False,False,False
O20070615000428,CORE CARE V A CA LIMITED,13,6,False,False,False,False,False,False,False,False,False,True,False
O20070618000134,"CHS - COLERAIN, INC.",14,10,False,False,True,False,False,False,False,True,False,True,True
O20070618000153,"CHS - PATASKALA, INC",14,10,False,False,True,False,False,False,False,True,False,True,True
O20070618000186,CHS - GOSHEN INC,14,10,False,False,True,False,False,False,False,True,False,True,False
O20070618000228,ECUMEN,163,157,False,False,False,False,False,False,True,False,True,False,False
O20070618000307,PARKSIDE HOME,10,10,False,False,False,False,False,False,False,False,False,False,False
O20070618000352,FOND DU LAC COUNTY,10,6,False,False,False,False,False,False,False,False,False,False,False
O20070619000108,UMH ECM CORP,31,30,False,False,False,False,False,True,True,False,True,False,False
O20070619000471,"SENIOR CARE FOREST LAKE, LLC",29,20,False,False,False,False,True,False,True,True,True,True,False
O20070619000500,"CEDAR OAKS HEALTHCARE, LLC",3,3,False,False,False,False,False,False,False,False,False,False,False
O20070619000518,"SENIOR CARE WOODBURY, LLC",30,19,False,False,False,False,True,False,True,True,True,True,False
O20070619000632,FIRST COMMUNITY VILLAGE,16,14,False,False,False,False,False,False,True,False,True,False,False
O20070620000002,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,63,56,False,False,False,False,True,True,True,True,True,False,False
O20070620000007,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,63,56,False,False,False,False,True,True,True,True,True,False,False
O20070620000019,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,62,55,False,False,False,False,True,True,True,True,True,False,False
O20070620000021,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,23,21,False,False,False,False,False,True,True,False,True,False,False
O20070620000031,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,66,58,False,False,False,False,True,True,True,True,True,False,False
O20070620000038,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,28,26,False,False,False,False,False,True,True,False,True,False,False
O20070620000049,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,64,56,False,False,False,False,True,True,True,True,True,False,False
O20070620000184,NORTH SHORE RETIREMENT COMMUNITY,41,34,False,False,False,False,True,True,True,True,True,True,False
O20070620000222,"OTTERBEIN PERRYSBURG, LLC",4,3,False,False,False,False,False,False,False,True,True,False,False
O20070621000111,PARK VIEW CARE CENTER,12,10,False,False,False,False,False,False,True,False,True,False,False
O20070622000167,RIVERSIDE NURSING AND REHABILITATION CENTER LLC,8,3,False,False,False,False,False,False,False,True,False,False,False
O20070622000227,"33 SOUTHMOOR PROPERTIES, INC.",6,4,False,False,False,False,False,False,False,True,False,True,False
O20070622000458,HATTIE IDE CHAFFEE NURSING HOME INC,15,15,False,False,False,False,False,False,False,False,False,False,False
O20070625000056,STATE OF TEXAS VETERANS LAND BOARD,5,4,False,False,False,False,False,False,False,False,False,True,False
O20070625000433,TWIN OAKS NURSING HOME INC,33,26,False,False,False,False,True,True,True,True,False,True,False
O20070625000770,NOVATO HEALTHCARE CENTER LLC,13,6,False,False,False,False,False,False,False,True,False,False,False
O20070626000398,TUSCOLA COUNTY MEDICAL CARE FACILITY,16,14,False,False,False,False,False,False,False,False,False,False,False
O20070626000517,"HELLENIC WOMEN'S BENEVOLENT ASSOCIATION, INC.",5,5,False,False,False,False,False,False,False,False,False,False,False
O20070627000099,NEW MILFORD CROSSINGS LLC,25,19,False,False,False,False,False,False,False,True,False,False,False
O20070627000191,BRISTOL CROSSINGS LLC,18,14,False,False,False,False,False,False,False,False,False,True,False
O20070627000368,"NORTHPORT HEALTH SERVICES OF FLORIDA, LLC",21,15,False,False,False,False,False,False,True,True,False,True,False
O20070628000031,SP LEE LLC,12,9,False,False,False,False,False,False,True,True,False,False,False
O20070628000048,"NORTHPORT HEALTH SERVICES OF FLORIDA, LLC",21,15,False,False,False,False,False,False,False,True,False,False,False
O20070628000059,NRV HEALTH CARE LLC,33,19,False,False,False,False,True,True,True,True,False,False,False
O20070628000113,CLIFTON FORGE HEALTH CARE LLC,14,11,False,False,False,False,False,False,True,True,False,False,False
O20070628000223,"NORTHWAY HEALTH AND REHABILITATION, LLC",24,13,False,False,True,False,False,False,False,True,False,True,False
O20070628000327,"SUMTER HEALTH AND REHABILITATION, LLC",24,13,False,False,True,False,False,False,True,True,False,True,False
O20070628000343,BOCA CIEGA INVESTORS LLC,26,14,False,False,False,False,False,False,True,True,False,False,True
O20070629000067,SURREY PLACE OF LACANTO LLC,29,17,False,False,False,False,False,False,True,True,False,True,True
O20070702000601,BARTON CREEK SENIOR LIVING CENTER INC.,10,9,False,False,False,False,False,False,False,False,True,False,False
O20070706000614,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,63,56,False,False,False,False,True,True,True,True,True,False,False
O20070709000178,CANTERBURY PLACE,64,52,False,False,False,False,False,True,True,True,True,True,False
O20070709000325,EASTERN ORTHODOX MANAGEMENT CORPORATION,46,46,False,False,False,False,False,False,False,False,False,False,False
O20070710000294,QUAIL RIDGE LIVING CENTER INC,59,51,False,False,False,False,False,False,True,True,False,True,False
O20070710000735,"NORTHPORT HEALTH SERVICES OF FLORIDA, LLC",22,15,False,False,False,False,False,False,True,True,False,True,False
O20070710000814,"OAKS NURSING HOME, INC.",17,16,False,False,False,False,False,False,False,False,False,False,False
O20070710000984,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,23,21,False,False,False,False,False,True,True,False,True,False,False
O20070710001014,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,22,20,False,False,False,False,False,False,True,False,True,False,False
O20070710001032,HAWAII HEALTH SYSTEMS CORPORATION,25,22,False,False,False,False,False,False,True,False,False,False,False
O20070711000740,"REGENCY HERMISTON NURSING & REHABILITATION CENTER, LLC",21,15,False,False,False,False,False,True,True,True,False,True,False
O20070712000788,"BETHESDA HEALTH AND REHAB CENTER, INC.",14,10,False,False,True,False,False,False,False,True,False,True,True
O20070713000322,"OLMSTED HEALTH CARE CENTER, INC.",14,10,False,False,True,False,False,False,False,True,False,True,True
O20070713000525,DUNBAR VILLAGE L.P.,18,12,False,False,False,False,False,True,True,False,False,True,False
O20070713000684,"GREENBRIAR NURSING CENTER, INC.",9,9,False,False,False,False,False,False,False,False,False,False,False
O20070714000212,"LIFE CARE CENTERS OF AMERICA, INC.",34,30,False,False,False,False,False,True,True,True,False,True,False
O20070714000249,"LIFE CARE CENTERS OF AMERICA, INC.",34,31,False,False,False,False,False,False,True,True,False,True,False
O20070716000564,"PARK ANAHEIM HEALTH CARE, LLC",38,23,False,False,False,False,False,True,True,True,False,True,True
O20070716000569,THE FOREST AT DUKE INC,8,8,False,False,False,False,False,False,False,False,False,False,False
O20070716000674,CHERRYWOOD LIMITED PARTNERSHIP,46,30,False,False,False,False,False,True,True,False,False,False,True
O20070716000694,"BAY MANOR NURSING HOME, INC.",49,34,False,False,False,False,False,True,True,False,False,False,True
O20070716000710,"SANDTOWN WINCHESTER NURSING HOME, LLC",45,30,False,False,False,False,False,True,True,False,False,False,True
O20070717000078,"LIFE CARE CENTERS OF AMERICA, INC.",16,15,False,False,False,False,False,False,True,False,False,True,False
O20070717000124,"LIFE CARE CENTERS OF AMERICA, INC.",35,30,False,False,False,False,False,True,True,False,False,True,True
O20070717000147,"LIFE CARE CENTERS OF AMERICA, INC.",16,15,False,False,False,False,False,False,True,False,False,True,False
O20070717000159,"LIFE CARE CENTERS OF AMERICA, INC.",35,31,False,False,False,False,False,True,True,True,False,True,False
O20070717000173,"LIFE CARE CENTERS OF AMERICA, INC.",34,31,False,False,False,False,False,True,True,True,False,True,False
O20070717000189,"LIFE CARE CENTERS OF AMERICA, INC.",35,31,False,False,False,False,False,True,True,True,False,True,False
O20070717000249,"OAKLAND PARK COMMUNITIES, INC",5,5,False,False,False,False,False,False,False,False,False,False,False
O20070717000252,"LIFE CARE CENTERS OF AMERICA, INC.",34,30,False,False,False,False,False,True,True,True,False,True,False
O20070717000273,"LIFE CARE CENTERS OF AMERICA, INC.",33,30,False,False,False,False,False,True,True,True,False,True,False
O20070717000319,"LIFE CARE CENTERS OF AMERICA, INC.",16,15,False,False,False,False,False,False,True,False,False,True,False
O20070717000742,INTERNATIONAL HEALTH CARE PROPERTIES,25,17,False,False,False,False,False,True,True,True,False,True,True
O20070718000204,ONEIDA HEALTH SYSTEMS INC,14,14,False,False,False,False,False,False,False,False,False,False,False
O20070718000224,"NORTHPORT HEALTH SERVICES OF FLORIDA, LLC",21,15,False,False,False,False,False,False,False,True,False,True,False
O20070718000243,"HEARTLAND OF GREENSBORO, INC",7,5,False,False,False,False,False,False,False,False,False,False,False
O20070718000310,"SUNSHINE HEALTH FACILITIES, INC",13,13,False,False,False,False,False,False,False,False,False,False,False
O20070718000488,SITTERBARFOOT VETERANS CARE CENTER,5,4,False,False,False,False,False,False,False,False,False,False,False
O20070718000513,"WINDSOR SKYLINE CARE CENTER, LLC",18,10,False,False,True,False,False,False,False,True,False,False,False
O20070718000559,LAKEPOINT AUGUSTA LLC,11,9,False,False,False,False,False,False,True,False,True,False,False
O20070718000577,COUNTY OF MONROE,8,6,False,False,False,False,False,False,False,False,False,False,False
O20070718000632,"LIFE CARE CENTERS OF AMERICA, INC.",33,30,False,False,False,False,False,True,True,False,False,True,False
O20070718000712,BREA PALMER RANCH LLC,33,20,False,False,True,False,False,True,True,True,False,False,False
O20070719000025,"LIFE CARE CENTERS OF AMERICA, INC.",34,30,False,False,False,False,False,True,True,True,False,True,False
O20070719000032,"LIFE CARE CENTERS OF AMERICA, INC.",35,31,False,False,False,False,False,True,True,True,False,True,False
O20070719000082,"WINDSOR COUNTRY DRIVE CARE CENTER, LLC",9,5,False,False,False,False,False,False,False,True,False,True,False
O20070719000222,"WINDSOR HAMPTON CARE CENTER, LLC",17,10,False,False,True,False,False,False,False,True,False,False,False
O20070719000270,"WINDSOR ROSEWOOD CARE CENTER, LLC",17,10,False,False,True,False,False,False,False,True,False,False,False
O20070719000458,"WINDSOR ELMHAVEN CARE CENTER, LLC",16,10,False,False,True,False,False,False,False,True,False,False,False
O20070719000743,ST MARYS ACQUISITION COMPANY INC,24,15,False,False,True,False,False,True,True,True,False,True,True
O20070720000657,TIMELY MISSION NURSING HOME,61,51,False,False,False,False,False,False,True,True,False,False,False
O20070724000154,COVENANT LIVING OF THE GREAT LAKES,14,13,False,False,False,False,False,False,False,False,True,False,False
O20070724000504,NORTHERN MANHATTAN NURSING HOME INC,16,16,False,False,False,False,False,False,False,False,False,False,False
O20070724000558,"WINDSOR THE RIDGE REHABILITATION CENTER, LLC",16,8,False,False,True,False,False,False,False,True,False,False,False
O20070724000671,"WINDSOR EL CAMINO CARE CENTER, LLC",17,10,False,False,True,False,False,False,False,True,False,False,False
O20070725000050,"WINDSOR VALLEJO CARE CENTER, LLC",17,10,False,False,True,False,False,False,False,True,False,False,False
O20070725000071,WINDSOR ELK GROVE CARE AND REHABILITATION LLC,18,11,False,False,True,False,False,False,False,True,False,False,False
O20070725000121,WORTH COUNTY NURSING HOME DISTRICT,7,5,False,False,False,False,False,False,False,False,False,False,False
O20070725000150,DIGNITY HEALTH,15,12,False,False,False,False,False,False,True,False,True,False,False
O20070725000329,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,23,21,False,False,False,False,False,False,True,False,True,False,False
O20070725000456,"JACKSON HEIGHTS CARE CENTER, LLC",7,7,False,False,False,False,False,False,False,False,False,False,False
O20070725000556,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,66,58,False,False,False,False,True,True,True,True,True,False,False
O20070725000659,DERMOTT CITY NURSING HOME,14,13,False,False,False,False,False,False,False,False,True,False,False
O20070727000038,"THE GARLANDS OF BARRINGTON, LLC",12,9,False,False,False,False,False,False,False,True,False,False,False
O20070727000125,DEERFIELD NURSING CORPORATION,23,16,False,False,False,False,False,False,False,True,False,False,True
O20070727000381,"QUALITY GERONTOLOGICAL SERVICES, INC",8,8,False,False,False,False,False,False,False,False,False,False,False
O20070727000385,"HARRIS HEALTH CENTER, LLC",6,6,False,False,False,False,False,False,False,False,False,False,False
O20070731000413,"CENTER AT CENTENNIAL, LLC",6,6,False,False,False,False,False,False,False,False,False,False,False
O20070801000156,CONGREGATIONAL HOMES,98,88,False,False,False,False,False,False,False,False,True,True,False
O20070801000208,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,25,24,False,False,False,False,False,False,True,False,True,False,False
O20070801000428,BMH INC,22,18,False,False,False,False,False,False,False,False,False,False,False
O20070801000497,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,23,21,False,False,False,False,False,False,True,False,True,False,False
O20070802000142,MARY QUEEN AND MOTHER ASSOCIATION,3,3,False,False,False,False,False,False,False,False,False,False,False
O20070802000291,MONROE COUNTY,24,21,False,False,False,False,False,False,False,False,False,False,False
O20070802000633,"MONTICELLO COMMUNITY CARE CENTER, LLC",47,18,False,False,False,False,False,False,True,True,False,True,True
O20070803000467,"HAYWARD HILLS OPERATING COMPANY, LP",20,12,False,False,True,False,False,False,True,True,False,True,False
O20070803000491,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,28,26,False,False,False,False,False,False,True,False,True,False,False
O20070803000532,"INGLEWOOD OPERATING COMPANY, LP",17,9,False,False,True,False,False,False,True,True,False,True,False
