zcta,race_total,race_white,race_black,race_aian,race_asian,race_nhpi,race_other,race_multi,pct_white,pct_black,pct_asian,pct_nhpi,hispanic_total,hispanic_count,pct_hispanic,non_hisp_white,median_hh_income,disability_pop_total,disability_count,pct_disability,acs_year
00601,16669,13303,241,0,18,0,1394,1713,79.8,1.4,0.1,0.0,16669,16554,99.3,65,19454,0,0,,2024-5yr
00602,37233,10136,671,27,44,0,1699,24656,27.2,1.8,0.1,0.0,37233,36205,97.2,576,21420,32424,10178,22246.0,2024-5yr
00603,48448,35311,1612,40,9,0,5896,5580,72.9,3.3,0.0,0.0,48448,47689,98.4,530,20933,41158,11553,29605.0,2024-5yr
00606,5163,3438,7,0,12,0,1307,399,66.6,0.1,0.2,0.0,5163,5146,99.7,5,20992,0,0,,2024-5yr
00610,25357,4746,480,2,0,0,2359,17770,18.7,1.9,0.0,0.0,25357,24455,96.4,391,24496,0,0,,2024-5yr
00611,1383,847,35,0,0,0,467,34,61.2,2.5,0.0,0.0,1383,1347,97.4,36,20360,0,0,,2024-5yr
00612,62908,8341,949,129,387,0,15580,37522,13.3,1.5,0.6,0.0,62908,62640,99.6,173,24488,53128,12530,40598.0,2024-5yr
00616,9717,1114,297,0,110,0,2120,6076,11.5,3.1,1.1,0.0,9717,9673,99.5,0,21846,0,0,,2024-5yr
00617,22584,1853,620,77,292,0,5046,14696,8.2,2.7,1.3,0.0,22584,22390,99.1,108,25013,0,0,,2024-5yr
00622,7664,4391,366,56,20,0,1651,1180,57.3,4.8,0.3,0.0,7664,7542,98.4,98,26585,0,0,,2024-5yr
00623,39212,22604,2256,188,148,0,7518,6498,57.6,5.8,0.4,0.0,39212,38926,99.3,125,26388,34281,8259,26022.0,2024-5yr
00624,21148,16064,602,0,58,0,2540,1884,76.0,2.8,0.3,0.0,21148,21046,99.5,29,22979,0,0,,2024-5yr
00627,32734,22755,623,105,0,0,5509,3742,69.5,1.9,0.0,0.0,32734,32559,99.5,93,27411,28333,10181,18152.0,2024-5yr
00631,1321,1234,8,0,0,0,64,15,93.4,0.6,0.0,0.0,1321,1321,100.0,0,19278,0,0,,2024-5yr
00636,968,615,0,0,0,0,281,72,63.5,0.0,0.0,0.0,968,968,100.0,0,,0,0,,2024-5yr
00637,22909,13286,278,17,9,0,6576,2743,58.0,1.2,0.0,0.0,22909,22788,99.5,87,21987,0,0,,2024-5yr
00638,17319,3283,953,152,116,0,1639,11176,19.0,5.5,0.7,0.0,17319,17297,99.9,22,22610,0,0,,2024-5yr
00641,23831,13084,392,19,61,0,8160,2115,54.9,1.6,0.3,0.0,23831,23499,98.6,272,21102,0,0,,2024-5yr
00646,35998,6108,1605,34,64,0,7811,20376,17.0,4.5,0.2,0.0,35998,34823,96.7,919,36265,0,0,,2024-5yr
00647,4369,2472,51,0,4,0,1567,275,56.6,1.2,0.1,0.0,4369,4299,98.4,24,20023,0,0,,2024-5yr
00650,13200,2222,167,0,126,0,2819,7866,16.8,1.3,1.0,0.0,13200,13140,99.5,18,21447,0,0,,2024-5yr
00652,4504,376,14,38,46,0,624,3406,8.3,0.3,1.0,0.0,4504,4448,98.8,56,35383,0,0,,2024-5yr
00653,8495,5307,229,0,0,0,2155,804,62.5,2.7,0.0,0.0,8495,8446,99.4,9,16736,0,0,,2024-5yr
00656,17398,13004,436,34,0,0,2498,1426,74.7,2.5,0.0,0.0,17398,17369,99.8,29,24065,0,0,,2024-5yr
00659,37327,20313,1320,143,0,0,5779,9772,54.4,3.5,0.0,0.0,37327,37227,99.7,99,27513,32414,9638,22776.0,2024-5yr
00660,15405,5760,660,0,0,0,7739,1246,37.4,4.3,0.0,0.0,15405,15089,97.9,202,26851,0,0,,2024-5yr
00662,41090,18970,2379,36,36,29,11769,7871,46.2,5.8,0.1,0.1,41090,40427,98.4,322,23299,35841,8992,26849.0,2024-5yr
00664,14807,8151,252,0,31,0,4840,1533,55.0,1.7,0.2,0.0,14807,14580,98.5,227,21767,0,0,,2024-5yr
00667,22792,12937,687,20,0,0,6274,2874,56.8,3.0,0.0,0.0,22792,22479,98.6,274,19534,0,0,,2024-5yr
00669,27417,18597,618,14,16,0,3203,4969,67.8,2.3,0.1,0.0,27417,27278,99.5,90,18778,0,0,,2024-5yr
00670,8512,5571,250,0,0,0,2116,575,65.4,2.9,0.0,0.0,8512,8467,99.5,3,16367,0,0,,2024-5yr
00674,39093,4110,818,0,9,0,6787,27369,10.5,2.1,0.0,0.0,39093,38401,98.2,258,22537,33304,7512,25792.0,2024-5yr
00676,36972,28217,1185,116,0,0,3876,3578,76.3,3.2,0.0,0.0,36972,36726,99.3,170,23272,31349,7937,23412.0,2024-5yr
00677,15483,3010,377,21,0,0,1057,11018,19.4,2.4,0.0,0.0,15483,14770,95.4,592,24266,0,0,,2024-5yr
00678,24595,13194,770,121,0,0,6737,3773,53.6,3.1,0.0,0.0,24595,24379,99.1,179,23874,21052,7314,13738.0,2024-5yr
00680,42689,6164,974,28,86,0,30957,4480,14.4,2.3,0.2,0.0,42689,42414,99.4,117,17896,36093,10320,25773.0,2024-5yr
00682,28977,3630,710,52,85,0,20651,3849,12.5,2.5,0.3,0.0,28977,28536,98.5,295,18793,0,0,,2024-5yr
00683,29490,18943,608,0,45,0,6747,3147,64.2,2.1,0.2,0.0,29490,29191,99.0,232,18543,0,0,,2024-5yr
00685,39988,26371,703,55,0,0,8087,4772,65.9,1.8,0.0,0.0,39988,39487,98.7,398,20310,33955,11031,22924.0,2024-5yr
00687,28397,5326,1269,14,0,0,4668,17120,18.8,4.5,0.0,0.0,28397,28397,100.0,0,25003,0,0,,2024-5yr
00688,10028,1106,133,0,25,0,4900,3864,11.0,1.3,0.2,0.0,10028,9966,99.4,41,18023,0,0,,2024-5yr
00690,5870,4036,250,0,0,0,523,1061,68.8,4.3,0.0,0.0,5870,5853,99.7,17,25755,0,0,,2024-5yr
00692,32802,3125,901,81,0,0,9768,18927,9.5,2.7,0.0,0.0,32802,32667,99.6,111,25568,0,0,,2024-5yr
00693,55387,7387,2859,259,0,0,12620,32262,13.3,5.2,0.0,0.0,55387,54976,99.3,258,24596,47414,11688,35726.0,2024-5yr
00694,125,0,0,0,0,0,57,68,0.0,0.0,0.0,0.0,125,125,100.0,0,16094,0,0,,2024-5yr
00698,32535,23667,519,20,22,0,4483,3824,72.7,1.6,0.1,0.0,32535,32350,99.4,88,24310,27901,8469,19432.0,2024-5yr
00703,24263,7526,1883,349,0,0,8446,6059,31.0,7.8,0.0,0.0,24263,24168,99.6,14,23292,0,0,,2024-5yr
00704,6256,245,180,0,0,0,321,5510,3.9,2.9,0.0,0.0,6256,6167,98.6,23,20899,0,0,,2024-5yr
00705,24471,1711,272,115,0,0,1203,21170,7.0,1.1,0.0,0.0,24471,24393,99.7,66,21712,21319,8481,12838.0,2024-5yr
00707,10319,760,379,0,0,0,8064,1116,7.4,3.7,0.0,0.0,10319,10286,99.7,33,17750,0,0,,2024-5yr
00714,15341,5691,2515,0,0,0,2812,4323,37.1,16.4,0.0,0.0,15341,15262,99.5,28,21186,0,0,,2024-5yr
00715,2082,337,130,0,0,0,247,1368,16.2,6.2,0.0,0.0,2082,2082,100.0,0,22670,0,0,,2024-5yr
00716,27945,8582,1206,39,17,0,3503,14598,30.7,4.3,0.1,0.0,27945,27564,98.6,134,20652,0,0,,2024-5yr
00717,14577,4131,602,21,12,0,1905,7906,28.3,4.1,0.1,0.0,14577,14463,99.2,83,13602,0,0,,2024-5yr
00718,23026,1001,207,0,0,0,20036,1782,4.3,0.9,0.0,0.0,23026,22845,99.2,80,23487,0,0,,2024-5yr
00719,29932,6188,2190,0,30,0,2699,18825,20.7,7.3,0.1,0.0,29932,29863,99.8,40,22129,0,0,,2024-5yr
00720,21037,4317,1390,0,0,0,3801,11529,20.5,6.6,0.0,0.0,21037,20892,99.3,115,20151,0,0,,2024-5yr
00723,15643,879,604,0,0,0,12667,1493,5.6,3.9,0.0,0.0,15643,15621,99.9,22,24574,0,0,,2024-5yr
00725,73462,25181,5709,238,190,27,19094,23023,34.3,7.8,0.3,0.0,73462,72173,98.2,915,29575,63406,18190,45216.0,2024-5yr
00727,55191,19281,4795,157,182,0,15127,15649,34.9,8.7,0.3,0.0,55191,54212,98.2,659,34094,47297,11393,35904.0,2024-5yr
00728,36532,12980,2106,35,91,0,6130,15190,35.5,5.8,0.2,0.0,36532,36350,99.5,66,23031,28452,7447,21005.0,2024-5yr
00729,47067,6183,6652,53,277,0,19256,14646,13.1,14.1,0.6,0.0,47067,46989,99.8,23,31239,40003,8755,31248.0,2024-5yr
00730,31081,4948,1299,8,0,0,2017,22809,15.9,4.2,0.0,0.0,31081,30938,99.5,67,18089,26391,8943,17448.0,2024-5yr
00731,9724,2323,230,0,0,0,561,6610,23.9,2.4,0.0,0.0,9724,9724,100.0,0,18736,0,0,,2024-5yr
00735,10949,1100,491,0,55,0,7797,1506,10.0,4.5,0.5,0.0,10949,10774,98.4,106,25243,0,0,,2024-5yr
00736,45306,14430,4205,470,0,0,15588,10613,31.9,9.3,0.0,0.0,45306,45255,99.9,19,29971,39467,14301,25166.0,2024-5yr
00738,29980,3176,1442,0,181,0,10711,14470,10.6,4.8,0.6,0.0,29980,29707,99.1,203,25531,0,0,,2024-5yr
00739,34578,10969,4275,282,22,0,13531,5499,31.7,12.4,0.1,0.0,34578,34440,99.6,56,29463,29276,11921,17355.0,2024-5yr
00740,1583,199,19,0,0,0,532,833,12.6,1.2,0.0,0.0,1583,1522,96.1,61,26027,0,0,,2024-5yr
00741,3716,230,148,0,32,0,3065,241,6.2,4.0,0.9,0.0,3716,3705,99.7,11,26585,0,0,,2024-5yr
00745,46739,3366,5230,125,174,0,16852,20992,7.2,11.2,0.4,0.0,46739,46507,99.5,144,29268,40196,9912,30284.0,2024-5yr
00751,19343,1006,990,40,0,0,1199,16108,5.2,5.1,0.0,0.0,19343,19167,99.1,95,21952,0,0,,2024-5yr
00754,36728,2022,643,8,85,0,31943,2027,5.5,1.8,0.2,0.0,36728,36643,99.8,0,22964,0,0,,2024-5yr
00757,19853,1265,766,9,26,0,926,16861,6.4,3.9,0.1,0.0,19853,19736,99.4,51,25938,0,0,,2024-5yr
00765,8078,533,227,0,0,0,6522,796,6.6,2.8,0.0,0.0,8078,7747,95.9,173,19803,0,0,,2024-5yr
00766,21572,4684,2368,20,0,0,3669,10831,21.7,11.0,0.0,0.0,21572,21459,99.5,82,26234,0,0,,2024-5yr
00767,29962,1477,604,34,13,0,26614,1220,4.9,2.0,0.0,0.0,29962,29826,99.5,117,23054,0,0,,2024-5yr
00769,33602,2166,786,131,0,0,1521,28998,6.4,2.3,0.0,0.0,33602,33417,99.4,17,21829,28672,9364,19308.0,2024-5yr
00771,35094,1256,460,12,44,0,32360,962,3.6,1.3,0.1,0.0,35094,35004,99.7,0,24891,0,0,,2024-5yr
00772,16829,944,6720,0,20,0,7364,1781,5.6,39.9,0.1,0.0,16829,16753,99.5,37,18945,0,0,,2024-5yr
00773,17532,1552,783,50,128,0,6988,8031,8.9,4.5,0.7,0.0,17532,17271,98.5,216,24225,0,0,,2024-5yr
00775,1387,88,0,0,0,0,1255,44,6.3,0.0,0.0,0.0,1387,1296,93.4,47,29630,0,0,,2024-5yr
00777,37446,10066,5798,34,51,0,12671,8826,26.9,15.5,0.1,0.0,37446,37341,99.7,0,29928,31496,10431,21065.0,2024-5yr
00778,40203,9337,2736,116,66,0,12181,15767,23.2,6.8,0.2,0.0,40203,39423,98.1,404,42178,34236,8571,25665.0,2024-5yr
00780,13446,2021,551,0,0,0,709,10165,15.0,4.1,0.0,0.0,13446,13428,99.9,0,27967,0,0,,2024-5yr
00782,18128,2960,1851,66,0,0,3272,9979,16.3,10.2,0.0,0.0,18128,18128,100.0,0,16896,0,0,,2024-5yr
00783,34259,6815,2133,31,22,0,7975,17283,19.9,6.2,0.1,0.0,34259,34085,99.5,103,23914,28819,7152,21667.0,2024-5yr
00784,34981,12263,2913,59,0,0,5854,13892,35.1,8.3,0.0,0.0,34981,34896,99.8,29,20558,28365,7386,20979.0,2024-5yr
00786,165,0,58,0,0,0,51,56,0.0,35.2,0.0,0.0,165,165,100.0,0,,0,0,,2024-5yr
00791,45455,2484,901,8,60,0,39390,2612,5.5,2.0,0.1,0.0,45455,44835,98.6,301,27034,0,0,,2024-5yr
00794,28668,8081,2894,1,0,0,3417,14275,28.2,10.1,0.0,0.0,28668,28572,99.7,64,23899,0,0,,2024-5yr
00795,43367,3207,1222,9,2,0,1570,37357,7.4,2.8,0.0,0.0,43367,43266,99.8,52,24602,36372,10860,25512.0,2024-5yr
00901,6398,2140,374,1,1,0,1445,2437,33.4,5.8,0.0,0.0,6398,5973,93.4,386,27557,0,0,,2024-5yr
00906,49,33,0,0,0,0,16,0,67.3,0.0,0.0,0.0,49,8,16.3,25,,0,0,,2024-5yr
00907,15817,4795,1378,42,227,0,2520,6855,30.3,8.7,1.4,0.0,15817,14456,91.4,799,41615,0,0,,2024-5yr
00909,5633,1434,512,49,0,0,1617,2021,25.5,9.1,0.0,0.0,5633,5479,97.3,132,23101,0,0,,2024-5yr
00911,7297,2011,350,26,207,0,1629,3074,27.6,4.8,2.8,0.0,7297,6284,86.1,723,42382,0,0,,2024-5yr
00912,5845,759,597,13,17,0,2224,2235,13.0,10.2,0.3,0.0,5845,5776,98.8,39,31636,0,0,,2024-5yr
00913,6943,884,254,0,47,0,3217,2541,12.7,3.7,0.7,0.0,6943,6515,93.8,366,7049,0,0,,2024-5yr
00915,24607,1721,2277,45,10,19,13680,6855,7.0,9.3,0.0,0.1,24607,24342,98.9,25,16590,0,0,,2024-5yr
00917,17116,2506,1041,37,10,0,7257,6265,14.6,6.1,0.1,0.0,17116,17058,99.7,25,19357,0,0,,2024-5yr
00918,16172,2002,438,0,0,0,4894,8838,12.4,2.7,0.0,0.0,16172,15981,98.8,140,39287,0,0,,2024-5yr
00920,15900,4796,2494,26,0,0,3578,5006,30.2,15.7,0.0,0.0,15900,15778,99.2,72,30259,0,0,,2024-5yr
00921,33119,9638,4741,133,0,0,9138,9469,29.1,14.3,0.0,0.0,33119,32853,99.2,159,23598,0,0,,2024-5yr
00923,24551,2996,2265,0,53,0,10855,8382,12.2,9.2,0.2,0.0,24551,24307,99.0,124,20349,0,0,,2024-5yr
00924,49922,13690,7361,45,27,0,13914,14885,27.4,14.7,0.1,0.0,49922,49477,99.1,122,25724,41308,9641,31667.0,2024-5yr
00925,4882,808,548,47,35,0,1762,1682,16.6,11.2,0.7,0.0,4882,4749,97.3,39,17404,0,0,,2024-5yr
00926,92284,22955,8083,348,18,0,21422,39458,24.9,8.8,0.0,0.0,92284,91750,99.4,305,40606,79646,18259,61387.0,2024-5yr
00927,13868,4333,428,94,47,0,2868,6098,31.2,3.1,0.3,0.0,13868,13759,99.2,80,38728,0,0,,2024-5yr
00934,38,12,0,0,0,0,0,26,31.6,0.0,0.0,0.0,38,26,68.4,12,,0,0,,2024-5yr
00949,65867,8112,2784,319,28,0,36302,18322,12.3,4.2,0.0,0.0,65867,65485,99.4,184,34563,56317,17946,38371.0,2024-5yr
00950,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,0,,2024-5yr
00951,389,16,68,0,0,0,202,103,4.1,17.5,0.0,0.0,389,389,100.0,0,22669,0,0,,2024-5yr
00952,8165,876,520,10,0,0,5298,1461,10.7,6.4,0.0,0.0,8165,8165,100.0,0,22288,0,0,,2024-5yr
00953,66156,12570,1970,0,92,45,16229,35250,19.0,3.0,0.1,0.1,66156,65838,99.5,203,36099,56581,11238,45343.0,2024-5yr
00956,66734,7200,2845,116,40,6,27965,28562,10.8,4.3,0.1,0.0,66734,66455,99.6,141,29280,56491,14140,42351.0,2024-5yr
00957,40194,5492,1871,17,113,0,16687,16014,13.7,4.7,0.3,0.0,40194,39929,99.3,143,29913,34294,9093,25201.0,2024-5yr
00959,46260,6256,2832,153,93,0,20186,16740,13.5,6.1,0.2,0.0,46260,45355,98.0,509,31572,39878,9641,30237.0,2024-5yr
00960,3025,25,34,0,0,0,1419,1547,0.8,1.1,0.0,0.0,3025,2934,97.0,0,,0,0,,2024-5yr
00961,28888,3693,1066,0,119,10,12215,11785,12.8,3.7,0.4,0.0,28888,28598,99.0,65,39393,0,0,,2024-5yr
00962,18947,2144,937,41,0,0,7006,8819,11.3,4.9,0.0,0.0,18947,18745,98.9,125,21288,0,0,,2024-5yr
00965,5848,1194,781,0,31,0,1854,1988,20.4,13.4,0.5,0.0,5848,5695,97.4,53,19136,0,0,,2024-5yr
00966,18791,4912,427,36,18,0,4187,9211,26.1,2.3,0.1,0.0,18791,18446,98.2,294,60203,0,0,,2024-5yr
00968,3633,1054,92,57,54,0,616,1760,29.0,2.5,1.5,0.0,3633,3532,97.2,47,58869,0,0,,2024-5yr
00969,42231,10409,1772,125,116,0,12160,17649,24.6,4.2,0.3,0.0,42231,41234,97.6,723,61101,36957,9165,27792.0,2024-5yr
00971,24367,4029,1244,85,24,0,8169,10816,16.5,5.1,0.1,0.0,24367,24254,99.5,81,29526,0,0,,2024-5yr
00976,60620,16530,6404,346,100,0,11734,25506,27.3,10.6,0.2,0.0,60620,60145,99.2,353,39901,51987,12942,39045.0,2024-5yr
00979,14776,3164,731,12,160,0,5727,4982,21.4,4.9,1.1,0.0,14776,13985,94.6,488,40049,0,0,,2024-5yr
00982,14050,2733,1771,0,55,0,5380,4111,19.5,12.6,0.4,0.0,14050,13928,99.1,39,28906,0,0,,2024-5yr
00983,31472,6154,4342,20,40,0,10714,10202,19.6,13.8,0.1,0.0,31472,31213,99.2,153,35638,0,0,,2024-5yr
00985,30497,4453,4638,0,61,0,11753,9592,14.6,15.2,0.2,0.0,30497,30145,98.8,72,33863,0,0,,2024-5yr
00987,55747,10418,6140,109,159,20,19006,19895,18.7,11.0,0.3,0.0,55747,55117,98.9,476,43159,47947,9043,38904.0,2024-5yr
01001,16234,13995,754,0,498,0,242,745,86.2,4.6,3.1,0.0,16234,1073,6.6,13535,75342,0,0,,2024-5yr
01002,26370,18509,1319,108,2618,0,748,3068,70.2,5.0,9.9,0.0,26370,2692,10.2,18188,70818,0,0,,2024-5yr
01003,13510,8340,769,19,2878,0,99,1405,61.7,5.7,21.3,0.0,13510,849,6.3,8163,,0,0,,2024-5yr
01005,5204,4803,100,0,0,0,0,301,92.3,1.9,0.0,0.0,5204,299,5.7,4736,111148,0,0,,2024-5yr
01007,15419,13273,347,37,331,0,431,1000,86.1,2.3,2.1,0.0,15419,1109,7.2,12924,108125,0,0,,2024-5yr
01008,1327,1263,0,0,0,0,3,61,95.2,0.0,0.0,0.0,1327,39,2.9,1253,97554,0,0,,2024-5yr
01009,804,804,0,0,0,0,0,0,100.0,0.0,0.0,0.0,804,0,0.0,804,72841,0,0,,2024-5yr
01010,3705,3240,66,0,12,0,58,329,87.4,1.8,0.3,0.0,3705,0,0.0,3240,111250,0,0,,2024-5yr
01011,1175,1141,0,0,0,0,21,13,97.1,0.0,0.0,0.0,1175,14,1.2,1137,89299,0,0,,2024-5yr
01012,397,397,0,0,0,0,0,0,100.0,0.0,0.0,0.0,397,0,0.0,397,83333,0,0,,2024-5yr
01013,23284,14138,1691,30,214,0,3985,3226,60.7,7.3,0.9,0.0,23284,8352,35.9,12887,59759,0,0,,2024-5yr
01020,30167,22383,1320,36,782,0,1549,4097,74.2,4.4,2.6,0.0,30167,6519,21.6,20718,66009,0,0,,2024-5yr
01022,1844,1620,102,0,11,0,21,90,87.9,5.5,0.6,0.0,1844,92,5.0,1581,51373,0,0,,2024-5yr
01026,1014,928,5,2,0,0,9,70,91.5,0.5,0.0,0.0,1014,25,2.5,914,92250,0,0,,2024-5yr
01027,17716,15451,115,0,227,16,431,1476,87.2,0.6,1.3,0.1,17716,1480,8.4,15268,74146,0,0,,2024-5yr
01028,16321,13986,450,0,188,0,615,1082,85.7,2.8,1.2,0.0,16321,928,5.7,13863,106424,0,0,,2024-5yr
01029,539,518,0,1,0,0,0,20,96.1,0.0,0.0,0.0,539,3,0.6,515,107679,0,0,,2024-5yr
01030,12305,11302,153,0,47,0,148,655,91.8,1.2,0.4,0.0,12305,671,5.5,11102,93815,0,0,,2024-5yr
01031,1676,1465,0,0,0,0,69,142,87.4,0.0,0.0,0.0,1676,158,9.4,1465,60517,0,0,,2024-5yr
01032,509,505,0,0,0,0,0,4,99.2,0.0,0.0,0.0,509,2,0.4,503,97500,0,0,,2024-5yr
01033,6080,5748,109,0,9,0,84,130,94.5,1.8,0.1,0.0,6080,186,3.1,5706,119297,0,0,,2024-5yr
01034,2332,2093,29,0,24,0,8,178,89.8,1.2,1.0,0.0,2332,77,3.3,2090,91016,0,0,,2024-5yr
01035,5306,4777,0,0,81,0,67,381,90.0,0.0,1.5,0.0,5306,406,7.7,4723,119259,0,0,,2024-5yr
01036,4946,4557,0,0,46,0,136,207,92.1,0.0,0.9,0.0,4946,239,4.8,4531,104536,0,0,,2024-5yr
01037,572,550,0,0,6,0,0,16,96.2,0.0,1.0,0.0,572,0,0.0,550,74722,0,0,,2024-5yr
01038,2491,2181,12,0,30,0,69,199,87.6,0.5,1.2,0.0,2491,115,4.6,2172,106635,0,0,,2024-5yr
01039,1506,1466,5,18,0,0,0,17,97.3,0.3,0.0,0.0,1506,3,0.2,1466,116429,0,0,,2024-5yr
01040,37813,20090,1296,202,477,0,5684,10064,53.1,3.4,1.3,0.0,37813,19803,52.4,15990,53605,29719,7229,22490.0,2024-5yr
01050,2529,2389,23,17,0,0,3,97,94.5,0.9,0.0,0.0,2529,70,2.8,2389,95882,0,0,,2024-5yr
01053,2304,1968,213,0,18,0,56,49,85.4,9.2,0.8,0.0,2304,89,3.9,1946,92582,0,0,,2024-5yr
01054,1608,1431,24,0,49,0,10,94,89.0,1.5,3.0,0.0,1608,79,4.9,1422,104688,0,0,,2024-5yr
01056,20904,18393,364,0,182,0,458,1507,88.0,1.7,0.9,0.0,20904,1868,8.9,18016,84838,0,0,,2024-5yr
01057,8176,7419,55,0,147,0,70,485,90.7,0.7,1.8,0.0,8176,468,5.7,7228,98508,0,0,,2024-5yr
01060,16492,13418,239,6,512,0,830,1487,81.4,1.4,3.1,0.0,16492,1847,11.2,12816,76848,0,0,,2024-5yr
01062,9816,8426,170,40,72,29,299,780,85.8,1.7,0.7,0.3,9816,742,7.6,8323,87588,0,0,,2024-5yr
01063,2272,1197,211,0,611,0,18,235,52.7,9.3,26.9,0.0,2272,175,7.7,1164,91344,0,0,,2024-5yr
01066,115,115,0,0,0,0,0,0,100.0,0.0,0.0,0.0,115,0,0.0,115,,0,0,,2024-5yr
01068,1639,1477,53,0,0,0,14,95,90.1,3.2,0.0,0.0,1639,57,3.5,1444,102000,0,0,,2024-5yr
01069,8821,7757,231,0,0,0,81,752,87.9,2.6,0.0,0.0,8821,475,5.4,7414,80190,0,0,,2024-5yr
01070,575,477,0,6,3,0,4,85,83.0,0.0,0.5,0.0,575,9,1.6,476,60536,0,0,,2024-5yr
01071,1054,984,8,0,1,0,12,49,93.4,0.8,0.1,0.0,1054,13,1.2,984,111042,0,0,,2024-5yr
01072,1521,1308,18,0,21,0,14,160,86.0,1.2,1.4,0.0,1521,173,11.4,1271,111667,0,0,,2024-5yr
01073,6230,5331,0,0,159,0,14,726,85.6,0.0,2.6,0.0,6230,480,7.7,5331,123125,0,0,,2024-5yr
01074,368,368,0,0,0,0,0,0,100.0,0.0,0.0,0.0,368,0,0.0,368,79583,0,0,,2024-5yr
01075,17754,15608,330,79,856,0,78,803,87.9,1.9,4.8,0.0,17754,1239,7.0,14927,93910,0,0,,2024-5yr
01077,9217,8553,66,10,104,0,128,356,92.8,0.7,1.1,0.0,9217,282,3.1,8487,120462,0,0,,2024-5yr
01079,438,402,1,0,0,0,35,0,91.8,0.2,0.0,0.0,438,35,8.0,402,70588,0,0,,2024-5yr
01080,2454,1916,228,0,0,0,42,268,78.1,9.3,0.0,0.0,2454,97,4.0,1898,89063,0,0,,2024-5yr
01081,1747,1618,9,0,6,0,29,85,92.6,0.5,0.3,0.0,1747,53,3.0,1610,86979,0,0,,2024-5yr
01082,10392,9508,368,0,21,0,203,292,91.5,3.5,0.2,0.0,10392,373,3.6,9455,69018,0,0,,2024-5yr
01083,2858,2290,29,0,150,0,0,389,80.1,1.0,5.2,0.0,2858,138,4.8,2290,64032,0,0,,2024-5yr
01084,97,97,0,0,0,0,0,0,100.0,0.0,0.0,0.0,97,0,0.0,97,93125,0,0,,2024-5yr
01085,41102,34967,366,48,1253,10,1612,2846,85.1,0.9,3.0,0.0,41102,3815,9.3,34300,88728,0,0,,2024-5yr
01088,702,593,0,0,106,0,0,3,84.5,0.0,15.1,0.0,702,18,2.6,575,85368,0,0,,2024-5yr
01089,28772,21264,1158,20,2137,0,1604,2589,73.9,4.0,7.4,0.0,28772,3939,13.7,20541,69371,0,0,,2024-5yr
01092,1200,1180,0,0,0,0,0,20,98.3,0.0,0.0,0.0,1200,0,0.0,1180,68614,0,0,,2024-5yr
01093,225,225,0,0,0,0,0,0,100.0,0.0,0.0,0.0,225,0,0.0,225,110909,0,0,,2024-5yr
01094,52,52,0,0,0,0,0,0,100.0,0.0,0.0,0.0,52,0,0.0,52,,0,0,,2024-5yr
01095,14618,12355,893,0,206,12,292,860,84.5,6.1,1.4,0.1,14618,515,3.5,12167,122330,0,0,,2024-5yr
01096,2580,2346,15,6,61,0,2,150,90.9,0.6,2.4,0.0,2580,49,1.9,2321,104375,0,0,,2024-5yr
01097,143,143,0,0,0,0,0,0,100.0,0.0,0.0,0.0,143,0,0.0,143,,0,0,,2024-5yr
01098,979,873,0,12,21,0,5,68,89.2,0.0,2.1,0.0,979,44,4.5,867,96250,0,0,,2024-5yr
01103,2477,743,486,98,58,9,291,792,30.0,19.6,2.3,0.4,2477,1176,47.5,634,21355,0,0,,2024-5yr
01104,23209,6593,3499,41,19,43,4242,8772,28.4,15.1,0.1,0.2,23209,14880,64.1,4929,50154,0,0,,2024-5yr
01105,11843,1868,2968,2,86,0,2101,4818,15.8,25.1,0.7,0.0,11843,7835,66.2,1275,24036,0,0,,2024-5yr
01106,15853,13343,157,17,1303,0,268,765,84.2,1.0,8.2,0.0,15853,463,2.9,13343,147935,0,0,,2024-5yr
01107,12009,3059,1044,0,117,0,3019,4770,25.5,8.7,1.0,0.0,12009,9629,80.2,1460,35632,0,0,,2024-5yr
01108,27405,9142,5647,36,2308,0,4409,5863,33.4,20.6,8.4,0.0,27405,11437,41.7,7740,50661,0,0,,2024-5yr
01109,31124,7905,9471,562,580,0,4677,7929,25.4,30.4,1.9,0.0,31124,15058,48.4,5505,48415,0,0,,2024-5yr
01118,14839,8242,1998,87,522,1,1538,2451,55.5,13.5,3.5,0.0,14839,3937,26.5,7895,80250,0,0,,2024-5yr
01119,13616,6373,3029,31,371,0,1180,2632,46.8,22.2,2.7,0.0,13616,4518,33.2,5685,57857,0,0,,2024-5yr
01128,2896,2082,210,0,58,0,252,294,71.9,7.3,2.0,0.0,2896,724,25.0,1827,100313,0,0,,2024-5yr
01129,5672,3484,910,33,94,0,182,969,61.4,16.0,1.7,0.0,5672,1196,21.1,3222,97162,0,0,,2024-5yr
01144,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,0,,2024-5yr
01151,9606,3847,1622,0,28,0,1523,2586,40.0,16.9,0.3,0.0,9606,4834,50.3,2830,55324,0,0,,2024-5yr
01201,44848,35375,2324,427,560,0,1529,4633,78.9,5.2,1.2,0.0,44848,4385,9.8,34484,71093,37307,7575,29732.0,2024-5yr
01220,8074,7637,30,4,65,0,51,287,94.6,0.4,0.8,0.0,8074,193,2.4,7599,58929,0,0,,2024-5yr
