zcta,race_total,race_white,race_black,race_aian,race_asian,race_nhpi,race_other,race_multi,pct_white,pct_black,pct_asian,pct_nhpi,hispanic_total,hispanic_count,pct_hispanic,non_hisp_white,median_hh_income,disability_pop_total,disability_count,pct_disability,acs_year
28671,375,345,22,0,0,0,0,8,92.0,5.9,0.0,0.0,375,0,0.0,345,73929,0,0,,2024-5yr
28672,136,136,0,0,0,0,0,0,100.0,0.0,0.0,0.0,136,0,0.0,136,163210,0,0,,2024-5yr
28673,6874,6504,112,20,66,0,0,172,94.6,1.6,1.0,0.0,6874,141,2.1,6504,99688,0,0,,2024-5yr
28675,6745,5921,170,9,52,0,99,494,87.8,2.5,0.8,0.0,6745,621,9.2,5683,44560,0,0,,2024-5yr
28676,3100,2952,29,3,63,0,0,53,95.2,0.9,2.0,0.0,3100,126,4.1,2826,60833,0,0,,2024-5yr
28677,38819,24079,7680,128,133,29,3430,3340,62.0,19.8,0.3,0.1,38819,5332,13.7,23483,62406,0,0,,2024-5yr
28678,5064,4089,368,0,42,0,80,485,80.7,7.3,0.8,0.0,5064,667,13.2,3855,74845,0,0,,2024-5yr
28679,2454,2145,0,0,19,0,192,98,87.4,0.0,0.8,0.0,2454,229,9.3,2145,65246,0,0,,2024-5yr
28681,25566,22392,1566,368,67,0,436,737,87.6,6.1,0.3,0.0,25566,1234,4.8,22120,60977,0,0,,2024-5yr
28682,1701,1597,0,0,61,0,0,43,93.9,0.0,3.6,0.0,1701,73,4.3,1542,129390,0,0,,2024-5yr
28683,1614,1494,22,0,0,0,50,48,92.6,1.4,0.0,0.0,1614,42,2.6,1476,45423,0,0,,2024-5yr
28684,1961,1925,0,4,17,0,0,15,98.2,0.0,0.9,0.0,1961,0,0.0,1925,69307,0,0,,2024-5yr
28685,2181,2000,0,0,0,0,0,181,91.7,0.0,0.0,0.0,2181,38,1.7,2000,46406,0,0,,2024-5yr
28689,2188,1637,11,0,0,0,345,195,74.8,0.5,0.0,0.0,2188,345,15.8,1637,70565,0,0,,2024-5yr
28690,9196,8098,179,2,335,18,259,305,88.1,1.9,3.6,0.2,9196,357,3.9,8011,67000,0,0,,2024-5yr
28692,4367,4278,10,2,6,0,14,57,98.0,0.2,0.1,0.0,4367,89,2.0,4243,43103,0,0,,2024-5yr
28693,1071,1047,0,0,0,0,0,24,97.8,0.0,0.0,0.0,1071,98,9.2,949,62596,0,0,,2024-5yr
28694,7626,6725,78,71,24,0,205,523,88.2,1.0,0.3,0.0,7626,731,9.6,6566,58486,0,0,,2024-5yr
28697,13412,10866,1048,16,0,0,660,822,81.0,7.8,0.0,0.0,13412,1436,10.7,10678,52988,0,0,,2024-5yr
28698,2320,2212,8,0,0,0,0,100,95.3,0.3,0.0,0.0,2320,64,2.8,2204,54402,0,0,,2024-5yr
28701,5786,5114,3,4,17,0,235,413,88.4,0.1,0.3,0.0,5786,289,5.0,5088,108125,0,0,,2024-5yr
28702,588,588,0,0,0,0,0,0,100.0,0.0,0.0,0.0,588,0,0.0,588,37275,0,0,,2024-5yr
28704,24138,17343,1808,52,513,0,496,3926,71.8,7.5,2.1,0.0,24138,3156,13.1,17226,81096,0,0,,2024-5yr
28705,6732,6220,105,9,44,0,18,336,92.4,1.6,0.7,0.0,6732,314,4.7,6185,54858,0,0,,2024-5yr
28707,461,455,6,0,0,0,0,0,98.7,1.3,0.0,0.0,461,0,0.0,455,,0,0,,2024-5yr
28708,456,456,0,0,0,0,0,0,100.0,0.0,0.0,0.0,456,0,0.0,456,70435,0,0,,2024-5yr
28709,2260,2126,0,0,0,0,33,101,94.1,0.0,0.0,0.0,2260,33,1.5,2126,,0,0,,2024-5yr
28710,78,78,0,0,0,0,0,0,100.0,0.0,0.0,0.0,78,0,0.0,78,,0,0,,2024-5yr
28711,12663,11307,524,45,61,0,144,582,89.3,4.1,0.5,0.0,12663,200,1.6,11204,74761,0,0,,2024-5yr
28712,19977,17518,1081,47,36,0,153,1142,87.7,5.4,0.2,0.0,19977,646,3.2,17506,63045,0,0,,2024-5yr
28713,8425,6687,261,695,24,0,0,758,79.4,3.1,0.3,0.0,8425,483,5.7,6656,50882,0,0,,2024-5yr
28714,16397,14993,157,34,83,0,471,659,91.4,1.0,0.5,0.0,16397,972,5.9,14849,58998,0,0,,2024-5yr
28715,30328,25658,236,47,165,0,858,3364,84.6,0.8,0.5,0.0,30328,3129,10.3,25213,71716,0,0,,2024-5yr
28716,16863,15515,158,189,72,0,35,894,92.0,0.9,0.4,0.0,16863,613,3.6,15446,63141,0,0,,2024-5yr
28717,1265,1026,0,0,0,0,0,239,81.1,0.0,0.0,0.0,1265,148,11.7,1026,76085,0,0,,2024-5yr
28718,654,605,0,0,0,0,0,49,92.5,0.0,0.0,0.0,654,43,6.6,605,74031,0,0,,2024-5yr
28719,6786,777,102,5041,234,35,73,524,11.5,1.5,3.4,0.5,6786,272,4.0,767,60658,0,0,,2024-5yr
28720,138,138,0,0,0,0,0,0,100.0,0.0,0.0,0.0,138,0,0.0,138,63438,0,0,,2024-5yr
28721,10698,9717,92,21,7,0,147,714,90.8,0.9,0.1,0.0,10698,891,8.3,9432,62279,0,0,,2024-5yr
28722,6086,5575,190,2,0,0,97,222,91.6,3.1,0.0,0.0,6086,206,3.4,5560,67760,0,0,,2024-5yr
28723,12756,10496,742,81,56,4,298,1079,82.3,5.8,0.4,0.0,12756,1300,10.2,10174,45568,0,0,,2024-5yr
28725,90,52,14,9,0,0,0,15,57.8,15.6,0.0,0.0,90,12,13.3,52,57750,0,0,,2024-5yr
28726,4363,3021,336,0,79,0,378,549,69.2,7.7,1.8,0.0,4363,1329,30.5,2705,54152,0,0,,2024-5yr
28729,3681,3267,82,0,0,0,222,110,88.8,2.2,0.0,0.0,3681,184,5.0,3240,84413,0,0,,2024-5yr
28730,7605,6908,11,0,15,0,210,461,90.8,0.1,0.2,0.0,7605,378,5.0,6799,102900,0,0,,2024-5yr
28731,8672,7527,119,30,48,0,562,386,86.8,1.4,0.6,0.0,8672,1009,11.6,7246,66309,0,0,,2024-5yr
28732,19279,16262,356,43,330,0,845,1443,84.4,1.8,1.7,0.0,19279,1793,9.3,15965,81852,0,0,,2024-5yr
28733,63,63,0,0,0,0,0,0,100.0,0.0,0.0,0.0,63,0,0.0,63,150300,0,0,,2024-5yr
28734,29659,25233,422,106,279,0,1710,1909,85.1,1.4,0.9,0.0,29659,3263,11.0,24871,54021,0,0,,2024-5yr
28735,124,124,0,0,0,0,0,0,100.0,0.0,0.0,0.0,124,0,0.0,124,,0,0,,2024-5yr
28736,1000,652,0,0,0,0,228,120,65.2,0.0,0.0,0.0,1000,305,30.5,652,70855,0,0,,2024-5yr
28739,20843,18024,710,0,159,0,497,1453,86.5,3.4,0.8,0.0,20843,1648,7.9,17681,73582,0,0,,2024-5yr
28740,2158,2041,2,1,0,0,53,61,94.6,0.1,0.0,0.0,2158,142,6.6,1958,48214,0,0,,2024-5yr
28741,4257,3858,98,20,16,0,230,35,90.6,2.3,0.4,0.0,4257,229,5.4,3849,70392,0,0,,2024-5yr
28742,2710,2449,1,0,0,0,192,68,90.4,0.0,0.0,0.0,2710,192,7.1,2449,99007,0,0,,2024-5yr
28743,2211,2160,21,0,0,0,0,30,97.7,0.9,0.0,0.0,2211,0,0.0,2160,58011,0,0,,2024-5yr
28745,670,522,0,49,22,0,77,0,77.9,0.0,3.3,0.0,670,10,1.5,522,117824,0,0,,2024-5yr
28746,2744,2398,123,6,1,8,14,194,87.4,4.5,0.0,0.3,2744,134,4.9,2364,70469,0,0,,2024-5yr
28747,2021,1932,0,0,17,0,48,24,95.6,0.0,0.8,0.0,2021,107,5.3,1884,66000,0,0,,2024-5yr
28748,12230,10237,387,0,59,0,26,1521,83.7,3.2,0.5,0.0,12230,775,6.3,10065,59013,0,0,,2024-5yr
28749,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,0,,2024-5yr
28751,4159,3766,10,8,44,0,147,184,90.6,0.2,1.1,0.0,4159,173,4.2,3766,69057,0,0,,2024-5yr
28752,30292,25659,1457,176,425,0,981,1594,84.7,4.8,1.4,0.0,30292,2790,9.2,24979,55783,0,0,,2024-5yr
28753,10389,9602,15,0,31,0,159,582,92.4,0.1,0.3,0.0,10389,200,1.9,9576,52304,0,0,,2024-5yr
28754,9682,8740,203,21,66,8,56,588,90.3,2.1,0.7,0.1,9682,582,6.0,8657,68750,0,0,,2024-5yr
28755,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,0,,2024-5yr
28756,4706,3465,340,14,23,0,20,844,73.6,7.2,0.5,0.0,4706,759,16.1,3465,63663,0,0,,2024-5yr
28757,630,489,80,19,4,0,21,17,77.6,12.7,0.6,0.0,630,102,16.2,449,115568,0,0,,2024-5yr
28758,41,41,0,0,0,0,0,0,100.0,0.0,0.0,0.0,41,0,0.0,41,,0,0,,2024-5yr
28759,7555,6228,149,28,403,0,260,487,82.4,2.0,5.3,0.0,7555,673,8.9,6039,107609,0,0,,2024-5yr
28761,8150,7661,238,13,44,0,0,194,94.0,2.9,0.5,0.0,8150,74,0.9,7638,54869,0,0,,2024-5yr
28762,6599,6126,57,11,30,0,52,323,92.8,0.9,0.5,0.0,6599,306,4.6,5952,66410,0,0,,2024-5yr
28763,2688,2663,0,0,0,0,18,7,99.1,0.0,0.0,0.0,2688,96,3.6,2567,72269,0,0,,2024-5yr
28766,1259,1152,27,8,0,0,0,72,91.5,2.1,0.0,0.0,1259,0,0.0,1152,57708,0,0,,2024-5yr
28768,6759,5788,91,0,132,0,79,669,85.6,1.3,2.0,0.0,6759,660,9.8,5759,71383,0,0,,2024-5yr
28770,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,0,,2024-5yr
28771,7567,6348,30,817,54,0,124,194,83.9,0.4,0.7,0.0,7567,240,3.2,6348,49407,0,0,,2024-5yr
28772,1375,1206,9,5,44,0,36,75,87.7,0.7,3.2,0.0,1375,241,17.5,1042,74583,0,0,,2024-5yr
28773,3441,3337,0,3,24,0,7,70,97.0,0.0,0.7,0.0,3441,33,1.0,3320,70703,0,0,,2024-5yr
28774,1451,1359,0,0,0,0,24,68,93.7,0.0,0.0,0.0,1451,56,3.9,1359,154635,0,0,,2024-5yr
28775,674,489,3,0,0,0,180,2,72.6,0.4,0.0,0.0,674,184,27.3,479,,0,0,,2024-5yr
28777,10178,8480,498,47,27,80,603,443,83.3,4.9,0.3,0.8,10178,785,7.7,8467,63378,0,0,,2024-5yr
28778,13536,10452,855,1,233,0,430,1565,77.2,6.3,1.7,0.0,13536,1830,13.5,10201,73408,0,0,,2024-5yr
28779,18064,15640,148,550,166,0,335,1225,86.6,0.8,0.9,0.0,18064,1037,5.7,15552,57727,0,0,,2024-5yr
28781,881,763,0,15,0,0,0,103,86.6,0.0,0.0,0.0,881,34,3.9,763,62045,0,0,,2024-5yr
28782,6519,5895,245,23,107,0,20,229,90.4,3.8,1.6,0.0,6519,132,2.0,5858,72946,0,0,,2024-5yr
28783,1785,1458,0,0,0,0,0,327,81.7,0.0,0.0,0.0,1785,281,15.7,1444,51350,0,0,,2024-5yr
28785,8311,7727,7,23,39,0,54,461,93.0,0.1,0.5,0.0,8311,282,3.4,7720,61769,0,0,,2024-5yr
28786,22056,20019,300,124,45,0,171,1397,90.8,1.4,0.2,0.0,22056,1134,5.1,19866,59371,0,0,,2024-5yr
28787,22809,19587,630,6,116,0,446,2024,85.9,2.8,0.5,0.0,22809,1828,8.0,19394,78604,0,0,,2024-5yr
28788,198,160,0,0,0,0,0,38,80.8,0.0,0.0,0.0,198,36,18.2,160,80938,0,0,,2024-5yr
28789,5788,4562,72,386,35,147,99,487,78.8,1.2,0.6,2.5,5788,393,6.8,4562,51713,0,0,,2024-5yr
28790,3241,2823,42,106,0,0,191,79,87.1,1.3,0.0,0.0,3241,200,6.2,2823,97042,0,0,,2024-5yr
28791,15108,12813,369,12,269,242,372,1031,84.8,2.4,1.8,1.6,15108,1427,9.4,12469,78827,0,0,,2024-5yr
28792,36645,27170,1390,1312,178,0,3285,3310,74.1,3.8,0.5,0.0,36645,7373,20.1,26422,55522,0,0,,2024-5yr
28801,14691,11012,2349,16,74,0,310,930,75.0,16.0,0.5,0.0,14691,320,2.2,10939,58438,0,0,,2024-5yr
28803,33718,27178,2230,4,535,14,1202,2555,80.6,6.6,1.6,0.0,33718,3071,9.1,26963,76662,0,0,,2024-5yr
28804,25776,21622,635,48,518,0,505,2448,83.9,2.5,2.0,0.0,25776,1993,7.7,21329,88312,0,0,,2024-5yr
28805,19993,16792,1158,4,201,0,398,1440,84.0,5.8,1.0,0.0,19993,1065,5.3,16506,75151,0,0,,2024-5yr
28806,43433,34837,2249,306,576,72,650,4743,80.2,5.2,1.3,0.2,43433,5008,11.5,34029,63273,0,0,,2024-5yr
28901,5552,4809,176,178,21,0,89,279,86.6,3.2,0.4,0.0,5552,352,6.3,4678,44792,0,0,,2024-5yr
28902,986,855,51,0,42,0,0,38,86.7,5.2,4.3,0.0,986,22,2.2,847,88456,0,0,,2024-5yr
28904,10050,9363,156,31,66,0,171,263,93.2,1.6,0.7,0.0,10050,459,4.6,9072,56480,0,0,,2024-5yr
28905,3056,2733,48,75,42,0,10,148,89.4,1.6,1.4,0.0,3056,21,0.7,2733,57708,0,0,,2024-5yr
28906,20526,18823,303,94,51,0,111,1144,91.7,1.5,0.2,0.0,20526,715,3.5,18603,55759,0,0,,2024-5yr
28909,1002,924,49,12,0,0,14,3,92.2,4.9,0.0,0.0,1002,0,0.0,924,80875,0,0,,2024-5yr
29001,2339,1135,915,0,16,0,147,126,48.5,39.1,0.7,0.0,2339,146,6.2,1000,65250,0,0,,2024-5yr
29003,5610,2584,2908,36,0,0,58,24,46.1,51.8,0.0,0.0,5610,58,1.0,2584,52624,0,0,,2024-5yr
29006,9199,6282,1584,7,0,0,576,750,68.3,17.2,0.0,0.0,9199,1263,13.7,6054,50379,0,0,,2024-5yr
29009,2451,1596,696,21,1,6,58,73,65.1,28.4,0.0,0.2,2451,62,2.5,1594,57857,0,0,,2024-5yr
29010,11861,3978,7408,17,23,22,101,312,33.5,62.5,0.2,0.2,11861,288,2.4,3840,43500,0,0,,2024-5yr
29014,1595,1309,235,0,0,0,28,23,82.1,14.7,0.0,0.0,1595,28,1.8,1309,62422,0,0,,2024-5yr
29015,1255,264,858,0,0,0,1,132,21.0,68.4,0.0,0.0,1255,8,0.6,264,43977,0,0,,2024-5yr
29016,30454,13395,12930,87,879,0,1026,2137,44.0,42.5,2.9,0.0,30454,1812,5.9,13170,95082,0,0,,2024-5yr
29018,3559,1385,1883,0,0,0,76,215,38.9,52.9,0.0,0.0,3559,171,4.8,1385,49167,0,0,,2024-5yr
29020,23266,14327,6607,219,150,0,1122,841,61.6,28.4,0.6,0.0,23266,1523,6.5,14267,64648,0,0,,2024-5yr
29030,2045,1397,600,0,5,0,0,43,68.3,29.3,0.2,0.0,2045,6,0.3,1397,80313,0,0,,2024-5yr
29031,1617,362,1157,0,5,0,85,8,22.4,71.6,0.3,0.0,1617,32,2.0,362,61143,0,0,,2024-5yr
29032,4687,3097,980,47,0,0,138,425,66.1,20.9,0.0,0.0,4687,342,7.3,3097,58168,0,0,,2024-5yr
29033,12837,7157,3454,48,295,0,548,1335,55.8,26.9,2.3,0.0,12837,1533,11.9,7071,61237,0,0,,2024-5yr
29036,26620,23764,867,14,778,0,140,1057,89.3,3.3,2.9,0.0,26620,635,2.4,23485,113986,0,0,,2024-5yr
29037,983,615,167,0,0,0,58,143,62.6,17.0,0.0,0.0,983,0,0.0,615,72768,0,0,,2024-5yr
29038,2362,1762,419,0,19,0,0,162,74.6,17.7,0.8,0.0,2362,8,0.3,1761,43563,0,0,,2024-5yr
29039,2941,1032,1542,0,0,0,156,211,35.1,52.4,0.0,0.0,2941,246,8.4,1032,53382,0,0,,2024-5yr
29040,8920,4674,3555,0,178,0,25,488,52.4,39.9,2.0,0.0,8920,175,2.0,4627,65978,0,0,,2024-5yr
29042,4904,620,4142,2,65,0,32,43,12.6,84.5,1.3,0.0,4904,56,1.1,598,41047,0,0,,2024-5yr
29044,4799,1786,2755,13,0,0,85,160,37.2,57.4,0.0,0.0,4799,103,2.1,1785,57297,0,0,,2024-5yr
29045,31372,16877,10498,215,831,0,1082,1869,53.8,33.5,2.6,0.0,31372,2387,7.6,16378,87366,0,0,,2024-5yr
29046,22,0,22,0,0,0,0,0,0.0,100.0,0.0,0.0,22,0,0.0,0,,0,0,,2024-5yr
29047,3537,1823,1470,21,0,0,124,99,51.5,41.6,0.0,0.0,3537,143,4.0,1823,48571,0,0,,2024-5yr
29048,4982,2157,2670,0,56,0,7,92,43.3,53.6,1.1,0.0,4982,79,1.6,2086,41774,0,0,,2024-5yr
29051,758,388,333,20,0,0,0,17,51.2,43.9,0.0,0.0,758,0,0.0,388,71250,0,0,,2024-5yr
29052,2199,157,1964,0,0,0,0,78,7.1,89.3,0.0,0.0,2199,0,0.0,157,52775,0,0,,2024-5yr
29053,21076,12276,4312,59,37,0,1189,3203,58.2,20.5,0.2,0.0,21076,4519,21.4,11071,56703,0,0,,2024-5yr
29054,11174,9266,418,3,34,6,665,782,82.9,3.7,0.3,0.1,11174,1018,9.1,9192,91099,0,0,,2024-5yr
29055,3924,2065,1274,3,0,0,21,561,52.6,32.5,0.0,0.0,3924,106,2.7,2044,37401,0,0,,2024-5yr
29056,2203,481,1642,7,0,0,8,65,21.8,74.5,0.0,0.0,2203,30,1.4,474,47031,0,0,,2024-5yr
29058,5423,3863,1202,0,68,0,0,290,71.2,22.2,1.3,0.0,5423,14,0.3,3849,52383,0,0,,2024-5yr
29059,4905,1820,2742,117,141,0,5,80,37.1,55.9,2.9,0.0,4905,24,0.5,1801,38698,0,0,,2024-5yr
29061,12538,3176,8546,4,210,0,38,564,25.3,68.2,1.7,0.0,12538,443,3.5,3119,60307,0,0,,2024-5yr
29062,10,10,0,0,0,0,0,0,100.0,0.0,0.0,0.0,10,0,0.0,10,,0,0,,2024-5yr
29063,38201,24850,9292,63,1264,0,484,2248,65.1,24.3,3.3,0.0,38201,1521,4.0,24511,91973,0,0,,2024-5yr
29065,605,100,487,0,7,0,0,11,16.5,80.5,1.2,0.0,605,0,0.0,100,49225,0,0,,2024-5yr
29067,11116,7851,2464,5,0,0,37,759,70.6,22.2,0.0,0.0,11116,159,1.4,7824,52077,0,0,,2024-5yr
29069,4647,2582,1898,0,0,0,67,100,55.6,40.8,0.0,0.0,4647,12,0.3,2573,48393,0,0,,2024-5yr
29070,15657,12773,1682,80,37,0,135,950,81.6,10.7,0.2,0.0,15657,736,4.7,12499,65865,0,0,,2024-5yr
29072,69407,56251,5184,38,2651,0,1453,3830,81.0,7.5,3.8,0.0,69407,3795,5.5,55514,106382,0,0,,2024-5yr
29073,53156,37733,9125,47,1192,16,1228,3815,71.0,17.2,2.2,0.0,53156,3568,6.7,36796,77229,40690,7301,33389.0,2024-5yr
29074,212,205,7,0,0,0,0,0,96.7,3.3,0.0,0.0,212,0,0.0,205,,0,0,,2024-5yr
29075,2848,2391,386,0,0,0,0,71,84.0,13.6,0.0,0.0,2848,20,0.7,2387,75884,0,0,,2024-5yr
29078,16283,11641,3430,4,34,0,487,687,71.5,21.1,0.2,0.0,16283,708,4.3,11519,67727,0,0,,2024-5yr
29079,58,0,42,16,0,0,0,0,0.0,72.4,0.0,0.0,58,0,0.0,0,,0,0,,2024-5yr
29080,2601,727,1747,0,3,0,88,36,28.0,67.2,0.1,0.0,2601,100,3.8,715,36467,0,0,,2024-5yr
29081,1102,791,304,3,0,0,0,4,71.8,27.6,0.0,0.0,1102,17,1.5,778,38147,0,0,,2024-5yr
29082,371,288,71,0,0,0,12,0,77.6,19.1,0.0,0.0,371,12,3.2,288,42833,0,0,,2024-5yr
29101,2497,1736,529,8,43,0,73,108,69.5,21.2,1.7,0.0,2497,83,3.3,1734,56750,0,0,,2024-5yr
29102,15698,7820,6938,110,206,0,138,486,49.8,44.2,1.3,0.0,15698,494,3.1,7620,47441,0,0,,2024-5yr
29104,1732,709,1013,0,0,0,0,10,40.9,58.5,0.0,0.0,1732,0,0.0,709,67096,0,0,,2024-5yr
29105,1621,1091,346,0,0,0,95,89,67.3,21.3,0.0,0.0,1621,174,10.7,1012,94444,0,0,,2024-5yr
29107,2646,1770,724,3,35,0,0,114,66.9,27.4,1.3,0.0,2646,35,1.3,1735,47399,0,0,,2024-5yr
29108,19585,8932,7774,54,162,0,1310,1353,45.6,39.7,0.8,0.0,19585,3176,16.2,8228,53558,0,0,,2024-5yr
29111,1401,787,523,0,0,0,91,0,56.2,37.3,0.0,0.0,1401,91,6.5,787,76250,0,0,,2024-5yr
29112,3847,2019,1682,17,0,0,16,113,52.5,43.7,0.0,0.0,3847,83,2.2,2004,50195,0,0,,2024-5yr
29113,1875,540,1293,0,0,0,0,42,28.8,69.0,0.0,0.0,1875,35,1.9,505,48857,0,0,,2024-5yr
29114,1786,645,1076,2,30,0,0,33,36.1,60.2,1.7,0.0,1786,15,0.8,630,56579,0,0,,2024-5yr
29115,27450,5912,20475,74,106,0,211,672,21.5,74.6,0.4,0.0,27450,798,2.9,5504,37751,0,0,,2024-5yr
29117,595,166,419,0,0,0,10,0,27.9,70.4,0.0,0.0,595,10,1.7,166,,0,0,,2024-5yr
29118,15135,4497,9668,0,351,0,156,463,29.7,63.9,2.3,0.0,15135,331,2.2,4451,64167,0,0,,2024-5yr
29122,100,66,34,0,0,0,0,0,66.0,34.0,0.0,0.0,100,0,0.0,66,138472,0,0,,2024-5yr
29123,7938,6298,473,41,55,6,326,739,79.3,6.0,0.7,0.1,7938,1062,13.4,5826,59317,0,0,,2024-5yr
29125,2861,1192,1601,6,2,0,16,44,41.7,56.0,0.1,0.0,2861,98,3.4,1110,62778,0,0,,2024-5yr
29126,2703,2407,237,0,0,0,47,12,89.0,8.8,0.0,0.0,2703,61,2.3,2395,73702,0,0,,2024-5yr
29127,9920,7466,2098,0,0,7,70,279,75.3,21.1,0.0,0.1,9920,243,2.4,7413,67164,0,0,,2024-5yr
29128,4460,1042,3324,0,0,39,11,44,23.4,74.5,0.0,0.9,4460,19,0.4,1034,43571,0,0,,2024-5yr
29129,4605,2858,1380,0,0,0,133,234,62.1,30.0,0.0,0.0,4605,585,12.7,2446,61103,0,0,,2024-5yr
29130,6252,3365,2616,0,27,0,24,220,53.8,41.8,0.4,0.0,6252,202,3.2,3328,63963,0,0,,2024-5yr
29133,1262,601,551,0,0,0,27,83,47.6,43.7,0.0,0.0,1262,80,6.3,601,36987,0,0,,2024-5yr
29135,8294,3987,3735,0,25,13,379,155,48.1,45.0,0.3,0.2,8294,433,5.2,3966,49396,0,0,,2024-5yr
29137,2248,998,1102,1,0,8,17,122,44.4,49.0,0.0,0.4,2248,44,2.0,998,41116,0,0,,2024-5yr
29138,10018,4814,2526,76,34,0,685,1883,48.1,25.2,0.3,0.0,10018,2459,24.5,4478,44579,0,0,,2024-5yr
29142,4744,1464,3099,0,122,4,16,39,30.9,65.3,2.6,0.1,4744,38,0.8,1464,54028,0,0,,2024-5yr
29145,594,389,199,0,0,0,0,6,65.5,33.5,0.0,0.0,594,0,0.0,389,67778,0,0,,2024-5yr
29146,1226,459,749,0,2,3,0,13,37.4,61.1,0.2,0.2,1226,90,7.3,369,34318,0,0,,2024-5yr
29148,6033,2909,2793,11,38,0,87,195,48.2,46.3,0.6,0.0,6033,215,3.6,2848,56300,0,0,,2024-5yr
29150,38538,15571,18562,426,944,77,1033,1925,40.4,48.2,2.4,0.2,38538,2388,6.2,14885,50965,0,0,,2024-5yr
29152,1967,1337,289,0,41,10,77,213,68.0,14.7,2.1,0.5,1967,335,17.0,1181,73592,0,0,,2024-5yr
29153,14434,5232,8429,17,12,9,464,271,36.2,58.4,0.1,0.1,14434,564,3.9,5186,60071,0,0,,2024-5yr
29154,29454,15902,10689,84,376,13,176,2214,54.0,36.3,1.3,0.0,29454,938,3.2,15658,62772,0,0,,2024-5yr
29160,7419,5557,1347,4,0,0,59,452,74.9,18.2,0.0,0.0,7419,282,3.8,5555,61964,0,0,,2024-5yr
29161,9688,5465,3644,0,0,13,285,281,56.4,37.6,0.0,0.1,9688,239,2.5,5435,50517,0,0,,2024-5yr
29162,3776,2119,1541,0,0,0,3,113,56.1,40.8,0.0,0.0,3776,59,1.6,2112,61979,0,0,,2024-5yr
29163,1573,354,1113,0,0,0,10,96,22.5,70.8,0.0,0.0,1573,18,1.1,354,33971,0,0,,2024-5yr
29164,4830,2725,1187,4,0,0,128,786,56.4,24.6,0.0,0.0,4830,739,15.3,2715,49440,0,0,,2024-5yr
29166,611,371,192,0,0,0,46,2,60.7,31.4,0.0,0.0,611,18,2.9,371,45652,0,0,,2024-5yr
29168,2903,1523,1279,15,0,0,0,86,52.5,44.1,0.0,0.0,2903,38,1.3,1523,43911,0,0,,2024-5yr
29169,21647,13711,3575,152,777,0,1013,2419,63.3,16.5,3.6,0.0,21647,2848,13.2,13511,57122,0,0,,2024-5yr
29170,21247,14143,4230,64,640,7,426,1737,66.6,19.9,3.0,0.0,21247,1821,8.6,13695,74902,0,0,,2024-5yr
29172,8974,5306,2824,39,98,0,147,560,59.1,31.5,1.1,0.0,8974,331,3.7,5239,64430,0,0,,2024-5yr
29175,235,235,0,0,0,0,0,0,100.0,0.0,0.0,0.0,235,0,0.0,235,73801,0,0,,2024-5yr
29177,177,115,57,0,0,0,0,5,65.0,32.2,0.0,0.0,177,5,2.8,115,,0,0,,2024-5yr
29178,3280,2203,895,2,0,0,30,150,67.2,27.3,0.0,0.0,3280,31,0.9,2203,60241,0,0,,2024-5yr
29180,11730,4388,6773,16,14,0,178,361,37.4,57.7,0.1,0.0,11730,103,0.9,4388,43330,0,0,,2024-5yr
29201,24605,15585,5711,0,1329,0,887,1093,63.3,23.2,5.4,0.0,24605,1162,4.7,15400,32297,0,0,,2024-5yr
29203,40653,5582,32619,16,199,84,744,1409,13.7,80.2,0.5,0.2,40653,1370,3.4,5479,46054,0,0,,2024-5yr
29204,18159,8224,8286,4,517,0,300,828,45.3,45.6,2.8,0.0,18159,481,2.6,8153,50189,0,0,,2024-5yr
29205,22223,15605,3757,28,740,210,304,1579,70.2,16.9,3.3,0.9,22223,1544,6.9,15377,64231,0,0,,2024-5yr
29206,19759,14091,3498,10,486,0,497,1177,71.3,17.7,2.5,0.0,19759,1042,5.3,13746,91847,0,0,,2024-5yr
29207,8012,3537,1884,89,407,32,494,1569,44.1,23.5,5.1,0.4,8012,2000,25.0,3181,,0,0,,2024-5yr
29208,2445,1738,386,14,105,0,15,187,71.1,15.8,4.3,0.0,2445,127,5.2,1664,,0,0,,2024-5yr
29209,38041,14210,18868,60,591,0,1040,3272,37.4,49.6,1.6,0.0,38041,3021,7.9,13782,58772,0,0,,2024-5yr
29210,39962,14316,21945,123,738,0,835,2005,35.8,54.9,1.8,0.0,39962,1861,4.7,14021,50871,0,0,,2024-5yr
29212,27657,17467,7095,136,780,0,792,1387,63.2,25.7,2.8,0.0,27657,1340,4.8,17421,77142,0,0,,2024-5yr
29223,53074,14124,29688,177,2115,8,3076,3886,26.6,55.9,4.0,0.0,53074,6238,11.8,13236,62408,41563,7862,33701.0,2024-5yr
