ccn,facility_name,state,type_of_control,fy_begin,fy_end,beds,days_medicare,days_medicaid,days_total,bed_days_available,medicare_days_pct,medicaid_days_pct,private_other_pct,net_patient_revenue,net_income,total_costs,total_salaries,contract_labor,operating_margin_pct,occupancy_pct,contract_labor_pct,medicaid_heavy,financially_stressed
285156,GOOD SAMARITAN SOCIETY BLOOMFIELD,NE,1,2023-01-01,2023-12-31,58.0,1245.0,5148.0,9569.0,21170.0,13.0,53.8,33.2,3638245.0,273031.0,576784.0,1700324.0,100327.0,7.5,45.2,5.9,False,False
335070,BROOKLYN GARDENS NURSING & REHAB CTR,NY,2,2023-01-01,2023-12-31,240.0,4808.0,49363.0,82368.0,87600.0,5.8,59.9,34.2,28191461.0,-3778672.0,3395605.0,11220368.0,,-13.4,94.0,,False,True
335326,ELDERWOOD AT WILLIAMSVILLE,NY,5,2023-01-01,2023-12-31,200.0,4696.0,34122.0,57470.0,73000.0,8.2,59.4,32.5,22555024.0,-4017355.0,5331311.0,12277868.0,1873603.0,-17.81,78.7,15.3,False,True
335330,CORNING CENTER FOR REHAB & HEALTH,NY,4,2023-01-01,2023-12-31,120.0,4399.0,31076.0,42156.0,43800.0,10.4,73.7,15.8,16348773.0,1715642.0,2274086.0,5186336.0,1937382.0,10.49,96.2,37.4,True,False
335346,ELDERWOOD AT WAVERLY,NY,5,2023-01-01,2023-12-31,200.0,5457.0,45163.0,65477.0,73000.0,8.3,69.0,22.7,21004493.0,-4231345.0,4267447.0,12099125.0,794594.0,-20.14,89.7,6.6,True,True
335393,SUSQUEHANNA NURSING & REHAB,NY,4,2023-01-01,2023-12-31,160.0,4166.0,42128.0,53979.0,58400.0,7.7,78.0,14.2,17350663.0,742400.0,1925295.0,7006594.0,,4.28,92.4,,True,False
335406,WAYNE COUNTY NURSING & REHAB CENTER,NY,9,2023-01-01,2023-12-31,192.0,1864.0,34941.0,49870.0,70080.0,3.7,70.1,26.2,15502907.0,-6067953.0,1130514.0,8146756.0,907436.0,-39.14,71.2,11.1,True,True
335457,FIDDLERS GREEN MANOR,NY,5,2023-01-01,2023-12-31,82.0,1617.0,20773.0,26347.0,29930.0,6.1,78.8,15.0,7014474.0,-1339870.0,900208.0,4739039.0,,-19.1,88.0,,True,True
335532,AARON MANOR REHAB AND NURSING CTR,NY,5,2023-01-01,2023-12-31,140.0,3050.0,29354.0,46463.0,51100.0,6.6,63.2,30.3,16780684.0,336054.0,1768420.0,6606889.0,,2.0,90.9,,True,False
335606,QUEEN OF PEACE RESIDENCE,NY,1,2023-01-01,2023-12-31,53.0,1141.0,14294.0,16034.0,19345.0,7.1,89.1,3.7,4548987.0,-5218358.0,273923.0,4098731.0,,-114.71,82.9,,True,True
335794,UTICA OPERATONS ASSOCIATES LLC,NY,5,2023-01-01,2023-12-31,120.0,2895.0,32386.0,41970.0,43800.0,6.9,77.2,15.9,13759884.0,-1672488.0,1864727.0,5959825.0,2203713.0,-12.15,95.8,37.0,True,True
335833,JEFFERSON FERRY LIFECARE COMM,NY,2,2023-01-01,2023-12-31,60.0,5803.0,1798.0,17927.0,21900.0,32.4,10.0,57.6,36499002.0,-4172575.0,1244886.0,12985519.0,2597654.0,-11.43,81.9,20.0,False,True
365030,CONCORD CARE CENTER OF TOLEDO,OH,4,2023-01-01,2023-12-31,84.0,133.0,9888.0,29671.0,30660.0,0.4,33.3,66.2,7741353.0,524819.0,331828.0,3056395.0,1161480.0,6.78,96.8,38.0,False,False
365236,HOMESTEAD II HEALTHCARE GROUP  LLC,OH,4,2023-01-01,2023-12-31,46.0,562.0,7353.0,15251.0,16790.0,3.7,48.2,48.1,4614215.0,349128.0,400475.0,2154976.0,252934.0,7.57,90.8,11.7,False,False
365241,LONDON HEALTH & REHAB CENTER LLC,OH,4,2023-01-01,2023-12-31,78.0,493.0,6772.0,24037.0,28587.0,2.1,28.2,69.8,6462862.0,-647127.0,729954.0,3637066.0,418795.0,-10.01,84.1,11.5,False,True
365264,ONEILL HEALTHCARE BAY VILLAGE,OH,4,2023-01-01,2023-12-31,138.0,1990.0,3808.0,39256.0,50370.0,5.1,9.7,85.2,15501526.0,-215737.0,1168164.0,5992630.0,1190749.0,-1.39,77.9,19.9,False,False
365267,ONEILL HEALTHCARE LAKEWOOD,OH,6,2023-01-01,2023-12-31,114.0,2561.0,5719.0,34610.0,41610.0,7.4,16.5,76.1,14005243.0,-399357.0,1230867.0,6213114.0,459899.0,-2.85,83.2,7.4,False,False
365268,ALTERCARE OF WADSWORTH,OH,4,2023-01-01,2023-12-31,97.0,738.0,4077.0,26663.0,40459.0,2.8,15.3,81.9,7635828.0,-806911.0,844583.0,3272542.0,967323.0,-10.57,65.9,29.6,False,True
365350,MAPLE KNOLL VILLAGE,OH,2,2023-01-01,2023-12-31,90.0,1370.0,4919.0,30055.0,34986.0,4.6,16.4,79.1,9800821.0,-4831363.0,1546326.0,5268918.0,836554.0,-49.3,85.9,15.9,False,True
365460,GUARDIAN HEALTH CARE,OH,4,2023-01-01,2023-12-31,58.0,548.0,14398.0,18143.0,21515.0,3.0,79.4,17.6,5214008.0,-206547.0,565754.0,2635572.0,,-3.96,84.3,,True,False
365498,OTTAWA COUNTY RIVERVIEW NRSG HOME,OH,9,2023-01-01,2023-12-31,115.0,1844.0,7296.0,18699.0,41975.0,9.9,39.0,51.1,6300471.0,-3229974.0,1155013.0,3773118.0,,-51.27,44.5,,False,True
365575,ST. CATHERINES MANOR OF FOSTORIA,OH,4,2023-01-01,2023-12-31,59.0,1003.0,9163.0,13904.0,21773.0,7.2,65.9,26.9,3959501.0,-880286.0,721542.0,1908482.0,667233.0,-22.23,63.9,35.0,True,True
365579,CARROLL HEALTHCARE CENTER,OH,4,2023-01-01,2023-12-31,52.0,1141.0,10879.0,15020.0,18980.0,7.6,72.4,20.0,4094767.0,-744694.0,540930.0,2053775.0,,-18.19,79.1,,True,True
365625,ALTERCARE OF BUCYRUS,OH,4,2023-01-01,2023-12-31,80.0,1804.0,16613.0,25820.0,29200.0,7.0,64.3,28.7,7320425.0,178292.0,736546.0,3163095.0,155353.0,2.44,88.4,4.9,True,False
365628,SEM HAVEN HEALTH CARE CENTER,OH,1,2023-01-01,2023-12-31,95.0,2803.0,3831.0,30759.0,34675.0,9.1,12.5,78.4,13691957.0,-579177.0,858156.0,7835051.0,347158.0,-4.23,88.7,4.4,False,False
365670,INDIAN HILLS HEALTHCARE GROUP  INC.,OH,4,2023-01-01,2023-12-31,75.0,174.0,5637.0,22444.0,27375.0,0.8,25.1,74.1,6108840.0,-726274.0,559270.0,3254810.0,488547.0,-11.89,82.0,15.0,False,True
365702,ONEILL HEALTHCARE MIDDLEBURG HEIGHT,OH,4,2023-01-01,2023-12-31,82.0,2823.0,3294.0,25791.0,29930.0,10.9,12.8,76.3,8691097.0,-353276.0,1358949.0,3867112.0,219933.0,-4.06,86.2,5.7,False,False
365705,AVENTURA AT WALTON HILLS,OH,5,2023-01-01,2023-12-31,99.0,323.0,4202.0,23392.0,36135.0,1.4,18.0,80.7,5944395.0,-1342138.0,608439.0,3533213.0,282502.0,-22.58,64.7,8.0,False,True
365744,ROSELAWN MANOR,OH,4,2023-01-01,2023-12-31,49.0,1253.0,10707.0,14520.0,18004.0,8.6,73.7,17.6,6563028.0,879258.0,894057.0,2633673.0,561708.0,13.4,80.6,21.3,True,False
365814,CORTLAND HEALTHCARE GROUP  INC.,OH,4,2023-01-01,2023-12-31,68.0,1264.0,3288.0,17571.0,24820.0,7.2,18.7,74.1,5265797.0,-424870.0,651382.0,2703322.0,307157.0,-8.07,70.8,11.4,False,True
365825,HERITAGE NURSING & REHAB CENTER,OH,5,2023-01-01,2023-12-31,60.0,205.0,4677.0,17432.0,27330.0,1.2,26.8,72.0,8203331.0,851439.0,1078698.0,3384587.0,390490.0,10.38,63.8,11.5,False,False
365832,UNIVERSITY MANOR HEALTHCARE GRP INC,OH,4,2023-01-01,2023-12-31,149.0,280.0,18889.0,50451.0,54385.0,0.6,37.4,62.0,12468530.0,-1835835.0,665343.0,5973946.0,2362679.0,-14.72,92.8,39.5,False,True
365890,ALTERCARE COSHOCTON,OH,4,2023-01-01,2023-12-31,74.0,2334.0,14717.0,24873.0,27010.0,9.4,59.2,31.4,7226204.0,232924.0,813326.0,3044826.0,607589.0,3.22,92.1,20.0,False,False
365896,FOX RUN MANOR,OH,4,2023-01-01,2023-12-31,120.0,1343.0,18617.0,26337.0,43800.0,5.1,70.7,24.2,7496161.0,-1548929.0,1316912.0,3686560.0,1474915.0,-20.66,60.1,40.0,True,True
365995,COUNTRY LAWN NURSING HOME,OH,4,2023-01-01,2023-12-31,88.0,848.0,3106.0,28340.0,32120.0,3.0,11.0,86.0,7885430.0,326202.0,753181.0,3609901.0,343029.0,4.14,88.2,9.5,False,False
366036,GLENDORA HEALTH CARE CENTER,OH,6,2023-01-01,2023-12-31,49.0,119.0,2788.0,12071.0,17885.0,1.0,23.1,75.9,3221468.0,-1183159.0,305456.0,1785513.0,471981.0,-36.73,67.5,26.4,False,True
366040,HILLANDALE HEALTH CARE,OH,4,2023-01-01,2023-12-31,99.0,4074.0,4205.0,26362.0,36135.0,15.5,16.0,68.6,10125900.0,-870876.0,1462465.0,4350334.0,1150018.0,-8.6,73.0,26.4,False,True
366128,ALTERCARE CAMBRIDGE,OH,4,2023-01-01,2023-12-31,50.0,2314.0,9694.0,16422.0,18250.0,14.1,59.0,26.9,4865428.0,-12510.0,536638.0,2026444.0,393483.0,-0.26,90.0,19.4,False,False
366142,MILL RUN CARE CENTER,OH,4,2023-01-01,2023-12-31,66.0,2525.0,2131.0,20899.0,24090.0,12.1,10.2,77.7,7247623.0,-974405.0,1103889.0,3165887.0,1312434.0,-13.44,86.8,41.5,False,True
366159,BIRCHWOOD CARE CENTER,OH,4,2023-01-01,2023-12-31,75.0,440.0,5063.0,25860.0,27375.0,1.7,19.6,78.7,7626443.0,-301158.0,535070.0,3382781.0,706657.0,-3.95,94.5,20.9,False,False
366162,THE LUTHERAN HOME,OH,1,2023-01-01,2023-12-31,60.0,1150.0,7020.0,19566.0,24240.0,5.9,35.9,58.2,6028380.0,-1105552.0,649245.0,2148533.0,425791.0,-18.34,80.7,19.8,False,True
366185,HILLSPRING HEALTH CARE CENTER,OH,4,2023-01-01,2023-12-31,140.0,3900.0,6441.0,41963.0,51100.0,9.3,15.3,75.4,15139888.0,-94504.0,2005933.0,6334519.0,850698.0,-0.62,82.1,13.4,False,False
366192,LUTHERAN VILLAGE AT WOLF CREEK,OH,1,2023-01-01,2023-12-31,67.0,1401.0,12562.0,21120.0,24455.0,6.6,59.5,33.9,7082161.0,-322843.0,695588.0,2668929.0,429629.0,-4.56,86.4,16.1,False,False
366194,BENNINGTON GLEN NURSING & REHABILITA,OH,4,2023-01-01,2023-12-31,79.0,1938.0,12308.0,22175.0,28835.0,8.7,55.5,35.8,7741930.0,-457069.0,892830.0,3574791.0,934251.0,-5.9,76.9,26.1,False,True
366203,ORRVILLE POINTE,OH,4,2023-01-01,2023-12-31,47.0,261.0,4920.0,15514.0,17155.0,1.7,31.7,66.6,3961962.0,-166133.0,399087.0,2270591.0,,-4.19,90.4,,False,False
366269,WYANDOT COUNTY SKILLED NURSING,OH,9,2023-01-01,2023-12-31,82.0,2674.0,10681.0,25135.0,30890.0,10.6,42.5,46.9,7688890.0,91457.0,546840.0,4576159.0,373867.0,1.19,81.4,8.2,False,False
366271,JACKSON RIDGE REHABILITATION,OH,4,2023-01-01,2023-12-31,60.0,472.0,11328.0,16143.0,25260.0,2.9,70.2,26.9,4926016.0,-581222.0,369818.0,2346939.0,434038.0,-11.8,63.9,18.5,True,True
366272,ONEILL HEALTHCARE NORTH OLMSTED,OH,4,2023-01-01,2023-12-31,67.0,2660.0,2057.0,19389.0,24455.0,13.7,10.6,75.7,10976733.0,-1609496.0,989815.0,4522467.0,269123.0,-14.66,79.3,6.0,False,True
366281,WINDSOR HOUSE AT CHAMPION,OH,4,2023-01-01,2023-12-31,92.0,2535.0,15502.0,30633.0,33580.0,8.3,50.6,41.1,9552065.0,1023437.0,976695.0,3684800.0,,10.71,91.2,,False,False
366290,FAIRLAWN HAVEN,OH,2,2023-01-01,2023-12-31,99.0,2709.0,14534.0,30582.0,36135.0,8.9,47.5,43.6,10277569.0,-1567548.0,1334775.0,4182794.0,2744806.0,-15.25,84.6,65.6,False,True
366300,CANTON CHRISTIAN HOME,OH,1,2023-01-01,2023-12-31,57.0,579.0,3373.0,18170.0,22929.0,3.2,18.6,78.2,5243991.0,-2075171.0,642369.0,2521852.0,1976541.0,-39.57,79.2,78.4,False,True
366302,AVENTURA AT SHILOH SPRINGS,OH,5,2023-01-01,2023-12-31,84.0,246.0,3969.0,17925.0,30660.0,1.4,22.1,76.5,4615281.0,-2010028.0,448919.0,2656413.0,698222.0,-43.55,58.5,26.3,False,True
366313,SCIOTO POINTE,OH,4,2023-01-01,2023-12-31,99.0,48.0,13043.0,32276.0,36135.0,0.1,40.4,59.4,7954776.0,388736.0,561220.0,4027444.0,,4.89,89.3,,False,False
366340,HARDING POINTE,OH,4,2023-01-01,2023-12-31,50.0,185.0,13873.0,17495.0,18250.0,1.1,79.3,19.6,4831509.0,933940.0,188404.0,1836545.0,,19.33,95.9,,True,False
366358,OTTERBEIN NORTH SHORE,OH,1,2023-01-01,2023-12-31,20.0,2060.0,822.0,6597.0,7300.0,31.2,12.5,56.3,3184523.0,-586801.0,690891.0,1417752.0,536449.0,-18.43,90.4,37.8,False,True
366373,WESTLAKE VILLAGE,OH,4,2023-01-01,2023-12-31,60.0,6626.0,,17719.0,21900.0,37.4,,62.6,20143369.0,-4584677.0,1827315.0,9151527.0,,-22.76,80.9,,False,True
366417,FOUR SEASONS OF WASHINGTON  LLC,OH,5,2023-01-01,2023-12-31,60.0,290.0,12294.0,18529.0,23675.0,1.6,66.4,32.1,4286703.0,-7977317.0,299814.0,2480739.0,176515.0,-186.09,78.3,7.1,True,True
366428,ONEILL HEALTHCARE FAIRVIEW PARK,OH,4,2023-01-01,2023-12-31,118.0,3337.0,4714.0,36132.0,43070.0,9.2,13.0,77.7,11746078.0,1281798.0,1378760.0,4614976.0,113254.0,10.91,83.9,2.5,False,False
375117,OAK HILLS CARE CENTER LLC,OK,4,2023-01-01,2023-12-31,160.0,5079.0,36003.0,42322.0,58400.0,12.0,85.1,2.9,10011044.0,33419.0,376684.0,3392816.0,,0.33,72.5,,True,False
385275,SHERIDAN CARE CENTER LLC,OR,6,2023-01-01,2023-08-31,51.0,101.0,8138.0,8410.0,12393.0,1.2,96.8,2.0,4446396.0,170435.0,134909.0,1436934.0,841181.0,3.83,67.9,58.5,True,False
445322,WOOD VILLAGE,TN,2,2023-04-01,2024-03-31,89.0,3536.0,15365.0,24060.0,32574.0,14.7,63.9,21.4,8893978.0,71380.0,1266424.0,3663462.0,802857.0,0.8,73.9,21.9,True,False
465092,UINTAH HC SPECIAL SVC DISTRICT,UT,9,2023-01-01,2023-12-31,110.0,735.0,11050.0,14420.0,40150.0,5.1,76.6,18.3,4976497.0,-2118277.0,573308.0,3202565.0,175.0,-42.57,35.9,0.0,True,True
465176,STONEHENGE OF SOUTH JORDAN,UT,6,2023-01-01,2023-12-31,32.0,4474.0,,7561.0,11680.0,59.2,,40.8,4505848.0,-62442.0,1128825.0,2219999.0,,-1.39,64.7,,False,False
475018,RUTLAND CROSSINGS LLC,VT,4,2023-01-01,2023-12-31,125.0,7884.0,,41635.0,45625.0,18.9,,81.1,18372876.0,-1210810.0,1613272.0,6908088.0,4879509.0,-6.59,91.3,70.6,False,True
495102,CARLIN SPRINGS HEALTH & REHABILITATI,VA,4,2023-02-01,2024-01-31,161.0,2061.0,37116.0,45288.0,58765.0,4.6,82.0,13.5,18508513.0,1342613.0,1662063.0,7930810.0,61858.0,7.25,77.1,0.8,True,False
495283,ROSEDALE HEALTH & REHABILITATION,VA,4,2023-02-01,2024-01-31,128.0,1543.0,31208.0,36574.0,46720.0,4.2,85.3,10.5,11958544.0,-1296398.0,1267639.0,4303092.0,2428165.0,-10.84,78.3,56.4,True,True
495319,THE VIRGINIAN,VA,4,2023-01-01,2023-12-31,81.0,15151.0,1680.0,26912.0,29565.0,56.3,6.2,37.5,26757908.0,-15378877.0,2996660.0,14044469.0,2528933.0,-57.47,91.0,18.0,False,True
505280,RENTON HEALTH AND REHAB,WA,6,2023-09-01,2023-12-31,99.0,1364.0,7217.0,9808.0,12078.0,13.9,73.6,12.5,4118329.0,87439.0,417543.0,2173837.0,,2.12,81.2,,True,False
505347,AMERICAN LAKE HEALTHCARE  INC.,WA,4,2023-01-01,2023-12-31,80.0,4577.0,17123.0,25008.0,29200.0,18.3,68.5,13.2,12365732.0,1037883.0,1707130.0,6684951.0,507.0,8.39,85.6,0.0,True,False
515037,WEIRTON GERIATRIC CENTER,WV,2,2023-01-01,2023-12-31,137.0,452.0,37080.0,43220.0,50005.0,1.0,85.8,13.2,20152808.0,1943549.0,1134803.0,8414255.0,776954.0,9.64,86.4,9.2,True,False
525411,WILLOWDALE HEALTH SERVICES,WI,4,2023-01-01,2023-12-31,49.0,485.0,2380.0,9875.0,17885.0,4.9,24.1,71.0,3543164.0,232671.0,467687.0,1374558.0,180425.0,6.57,55.2,13.1,False,False
525412,BIRCH HILL HEALTH SERVICES,WI,4,2023-01-01,2023-12-31,55.0,932.0,4992.0,11852.0,20075.0,7.9,42.1,50.0,4077846.0,390935.0,372688.0,1655394.0,716594.0,9.59,59.0,43.3,False,False
525499,HAMMOND HEALTH SERVICES,WI,4,2023-01-01,2023-12-31,50.0,992.0,2266.0,10745.0,18250.0,9.2,21.1,69.7,3955423.0,318203.0,381199.0,1504687.0,156252.0,8.04,58.9,10.4,False,False
525511,SHEYBOGAN PROGRESSIVE HEALTH SERVICE,WI,4,2023-01-01,2023-12-31,100.0,881.0,8101.0,16580.0,36500.0,5.3,48.9,45.8,6138253.0,417393.0,682125.0,2033884.0,841286.0,6.8,45.4,41.4,False,False
555466,ASHBY CARE CENTER,CA,4,,,,,,,,,,,,,,,,,,,False,False
555914,WE CARE SKILLED NURSING FACILITY,CA,4,2023-01-01,2023-12-31,36.0,5698.0,207.0,8025.0,13140.0,71.0,2.6,26.4,6907161.0,2425571.0,1067557.0,2525159.0,14428.0,35.12,61.1,0.6,False,False
675105,COUNTRYVIEW NURSING & REHABILITATION,TX,4,2023-01-01,2023-12-31,115.0,694.0,7726.0,12664.0,41975.0,5.5,61.0,33.5,2584436.0,-978208.0,465945.0,1816470.0,,-37.85,30.2,,True,True
675892,GULF POINTE PLAZA,TX,11,2023-01-01,2023-08-31,120.0,1115.0,10767.0,17875.0,29160.0,6.2,60.2,33.5,4364627.0,38777.0,559396.0,1719789.0,310327.0,0.89,61.3,18.0,True,False
676478,HARBOR VALLEY HEALTH AND REHABILITAT,TX,11,2023-01-01,2023-12-31,153.0,902.0,24693.0,28551.0,55845.0,3.2,86.5,10.4,6164785.0,-1150311.0,809109.0,2875417.0,722094.0,-18.66,51.1,25.1,True,True
015201,GENERATIONS OF RED BAY  LLC,AL,4,2023-01-01,2023-12-31,90.0,697.0,,21539.0,32850.0,3.2,,96.8,6256009.0,-531060.0,1089644.0,2663927.0,748893.0,-8.49,65.6,28.1,False,True
035174,PARK WAVERLY HEALTHCARE  LLC,AZ,4,2023-01-01,2023-12-31,187.0,2902.0,30917.0,45461.0,68255.0,6.4,68.0,25.6,17627000.0,1768127.0,2926755.0,8427412.0,318782.0,10.03,66.6,3.8,True,False
035205,SUNCREST HEALTHCARE INC,AZ,3,,,,,,,,,,,,,,,,,,,False,False
045386,OZARK REHAB AND HEALTH,AR,6,2023-01-01,2023-12-31,135.0,807.0,22306.0,28499.0,49275.0,2.8,78.3,18.9,7160311.0,-441694.0,509456.0,3290131.0,395951.0,-6.17,57.8,12.0,True,True
055067,WEST ESCONDIDO HEALTHCARE  LLC,CA,4,2023-01-01,2023-12-31,74.0,1739.0,16390.0,24829.0,27010.0,7.0,66.0,27.0,10479637.0,566448.0,1841970.0,5541596.0,115571.0,5.41,91.9,2.1,True,False
055157,VIRGIL REHAB & SKILLED NURSING CTR,CA,4,2023-01-01,2023-12-31,124.0,1604.0,713.0,24095.0,45260.0,6.7,3.0,90.4,7144508.0,-2971865.0,596488.0,5860290.0,183369.0,-41.6,53.2,3.1,False,True
055756,ENSIGN CLOVERDALE  LLC,CA,4,2023-01-01,2023-12-31,70.0,4846.0,8867.0,15233.0,25550.0,31.8,58.2,10.0,9043593.0,960328.0,1500101.0,4529837.0,71637.0,10.62,59.6,1.6,False,False
056014,DOWNEY COMMUNITY CARE  LLC,CA,4,2023-01-01,2023-12-31,70.0,11343.0,9436.0,22603.0,25550.0,50.2,41.7,8.1,14149018.0,2170150.0,2965853.0,6314367.0,,15.34,88.5,,False,False
056215,ENSIGN WILLITS  LLC,CA,4,2023-01-01,2023-12-31,62.0,1919.0,8833.0,11568.0,22630.0,16.6,76.4,7.1,5071961.0,122785.0,654030.0,2771160.0,7068.0,2.42,51.1,0.3,True,False
056267,PINE FOREST HEALTHCARE  INC.,CA,4,2023-01-01,2023-12-31,99.0,2148.0,25700.0,31925.0,36135.0,6.7,80.5,12.8,12489529.0,480111.0,1500151.0,6113181.0,78181.0,3.84,88.3,1.3,True,False
056372,REDBROOK HEALTHCARE ASSOCIATES  LLC,CA,4,2023-01-01,2023-12-31,97.0,4712.0,15701.0,31611.0,35405.0,14.9,49.7,35.4,13235413.0,873277.0,2195062.0,6626485.0,227434.0,6.6,89.3,3.4,False,False
075195,PARKWAY PAVILION HEALTH & REHAB CTR,CT,5,2023-01-01,2023-12-31,130.0,3572.0,26687.0,40531.0,47450.0,8.8,65.8,25.3,14250208.0,25071.0,1715395.0,5121794.0,2142489.0,0.18,85.4,41.8,True,False
105178,HERITAGE HEALTHCARE AND REHAB CENTER,FL,6,2023-07-01,2024-03-30,97.0,827.0,6273.0,8831.0,26578.0,9.4,71.0,19.6,2292826.0,-3382961.0,577190.0,1692347.0,,-147.55,33.2,,True,True
105968,VI AT LAKESIDE VILLAGE,FL,4,2023-01-01,2023-12-31,60.0,7015.0,,17272.0,21900.0,40.6,,59.4,10073986.0,-8683826.0,1907010.0,6707732.0,838593.0,-86.2,78.9,12.5,False,True
106036,THE GROVE HEALTH & REHAB CENTER,FL,4,2023-03-01,2024-02-29,120.0,6468.0,27286.0,42316.0,43920.0,15.3,64.5,20.2,14805344.0,1101889.0,1870396.0,5816247.0,5909.0,7.44,96.3,0.1,True,False
115293,RESORTS AT POOLER INC,GA,4,2023-01-01,2023-12-31,100.0,4244.0,,27850.0,36500.0,15.2,,84.8,7701002.0,-1658801.0,514033.0,3827532.0,,-21.54,76.3,,False,True
115694,PARK SPRINGS HEALTH CENTER,GA,2,2023-01-01,2023-12-31,54.0,1216.0,,9292.0,19710.0,13.1,,86.9,10510922.0,-29397633.0,505196.0,13736248.0,444190.0,-279.69,47.1,3.2,False,True
145410,BREESE NURSING HOME,IL,4,2023-01-01,2023-12-31,38.0,2026.0,529.0,3912.0,13870.0,51.8,13.5,34.7,3502242.0,-69170.0,276329.0,2031423.0,63433.0,-1.98,28.2,3.1,False,False
145704,APOSTOLIC CHRISTIAN HOME OF ROANOKE,IL,1,2023-01-01,2023-12-31,31.0,710.0,,7826.0,11315.0,9.1,,90.9,4693737.0,-835661.0,296215.0,3075648.0,280490.0,-17.8,69.2,9.1,False,True
145843,MILLER HEALTHCARE CENTER,IL,2,2023-01-01,2023-12-31,150.0,7206.0,5957.0,27995.0,54750.0,25.7,21.3,53.0,11883183.0,-811590.0,2357883.0,6017474.0,1538409.0,-6.83,51.1,25.6,False,True
146145,THE MATHER,IL,2,2023-01-01,2023-12-31,37.0,877.0,,10308.0,13505.0,8.5,,91.5,24667721.0,-7717448.0,310235.0,8509327.0,703703.0,-31.29,76.3,8.3,False,True
155270,CORE OF DALE,IN,9,2023-01-01,2023-12-31,60.0,119.0,12624.0,14088.0,21900.0,0.8,89.6,9.5,3584332.0,-665455.0,288849.0,1979209.0,605596.0,-18.57,64.3,30.6,True,True
155701,CHRISTIAN CARE RETIREMENT COMMUNITY,IN,9,2023-01-01,2023-12-31,86.0,1698.0,8873.0,19955.0,31390.0,8.5,44.5,47.0,6899684.0,-1197509.0,532630.0,4789043.0,925366.0,-17.36,63.6,19.3,False,True
155715,LUTHERAN COMMUNITY HOME,IN,9,2023-01-01,2023-12-31,116.0,2013.0,17771.0,29207.0,42340.0,6.9,60.8,32.3,11081947.0,-469705.0,844633.0,6361516.0,648002.0,-4.24,69.0,10.2,True,False
155809,GREY STONE HEALTH & REHAB CENTER,IN,4,2023-01-01,2023-12-31,100.0,1325.0,23760.0,32079.0,36500.0,4.1,74.1,21.8,11545889.0,859332.0,895134.0,4688318.0,3704213.0,7.44,87.9,79.0,True,False
155827,SAGE BLUFF HEALTH & REHAB CENTER,IN,4,2023-01-01,2023-12-31,84.0,925.0,10749.0,17576.0,30660.0,5.3,61.2,33.6,6553187.0,-1116295.0,801693.0,3405452.0,2489216.0,-17.03,57.3,73.1,True,True
165283,FELLOWSHIP VILLAGE,IA,2,2023-01-01,2023-12-31,40.0,514.0,4091.0,11459.0,14600.0,4.5,35.7,59.8,3554356.0,-647300.0,128844.0,1929906.0,482157.0,-18.21,78.5,25.0,False,True
165472,SCENIC MANOR,IA,6,2023-01-01,2023-12-31,89.0,2171.0,9168.0,25592.0,32485.0,8.5,35.8,55.7,10559794.0,-128375.0,661271.0,5813518.0,486306.0,-1.22,78.8,8.4,False,False
165605,KENNYBROOK VILLAGE,IA,4,2023-01-01,2023-12-31,40.0,1250.0,2190.0,13578.0,14600.0,9.2,16.1,74.7,9048614.0,-210232.0,480335.0,4395025.0,350972.0,-2.32,93.0,8.0,False,False
165621,THE GARDENS OF CEDAR RAPIDS,IA,6,2023-01-01,2023-12-31,40.0,2462.0,,17513.0,14600.0,14.1,,85.9,8260066.0,420983.0,1085556.0,3417688.0,452597.0,5.1,120.0,13.2,False,False
165625,TERRACE GLEN VILLAGE,IA,4,2023-01-01,2023-12-31,40.0,931.0,1138.0,13829.0,14600.0,6.7,8.2,85.0,8720566.0,-248723.0,364842.0,3818983.0,318701.0,-2.85,94.7,8.3,False,False
165627,ACCURA HEALTHCARE OF MANNING,IA,6,2023-01-01,2023-11-10,46.0,236.0,3628.0,6567.0,14444.0,3.6,55.2,41.2,1952939.0,-789562.0,105236.0,859522.0,801990.0,-40.43,45.5,93.3,False,True
165790,CEDAR RIDGE VILLAGE,IA,4,2023-01-01,2023-12-31,40.0,1979.0,245.0,11440.0,14600.0,17.3,2.1,80.6,7436638.0,-2093388.0,534851.0,3605957.0,365261.0,-28.15,78.4,10.1,False,True
175154,LEXINGTON PARK NURSING AND POST ACUT,KS,5,2023-01-01,2023-12-31,80.0,5413.0,,24505.0,29200.0,22.1,,77.9,8444251.0,-375608.0,1464720.0,3827207.0,,-4.45,83.9,,False,False
175356,GOOD SAMARITAN SOCIETY - DECATUR CTY,KS,1,2023-01-01,2023-12-31,45.0,197.0,6243.0,11990.0,16425.0,1.6,52.1,46.3,3308851.0,-134063.0,95835.0,1843693.0,264098.0,-4.05,73.0,14.3,False,False
175359,GOOD SAMARITAN SOCIETY - WAMEGO,KS,1,2023-01-01,2023-12-31,45.0,398.0,7717.0,15556.0,16425.0,2.6,49.6,47.8,4513635.0,10024.0,130231.0,2353163.0,129212.0,0.22,94.7,5.5,False,False
175445,PIONEER RIDGE RETIRMENT COMMUNITY,KS,5,2023-01-01,2023-12-31,76.0,2525.0,,18334.0,27740.0,13.8,,86.2,5969583.0,352927.0,695238.0,2493770.0,,5.91,66.1,,False,False
