ccn,facility_name,state,type_of_control,fy_begin,fy_end,beds,days_medicare,days_medicaid,days_total,bed_days_available,medicare_days_pct,medicaid_days_pct,private_other_pct,net_patient_revenue,net_income,total_costs,total_salaries,contract_labor,operating_margin_pct,occupancy_pct,contract_labor_pct,medicaid_heavy,financially_stressed
265555,ELDON NURSING & REHAB,MO,4,2023-01-01,2023-12-31,90.0,854.0,14968.0,21694.0,32850.0,3.9,69.0,27.1,4228619.0,-14066.0,351983.0,1879474.0,327740.0,-0.33,66.0,17.4,True,False
265593,HARTVILLE CARE CENTER,MO,4,2023-01-01,2023-12-31,60.0,645.0,5414.0,10456.0,21900.0,6.2,51.8,42.1,2342240.0,-451440.0,184263.0,1258229.0,185253.0,-19.27,47.7,14.7,False,True
265606,SWEET SPRINGS VILLA,MO,4,2023-01-01,2023-12-31,120.0,45.0,22583.0,23076.0,43800.0,0.2,97.9,1.9,4120082.0,-1638288.0,86646.0,2615177.0,895485.0,-39.76,52.7,34.2,True,True
265608,GLENWOOD HEALTHCARE,MO,4,2023-01-01,2023-12-31,60.0,225.0,8129.0,14384.0,21900.0,1.6,56.5,41.9,2822176.0,-413374.0,138535.0,1469232.0,168341.0,-14.65,65.7,11.5,False,True
265611,SILEX COMMUNITY CARE,MO,4,2023-01-01,2023-12-31,60.0,252.0,15863.0,18542.0,21900.0,1.4,85.6,13.1,3406599.0,-624532.0,142960.0,1075743.0,1364748.0,-18.33,84.7,126.9,True,True
265620,HILLCREST CARE CENTER,MO,4,2023-01-01,2023-12-31,120.0,466.0,18638.0,28107.0,43800.0,1.7,66.3,32.0,5529972.0,-341755.0,234774.0,2650559.0,273272.0,-6.18,64.2,10.3,True,True
265656,STRAFFORD CARE CENTER,MO,4,2023-01-01,2023-12-31,78.0,384.0,16817.0,25618.0,28470.0,1.5,65.6,32.9,5060890.0,-242089.0,399709.0,2438625.0,453569.0,-4.78,90.0,18.6,True,False
265681,POTOSI MANOR,MO,4,2023-01-01,2023-12-31,90.0,984.0,14330.0,20086.0,32850.0,4.9,71.3,23.8,4073924.0,-213865.0,230466.0,1493582.0,670825.0,-5.25,61.1,44.9,True,True
275021,VALLE VISTA MANOR,MT,4,2023-01-01,2023-06-30,101.0,203.0,4909.0,7792.0,18281.0,2.6,63.0,34.4,2070394.0,-224743.0,97442.0,953304.0,29883.0,-10.86,42.6,3.1,True,True
275025,HERITAGE PLACE,MT,4,2023-01-01,2023-06-30,140.0,408.0,9963.0,12272.0,25340.0,3.3,81.2,15.5,3045344.0,-467842.0,208257.0,1270542.0,478513.0,-15.36,48.4,37.7,True,True
305072,JAFFREY REHAB & NURSING CENTER,NH,5,2023-01-01,2023-12-31,83.0,2572.0,15068.0,22942.0,30295.0,11.2,65.7,23.1,8313976.0,-111051.0,709954.0,3482317.0,1144114.0,-1.34,75.7,32.9,True,False
305074,HOLY CROSS HEALTH CENTER  INC.,NH,1,2023-01-01,2023-12-31,24.0,670.0,7192.0,8279.0,8760.0,8.1,86.9,5.0,2310900.0,-1462478.0,250117.0,2208703.0,303585.0,-63.29,94.5,13.7,True,True
305095,DERRY REHAB & NURSING CENTER,NH,5,2023-01-01,2023-12-31,62.0,1547.0,12079.0,17066.0,22630.0,9.1,70.8,20.2,6074728.0,-417734.0,472394.0,2365860.0,1310584.0,-6.88,75.4,55.4,True,True
315019,THE DWELLING PLACE (SNF),NJ,4,2023-01-01,2023-12-31,28.0,475.0,7606.0,8840.0,10220.0,5.4,86.0,8.6,7196121.0,-3641125.0,2904416.0,3597579.0,,-50.6,86.5,,True,True
315136,COMPLETE CARE AT SHREWSBURY,NJ,2,2023-03-16,2023-12-31,140.0,8429.0,11483.0,26502.0,40740.0,31.8,43.3,24.9,12687247.0,-1689501.0,1878812.0,4386192.0,2679032.0,-13.32,65.1,61.1,False,True
315342,COMPLETE CARE AT BRICK,NJ,2,2023-03-16,2023-12-31,137.0,7217.0,11258.0,24894.0,39867.0,29.0,45.2,25.8,11261034.0,-2819149.0,1767339.0,4202535.0,3284505.0,-25.03,62.4,78.2,False,True
315501,COMPLETE CARE AT WALL,NJ,2,2023-03-16,2023-12-31,130.0,9826.0,427.0,16990.0,37830.0,57.8,2.5,39.7,10125986.0,-5228366.0,2641017.0,5076049.0,2922006.0,-51.63,44.9,57.6,False,True
325068,BELEN MEADOWS HC & REHAB CENTER,NM,6,2023-01-01,2023-12-31,120.0,715.0,33100.0,38851.0,43800.0,1.8,85.2,13.0,14560534.0,1689225.0,1253579.0,5045924.0,920378.0,11.6,88.7,18.2,True,False
325076,ST. ANTHONY HEALTHCARE,NM,6,2023-01-01,2023-12-31,70.0,1058.0,16381.0,18870.0,25550.0,5.6,86.8,7.6,7226305.0,959235.0,549349.0,2457753.0,254645.0,13.27,73.9,10.4,True,False
325125,BEAR CONYON REHABILITATION CENTER,NM,6,2023-01-01,2023-12-31,178.0,2569.0,34332.0,49710.0,64970.0,5.2,69.1,25.8,19491326.0,-799853.0,1814014.0,6801802.0,2461034.0,-4.1,76.5,36.2,True,False
335168,OCEANVIEW NURSING HOME,NY,5,2023-01-01,2023-12-31,102.0,8854.0,22096.0,35999.0,37230.0,24.6,61.4,14.0,14935153.0,-166377.0,1181728.0,6141210.0,1532932.0,-1.11,96.7,25.0,True,False
335184,VAN DUYN NH,NY,5,2023-01-01,2023-12-31,513.0,4604.0,96387.0,134701.0,187245.0,3.4,71.6,25.0,40780399.0,-10630439.0,4256083.0,18797059.0,7140320.0,-26.07,71.9,38.0,True,True
335216,AVON NURSING HOME  LLC,NY,6,,,,,,,,,,,,,,,,,,,False,False
335218,CORTLAND CARE CENTER,NY,5,2023-01-01,2023-12-31,120.0,2920.0,29153.0,37812.0,43800.0,7.7,77.1,15.2,10626620.0,-1259251.0,1096819.0,3541002.0,2946980.0,-11.85,86.3,83.2,True,True
335286,CARILLON NURSING & REHAB CENTER,NY,5,2023-01-01,2023-12-31,315.0,21555.0,52053.0,88533.0,114975.0,24.3,58.8,16.9,42836491.0,432419.0,4649064.0,15142863.0,,1.01,77.0,,False,False
335317,PARK TERRACE CARE CENTER,NY,4,2023-01-01,2023-12-31,200.0,1853.0,44141.0,70604.0,73000.0,2.6,62.5,34.9,31952594.0,-2228750.0,4328112.0,11677311.0,5077874.0,-6.98,96.7,43.5,True,True
335394,WESLEY HEALTH CARE CENTER INC.,NY,2,2023-01-01,2023-12-31,342.0,4937.0,62457.0,87527.0,124830.0,5.6,71.4,23.0,30909643.0,-8746491.0,2648491.0,15771980.0,4494332.0,-28.3,70.1,28.5,True,True
335437,WATERFRONT HEALTH CARE CENTER INC,NY,5,2023-01-01,2023-12-31,160.0,2639.0,30426.0,53208.0,58400.0,5.0,57.2,37.9,17061959.0,-2933119.0,2426923.0,5234412.0,4688921.0,-17.19,91.1,89.6,False,True
335455,CARMEL RICHMOND NURSING HOME,NY,2,2023-01-01,2023-12-31,300.0,17826.0,70676.0,108107.0,109500.0,16.5,65.4,18.1,47512277.0,-1904211.0,4365390.0,20540375.0,2523187.0,-4.01,98.7,12.3,True,False
335533,ABSOLUT CTR AT GASPORT LLC,NY,4,2023-01-01,2023-12-31,83.0,1805.0,16925.0,27831.0,30295.0,6.5,60.8,32.7,9092406.0,114352.0,1106695.0,3865425.0,898378.0,1.26,91.9,23.2,True,False
335645,BETHANY NURSING HOME & HRF,NY,2,2023-01-01,2023-12-31,120.0,3137.0,21381.0,32689.0,43800.0,9.6,65.4,25.0,10033870.0,-439170.0,1416761.0,4983608.0,,-4.38,74.6,,True,False
335652,ABSOLUT CTR AT THREE RIVERS LLC,NY,4,2023-01-01,2023-12-31,120.0,2441.0,27031.0,38936.0,43800.0,6.3,69.4,24.3,12582455.0,-181349.0,1274922.0,5641819.0,428130.0,-1.44,88.9,7.6,True,False
335657,CAMPBELL HALL HEALTH CARE CENTER,NY,4,2023-01-01,2023-12-31,134.0,6263.0,32571.0,41293.0,48910.0,15.2,78.9,6.0,13073196.0,282666.0,983833.0,4484161.0,,2.16,84.4,,True,False
335724,SILVERCREST EXTENDED CARE FACILITY,NY,2,2023-01-01,2023-12-31,320.0,7908.0,82097.0,109206.0,116800.0,7.2,75.2,17.6,60312901.0,-8555795.0,11113689.0,30200948.0,2876819.0,-14.19,93.5,9.5,True,True
335762,ST. MARYS CENTER  INC.,NY,4,,,,,,,,,,,,,,,,,,,False,False
335763,ST. VINCENT DEPAUL RESIDENCE,NY,2,2023-01-01,2023-12-31,120.0,1806.0,25962.0,42761.0,43800.0,4.2,60.7,35.1,16428584.0,-5635489.0,1476782.0,6777662.0,3897823.0,-34.3,97.6,57.5,True,True
335790,ELDERWOOD AT WHEATFIELD,NY,5,2023-01-01,2023-12-31,123.0,3133.0,21457.0,40383.0,44895.0,7.8,53.1,39.1,15095907.0,-1224177.0,2898186.0,7761363.0,522082.0,-8.11,89.9,6.7,False,True
335837,MARIA REGINA RESIDENCE,NY,2,2023-01-01,2023-12-31,188.0,9316.0,33567.0,49687.0,68620.0,18.7,67.6,13.7,20658501.0,-3004118.0,1676701.0,11428242.0,,-14.54,72.4,,True,True
345326,WILLOWBROOKE COURT AT MATTHEWS GLEN,NC,2,2023-01-01,2023-12-31,15.0,1046.0,,3003.0,5475.0,34.8,,65.2,43905171.0,8098109.0,2200159.0,14317349.0,320352.0,18.44,54.8,2.2,False,False
345356,RICH SQUIARE OPERATIONS LLC,NC,5,2023-01-01,2023-12-31,69.0,2890.0,14130.0,19736.0,25185.0,14.6,71.6,13.8,7057542.0,245636.0,959711.0,2053047.0,,3.48,78.4,,True,False
345459,WILLOWBROOKE COURT AT TRYON ESTATES,NC,2,2023-01-01,2023-12-31,16.0,559.0,,10725.0,15668.0,5.2,,94.8,22122019.0,3866231.0,956800.0,7076817.0,10561.0,17.48,68.5,0.1,False,False
365493,BETHANY LUTHERAN VILLAGE,OH,1,2023-01-01,2023-12-31,252.0,6414.0,16285.0,87692.0,91980.0,7.3,18.6,74.1,33387405.0,386395.0,3763328.0,15494258.0,1783708.0,1.16,95.3,11.5,False,False
365520,PHOENIX MAPLE HEIGHTS OPER CO,OH,5,2023-01-01,2023-12-31,99.0,526.0,27913.0,31961.0,36135.0,1.6,87.3,11.0,9034553.0,891042.0,682308.0,3959258.0,489726.0,9.86,88.4,12.4,True,False
365533,JOSHUA TREE CARE CENTER,OH,4,2023-01-01,2023-12-31,36.0,118.0,6580.0,11659.0,13680.0,1.0,56.4,42.6,3388577.0,-420325.0,364578.0,2054988.0,,-12.4,85.2,,False,True
365591,SHADY LAWN NURSING HOME,OH,4,2023-01-01,2023-12-31,98.0,326.0,15657.0,21868.0,35770.0,1.5,71.6,26.9,5872221.0,-3772480.0,659066.0,3373264.0,422415.0,-64.24,61.1,12.5,True,True
365616,LEGACY KETTERING,OH,5,2023-05-01,2023-12-31,115.0,1038.0,5436.0,21776.0,28175.0,4.8,25.0,70.3,5873925.0,-862549.0,787743.0,3272539.0,442593.0,-14.68,77.3,13.5,False,True
365707,PHOENIX FAIRLAWN OPER CO,OH,5,2023-01-01,2023-12-31,80.0,537.0,17087.0,21231.0,29438.0,2.5,80.5,17.0,6528286.0,-219136.0,685406.0,3109068.0,619073.0,-3.36,72.1,19.9,True,False
365956,KENDAL AT OBERLIN,OH,2,,,,,,,,,,,,,,,,,,,False,False
366031,MILL MANOR NURSING HOME,OH,4,2023-01-01,2023-12-31,33.0,316.0,5102.0,10796.0,12045.0,2.9,47.3,49.8,2992343.0,33879.0,264085.0,1612740.0,,1.13,89.6,,False,False
366072,ERIE COUNTY CARE FACILITY,OH,9,2023-01-01,2023-12-31,116.0,1272.0,27720.0,36646.0,42340.0,3.5,75.6,20.9,10312004.0,-1084806.0,856854.0,5017978.0,1643756.0,-10.52,86.6,32.8,True,True
366183,SEASONS HEALTHCARE GROUP,OH,5,,,,,,,,,,,,,,,,,,,False,False
366222,FALLS VILLAGE RETIREMENT COMMUNITY,OH,5,2023-01-01,2023-12-31,108.0,1254.0,16218.0,26587.0,39156.0,4.7,61.0,34.3,8706933.0,-3167407.0,1960930.0,4714155.0,633522.0,-36.38,67.9,13.4,True,True
366230,COUNTRY POINTE,OH,4,,,,,,,,,,,,,,,,,,,False,False
366275,NORTHFIELD VILLAGE RETIREMENT,OH,5,2023-01-01,2023-12-31,70.0,1329.0,8480.0,16868.0,25823.0,7.9,50.3,41.8,5584577.0,-1440480.0,1052370.0,2873172.0,443724.0,-25.79,65.3,15.4,False,True
366447,CONCORD VILLAGE SKILLED NRSG,OH,5,2023-01-01,2023-12-31,72.0,5688.0,3874.0,18367.0,26280.0,31.0,21.1,47.9,7729040.0,-579941.0,1907537.0,3549600.0,835108.0,-7.5,69.9,23.5,False,True
375577,SENIOR VILLAGE OPERATIONS LLC,OK,6,2023-01-01,2023-12-31,50.0,613.0,12126.0,14392.0,18250.0,4.3,84.3,11.5,3655606.0,-42951.0,179746.0,1793690.0,,-1.17,78.9,,True,False
395066,JEFFERSON HILLS HEALTHCARE & REHAB,PA,5,2023-01-01,2023-12-31,83.0,1010.0,18000.0,22308.0,30295.0,4.5,80.7,14.8,7115504.0,-1054509.0,960644.0,5216806.0,219050.0,-14.82,73.6,4.2,True,True
395490,WILLOWBROOKE COURT AT SOUTHAMPTON ES,PA,2,2023-01-01,2023-12-31,29.0,1607.0,,12817.0,16975.0,12.5,,87.5,23314091.0,1220445.0,1188959.0,10120134.0,18756.0,5.23,75.5,0.2,False,False
395492,WILLOWBROOKE COURT AT LIMA ESTATES,PA,2,2023-01-01,2023-12-31,8.0,575.0,,11155.0,17116.0,5.2,,94.8,16468058.0,1196781.0,1086492.0,7092230.0,328169.0,7.27,65.2,4.6,False,False
395496,WILLOWBROOKE COURT AT FORT WASHINGTO,PA,2,2023-01-01,2023-12-31,9.0,560.0,,4946.0,6075.0,11.3,,88.7,7665340.0,-3892612.0,766180.0,5863199.0,196403.0,-50.78,81.4,3.3,False,True
395563,MORRISONS COVE HOME,PA,1,2023-01-01,2023-12-31,124.0,616.0,20654.0,29448.0,45260.0,2.1,70.1,27.8,9526110.0,-4794700.0,1003740.0,6544149.0,1539545.0,-50.33,65.1,23.5,True,True
395618,MULBERRY HEALTHCARE & REHAB CENTER,PA,5,2023-01-01,2023-12-31,75.0,829.0,13107.0,16763.0,27375.0,4.9,78.2,16.9,4937385.0,49372.0,705075.0,2645249.0,290665.0,1.0,61.2,11.0,True,False
395652,RIDGEVIEW HEALTHCARE AND REHAB CENTE,PA,5,2023-01-01,2023-12-31,131.0,1688.0,23876.0,29170.0,47815.0,5.8,81.9,12.4,8391896.0,-13761.0,610320.0,4754329.0,387270.0,-0.16,61.0,8.1,True,False
395665,WILLOWBROOKE COURT AT NORMANDY FARMS,PA,2,2023-01-01,2023-12-31,10.0,1021.0,,8606.0,9320.0,11.9,,88.1,30038952.0,5475640.0,1169997.0,11022336.0,244825.0,18.23,92.3,2.2,False,False
395771,LAKESIDE AT WILLOW VALLEY,PA,2,2023-01-01,2023-12-31,80.0,1159.0,,26539.0,29200.0,4.4,,95.6,63585806.0,-81640404.0,1006672.0,53436197.0,520574.0,-128.39,90.9,1.0,False,True
396035,SCOTTDALE HEALTHCARE & REHAB CENTER,PA,5,2023-01-01,2023-12-31,35.0,949.0,6291.0,10433.0,12775.0,9.1,60.3,30.6,3957603.0,-597337.0,781373.0,2905107.0,62506.0,-15.09,81.7,2.2,True,True
415004,ROYAL OF WESTERLY NURSING CENTER,RI,5,2023-01-01,2023-12-31,66.0,2779.0,8814.0,22084.0,24090.0,12.6,39.9,47.5,7676172.0,347956.0,842114.0,3674892.0,440143.0,4.53,91.7,12.0,False,False
415040,ROYAL MIDDLETOWN NURSING CENTER,RI,4,2023-01-01,2023-12-31,50.0,1242.0,6195.0,12136.0,18250.0,10.2,51.0,38.7,3842686.0,-1160369.0,455744.0,1921527.0,397606.0,-30.2,66.5,20.7,False,True
415054,SOUTH KINGSTOWN NURSING & REHAB. CTR,RI,4,2023-01-01,2023-12-31,112.0,2075.0,18428.0,34082.0,37216.0,6.1,54.1,39.8,11324986.0,-528532.0,1149535.0,5967108.0,656506.0,-4.67,91.6,11.0,False,False
415083,EASTGATE NURSING & REHAB CENTER,RI,6,2023-01-01,2023-12-31,68.0,1620.0,14889.0,21673.0,24820.0,7.5,68.7,23.8,7560936.0,-430784.0,1124000.0,3801507.0,587577.0,-5.7,87.3,15.5,True,True
415097,MANSION  INC.,RI,4,2023-01-01,2023-12-31,32.0,122.0,4199.0,9941.0,11680.0,1.2,42.2,56.5,4610505.0,-79649.0,206553.0,2487003.0,462472.0,-1.73,85.1,18.6,False,False
415098,HARRIS HEALTH CENTER,RI,6,,,,,,,,,,,,,,,,,,,False,False
455838,ROBSTOWN NURSING & REHAB. CENTER,TX,6,2023-03-01,2023-12-31,94.0,527.0,20715.0,21906.0,34404.0,2.4,94.6,3.0,4770611.0,-91674.0,566840.0,2310107.0,296154.0,-1.92,63.7,12.8,True,False
455881,DFW NURSING AND REHAB,TX,6,2023-01-01,2023-12-31,98.0,1469.0,1555.0,24454.0,35770.0,6.0,6.4,87.6,5569703.0,-667699.0,788063.0,2737124.0,,-11.99,68.4,,False,True
495099,FAIRFAX REHABILITATION AND NURSING C,VA,4,2023-02-01,2024-01-31,200.0,10984.0,43502.0,67218.0,73000.0,16.3,64.7,18.9,31206622.0,824579.0,4426040.0,10599524.0,3737210.0,2.64,92.1,35.3,True,False
495230,OAKHURST HEALTH AND REHABILITATION,VA,4,2023-02-01,2024-01-31,60.0,775.0,17357.0,19472.0,21900.0,4.0,89.1,6.9,6216089.0,4111.0,572846.0,2102265.0,856829.0,0.07,88.9,40.8,True,False
515052,MERCER HEALTHCARE CENTER,WV,4,2023-04-14,2023-12-31,123.0,1299.0,17572.0,21118.0,32226.0,6.2,83.2,10.6,9263629.0,-482561.0,1332691.0,3123477.0,632837.0,-5.21,65.5,20.3,True,True
525069,MAPLEWOOD CENTER,WI,1,2023-01-01,2023-12-31,150.0,1672.0,27056.0,39270.0,54750.0,4.3,68.9,26.8,15123163.0,-3363801.0,3995120.0,10103265.0,2139644.0,-22.24,71.7,21.2,True,True
525316,MANAWA COMMUNITY NURSING CENTER,WI,4,,,,,,,,,,,,,,,,,,,False,False
525595,ST. FRANCIS HOME,WI,2,2023-01-01,2023-12-31,107.0,1430.0,12355.0,25288.0,39055.0,5.7,48.9,45.5,13667216.0,-2373032.0,654132.0,6768665.0,1876192.0,-17.36,64.7,27.7,False,True
525671,SCHMITT WOODLAND HILLS,WI,2,2023-01-01,2023-12-31,50.0,1318.0,2854.0,13053.0,18250.0,10.1,21.9,68.0,5090197.0,-2715070.0,464079.0,3823408.0,723638.0,-53.34,71.5,18.9,False,True
525711,FPG & LCD LLC,WI,4,2023-01-01,2023-12-31,25.0,2025.0,,6375.0,9125.0,31.8,,68.2,3405617.0,-125381.0,1032010.0,2004417.0,,-3.68,69.9,,False,False
525712,CUMBERLAND CARE AND REHAB  INC,WI,6,2023-01-01,2023-12-31,50.0,1360.0,7215.0,14544.0,18250.0,9.4,49.6,41.0,5005378.0,184149.0,374418.0,2271650.0,734555.0,3.68,79.7,32.3,False,False
525730,IGNITE MEDICAL RESORT OAK CREEK,WI,6,2023-01-01,2023-12-31,144.0,3798.0,27686.0,34627.0,52560.0,11.0,80.0,9.1,14523768.0,-3322336.0,1725959.0,5368018.0,790366.0,-22.88,65.9,14.7,True,True
555098,ESKATON CARE CENTER GREENHAVEN,CA,2,2023-01-01,2023-09-28,72.0,1154.0,5781.0,12836.0,19512.0,9.0,45.0,46.0,12138005.0,-4709596.0,2473787.0,8595758.0,814734.0,-38.8,65.8,9.5,False,True
555397,COUNTRY VILLA NURSING & REHAB CENTER,CA,4,2023-01-01,2023-10-10,180.0,2016.0,30639.0,42780.0,50940.0,4.7,71.6,23.7,20488154.0,-633167.0,3495842.0,9776506.0,1165250.0,-3.09,84.0,11.9,True,False
555524,THE FORUM AT RANCHO SAN ANTONIO,CA,4,2023-01-01,2023-12-31,48.0,1835.0,,9498.0,17520.0,19.3,,80.7,16063461.0,-3550763.0,817821.0,9492323.0,527513.0,-22.1,54.2,5.6,False,True
675117,RUNNINGWATER DRAW CARE CENTER,TX,2,,,,,,,,,,,,,,,,,,,False,False
675171,RJ MERIDIAN CARE OF SAN ANTONIO,TX,4,2023-01-01,2023-12-31,120.0,2031.0,23319.0,26911.0,43800.0,7.5,86.7,5.8,8099956.0,-2317001.0,2251647.0,5271800.0,797157.0,-28.61,61.4,15.1,True,True
675687,HOLIDAY HILL  INC.,TX,2,2023-01-01,2023-12-31,108.0,1660.0,12623.0,20893.0,39420.0,7.9,60.4,31.6,3958125.0,2353792.0,371162.0,2256961.0,328714.0,59.47,53.0,14.6,True,False
675797,WESTON INN NURSING AND REHABILITATIO,TX,11,2023-01-01,2023-12-31,120.0,2059.0,15837.0,26733.0,43800.0,7.7,59.2,33.1,7823240.0,-574398.0,1217561.0,2680580.0,1617786.0,-7.34,61.0,60.4,False,True
675866,STEPHENVILLE NURSING & REHABILITATIO,TX,4,2023-01-01,2023-12-31,46.0,1761.0,5070.0,12310.0,16790.0,14.3,41.2,44.5,3090239.0,186778.0,438926.0,1742943.0,36675.0,6.04,73.3,2.1,False,False
676090,WESLEY COURT HEALTH CENTER,TX,2,2023-01-01,2023-12-31,30.0,3972.0,,9746.0,10950.0,40.8,,59.2,11774912.0,-6131653.0,947379.0,4104948.0,544116.0,-52.07,89.0,13.3,False,True
676228,KENDALL HOUSE WELLNESS & REHAB,TX,2,2023-01-01,2023-12-31,40.0,3531.0,1174.0,12216.0,14600.0,28.9,9.6,61.5,4837372.0,-1639801.0,1078772.0,3218177.0,138827.0,-33.9,83.7,4.3,False,True
676309,BAYWOOD CROSSING REHABILITATION & HE,TX,4,2023-01-01,2023-12-31,124.0,4744.0,25862.0,35356.0,45260.0,13.4,73.1,13.4,10287850.0,1738902.0,543819.0,4394975.0,,16.9,78.1,,True,False
676364,MORADA TEMPLE,TX,4,2023-01-01,2023-12-31,60.0,1630.0,1459.0,11805.0,21900.0,13.8,12.4,73.8,4167406.0,-8430329.0,846055.0,3973000.0,743281.0,-202.29,53.9,18.7,False,True
676400,THE CROSSINGS,TX,1,2023-01-01,2023-12-31,48.0,3549.0,1654.0,15435.0,17520.0,23.0,10.7,66.3,6171822.0,-12812921.0,1431936.0,5403695.0,1994313.0,-207.6,88.1,36.9,False,True
745007,VERNON REHABILITATION AND NURSING,TX,4,2023-01-01,2023-12-31,106.0,1123.0,6490.0,9940.0,38690.0,11.3,65.3,23.4,2004637.0,-628280.0,253025.0,1470535.0,,-31.34,25.7,,True,True
045239,DREW SNF,AR,6,2023-01-01,2023-12-31,80.0,3914.0,15162.0,22872.0,29200.0,17.1,66.3,16.6,7846952.0,857525.0,1041149.0,2915308.0,653835.0,10.93,78.3,22.4,True,False
045366,HERITAGE SQUARE NURSING CENTER,AR,4,2023-01-01,2023-12-31,86.0,643.0,19496.0,22798.0,31390.0,2.8,85.5,11.7,6751799.0,-157828.0,380328.0,2927661.0,205370.0,-2.34,72.6,7.0,True,False
056488,SUNNYSIDE NURSING CENTER,CA,2,2023-01-01,2023-12-31,299.0,1193.0,46770.0,68044.0,109135.0,1.8,68.7,29.5,27804847.0,-3643499.0,3808788.0,15220386.0,3617668.0,-13.1,62.3,23.8,True,True
075213,SENIOR PHILANTHROPY OF MILFORD B LLC,CT,4,2023-01-01,2023-12-31,120.0,1365.0,29401.0,35708.0,43800.0,3.8,82.3,13.8,11323859.0,-716051.0,992455.0,4430423.0,2251443.0,-6.32,81.5,50.8,True,True
085009,MANOR HOUSE,DE,2,2023-01-01,2023-12-31,15.0,811.0,1092.0,6113.0,9525.0,13.3,17.9,68.9,13996572.0,-461709.0,1004396.0,7533834.0,288591.0,-3.3,64.2,3.8,False,False
085060,FOULK LIVING,DE,4,2023-01-01,2023-12-31,46.0,1188.0,3674.0,15703.0,16790.0,7.6,23.4,69.0,8145833.0,-4119514.0,446511.0,6208742.0,226672.0,-50.57,93.5,3.7,False,True
095015,SERENITY REHAB & HEALTH,DC,4,2023-01-01,2023-12-31,183.0,4918.0,54131.0,60587.0,66795.0,8.1,89.3,2.5,28428752.0,3310634.0,1494715.0,8931393.0,3493359.0,11.65,90.7,39.1,True,False
105444,WILLOWBROOKE COURT AT AZALEA TRACE,FL,2,2023-01-01,2023-12-31,24.0,1362.0,113.0,13265.0,13980.0,10.3,0.9,88.9,26493224.0,4448330.0,1490709.0,9898001.0,193742.0,16.79,94.9,2.0,False,False
105828,WATERS EDGE HEALTH AND REHAB,FL,4,2023-01-01,2023-12-31,36.0,2840.0,1798.0,10880.0,13140.0,26.1,16.5,57.4,5431525.0,-18695219.0,1334056.0,7935632.0,934118.0,-344.2,82.8,11.8,False,True
145689,THE PEARL OF ELK GROVE,IL,6,2023-02-01,2023-12-31,190.0,5068.0,33727.0,47344.0,63460.0,10.7,71.2,18.1,15794633.0,-1019343.0,2041610.0,5569845.0,2083247.0,-6.45,74.6,37.4,True,True
145933,APOSTOLIC CHRISTIAN SKYLINES,IL,1,2023-01-01,2023-12-31,62.0,1752.0,2877.0,21480.0,22630.0,8.2,13.4,78.4,9326599.0,-1834436.0,697120.0,5679877.0,175979.0,-19.67,94.9,3.1,False,True
146136,RADFORD GREEN,IL,5,2023-01-01,2023-12-31,84.0,9683.0,1237.0,26549.0,30660.0,36.5,4.7,58.9,34216619.0,-16461805.0,2570820.0,18307784.0,81110.0,-48.11,86.6,0.4,False,True
155835,SYMPHONY OF CROWN POINT LLC,IN,6,2023-01-01,2023-10-31,68.0,8876.0,1096.0,17472.0,20672.0,50.8,6.3,42.9,9896928.0,-456711.0,2176723.0,4129837.0,1190592.0,-4.61,84.5,28.8,False,False
155840,SYMPHONY OF DYER LLC,IN,6,2023-01-01,2023-10-31,100.0,8185.0,1767.0,23943.0,30400.0,34.2,7.4,58.4,11152428.0,-1390220.0,2120572.0,5465930.0,917358.0,-12.47,78.8,16.8,False,True
185290,REGENCY CENTER,KY,4,2023-01-01,2023-10-19,110.0,1955.0,25000.0,29152.0,32120.0,6.7,85.8,7.5,8407080.0,-1446972.0,1102775.0,4171785.0,1546430.0,-17.21,90.8,37.1,True,True
215130,FAIRHAVEN  INC.,MD,2,2023-01-01,2023-12-31,69.0,1676.0,3005.0,15097.0,26085.0,11.1,19.9,69.0,25135669.0,2998105.0,1756236.0,9629191.0,716.0,11.93,57.9,0.0,False,False
215137,BAYLEIGH CHASE  INC.,MD,2,2023-01-01,2023-12-31,99.0,3128.0,12173.0,21885.0,36135.0,14.3,55.6,30.1,19504712.0,-302963.0,1627463.0,11928918.0,75366.0,-1.55,60.6,0.6,False,False
215235,HERON POINT OF CHESTERTOWN,MD,2,2023-01-01,2023-12-31,38.0,484.0,,8141.0,13870.0,5.9,,94.1,17761534.0,3317781.0,662151.0,6142767.0,167543.0,18.68,58.7,2.7,False,False
215329,BUCKINGHAMS CHOICE  INC.,MD,2,2023-01-01,2023-12-31,42.0,1982.0,435.0,8704.0,15330.0,22.8,5.0,72.2,19921257.0,2702772.0,1213947.0,8508247.0,,13.57,56.8,,False,False
215354,LITTLE SISTERS OF THE POOR,MD,1,2023-01-01,2023-12-31,20.0,214.0,,6309.0,7300.0,3.4,,96.6,3419818.0,-5484602.0,326162.0,2662600.0,216315.0,-160.38,86.4,8.1,False,True
215361,MARYLAND MASONIC HOME,MD,2,2023-01-01,2023-12-31,88.0,5889.0,,20885.0,32120.0,28.2,,71.8,11438557.0,-11269359.0,1456937.0,9822754.0,2101397.0,-98.52,65.0,21.4,False,True
