ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,NURSING HOME PROVIDER NAME,AFFILIATION ENTITY NAME,AFFILIATION ENTITY ID,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20040517001208,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528159266,N,375302,6901896315,BLUE RIVER HEALTHCARE INC.,"BLUE RIVER HEALTHCARE, INC.",2002-12-13,OK,CORPORATION,,P,"BLUE RIVER HEALTHCARE, INC",ELMBROOK MANAGEMENT COMPANY,198,1105 E MAIN ST,,TISHOMINGO,OK,734602401
O20040518000492,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447299805,N,235569,7517957749,"OVID HEALTHCARE, LLC",OVID HEALTHCARE CENTER,,,LLC,,P,OVID HEALTHCARE CENTER,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,9480 E M 21,,OVID,MI,488669569
O20040519001378,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821037771,N,045148,0244221109,"CAVE CITY NURSING HOME, INC",CAVE CITY NURSING HOME,1986-08-04,AR,CORPORATION,,N,CAVE CITY NURSING HOME INC,,,442 TAYLOR CIRCLE,,CAVE CITY,AR,725219137
O20040520001306,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093776395,N,245369,7810988573,ST MARKS LUTHERAN HOME,,1958-08-13,MN,CORPORATION,,N,ST MARKS LIVING,,,400 15TH AVE SW,,AUSTIN,MN,559123232
O20040521001037,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891845210,N,235388,7315938834,"BAY SHORES NURSING CENTER, LLC",BAY SHORES SENIOR CARE AND REHAB CENTER,2003-09-10,MI,LLC,,P,BAY SHORES SENIOR CARE AND REHAB CENTER,NEXCARE HEALTH SYSTEMS,369,3254 E MIDLAND RD,,BAY CITY,MI,487062835
O20040521001071,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073663498,N,235256,9739170259,"DIAMONDALE NURSING CARE CENTER, LLC",DIMONDALE NURSING CARE CENTER,2003-09-09,MI,LLC,,P,DIMONDALE NURSING CARE CENTER,NEXCARE HEALTH SYSTEMS,369,4000 N MICHIGAN RD,,DIMONDALE,MI,488219744
O20040524000468,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316986789,N,035095,4486645843,CHANDLER UNITED MEDICAL INVESTORS LIMITED PARTNERSHIP,DESERT COVE NURSING CENTER,,,PARTNERSHIP,,P,DESERT COVE NURSING CENTER,LIFE CARE CENTERS OF AMERICA,311,1750 WEST FRYE RD,,CHANDLER,AZ,852246181
O20040524000937,OR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831274364,N,385257,4789675000,STATE OF OREGON DEPARTMENT OF VETERANS AFFAIRS,OREGON VETERANS HOME,,,OTHER,GOVERNMENT  AGENCY,N,OREGON VETERANS HOME,,,700 VETERANS DR,,THE DALLES,OR,970589757
O20040525000086,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528006012,N,035120,1557342870,MESA UNITED MEDICAL INVESTORS LIMITED PARTNERSHIP,MI CASA NURSING CENTER,,,PARTNERSHIP,,P,MI CASA NURSING CENTER,LIFE CARE CENTERS OF AMERICA,311,330 S PINNULE CIR,,MESA,AZ,852061636
O20040525000359,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770584211,N,105567,2860473121,LAKE POINTE INVESTORS LLC,THE SPRINGS AT LAKE POINTE WOODS,2003-10-27,FL,LLC,,P,SPRINGS AT LAKE POINTE WOODS,"SUMMITT CARE II, INC.",497,3280 LAKE POINTE BLVD,,SARASOTA,FL,342316896
O20040525001463,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942389531,N,055995,6901887090,S&F MARKET STREET HEALTHCARE LLC,NORTH LONG BEACH POST ACUTE,,,LLC,,P,NORTH LONG BEACH POST ACUTE,WINDSOR,566,260 E MARKET ST,,LONG BEACH,CA,908055910
O20040525001485,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184711244,N,065282,3971584061,"LONGMONT MEDICAL INVESTORS, LTD",LIFE CARE CENTER OF LONGMONT,,,PARTNERSHIP,,P,LIFE CARE CENTER OF LONGMONT,LIFE CARE CENTERS OF AMERICA,311,2451 PRATT ST,,LONGMONT,CO,805011123
O20040525001536,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487687471,N,455864,8921089020,PLANO SKILLED OPERATIONS LLC,LIFE CARE CENTER OF PLANO,,,LLC,,P,LIFE CARE CENTER OF PLANO,LIFE CARE CENTERS OF AMERICA,311,3800 W PARK BLVD,,PLANO,TX,750753542
O20040525001569,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124026448,N,375462,7618958711,"FOUNTAIN VIEW MANOR, INC.",FOUNTAIN VIEW MANOR,1967-05-17,OK,CORPORATION,,P,"FOUNTAIN VIEW MANOR, INC",,,107 EAST BARCLAY,PO BOX 520,HENRYETTA,OK,744375609
O20040526000208,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902853591,N,265294,3678554730,UNITED INVESTORS LP,LIFE CARE CENTER OF CARROLLTON,,,PARTNERSHIP,,P,LIFE CARE CENTER OF CARROLLTON,LIFE CARE CENTERS OF AMERICA,311,300 LIFE CARE LN,,CARROLLTON,MO,646331861
O20040526000564,HI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184611022,N,125004,0749261741,"GARDEN ISLE HEALTHCARE, LLC",GARDEN ISLE HEALTHCARE AND REHABILITATION CENTER,2004-03-01,HI,LLC,,P,GARDEN ISLE HEALTHCARE AND REHABILITATION CENTER,OHANA PACIFIC MANAGEMENT CO.,382,3-3420 KUHIO HWY #300,,LIHUE,HI,967661099
O20040526001508,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215971064,N,445326,9234110149,MILFORD MEDICAL INVESTORS LIMITED PARTNERSHIP,LIFE CARE CENTER OF BRUCETON-HOLLOW ROCK,,,PARTNERSHIP,,P,LIFE CARE CENTER OF BRUCETON-HOLLOW ROCK,LIFE CARE CENTERS OF AMERICA,311,105 ROWLAND AVE,,BRUCETON,TN,383172305
O20040528000783,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821063249,N,175374,8325031529,COMMUNITY HEALTHCARE SYSTEM INC,EASTRIDGE NURSING FACILITY,,,CORPORATION,,N,EASTRIDGE,,,604 1ST ST,,CENTRALIA,KS,664159637
O20040601000204,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871579698,N,115375,3375524705,RIVERSIDE HEALTHCARE LP,RIVERSIDE HEALTHCARE CENTER,2004-04-30,GA,OTHER,LIMITED PARTNERSHIP,P,RIVERSIDE HEALTH CARE CENTER,WELLINGTON HEALTH CARE SERVICES,559,5100 WEST ST NW,,COVINGTON,GA,300142173
O20040602000433,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720089394,N,105301,8527040872,LAKELAND INVESTORS LLC,VALENCIA HILLS HEALTH AND REHABILITATION CENTER,2003-05-02,FL,LLC,,P,VALENCIA HILLS HEALTH AND REHABILITATION CENTER,"SUMMITT CARE II, INC.",497,1350 SLEEPY HILL ROAD,,LAKELAND,FL,338103800
O20040602000928,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427057983,N,315132,5092797217,"CARE ONE AT BIRCHWOOD, LLC",CARE ONE AT THE HIGHLANDS,1999-12-23,NJ,LLC,,P,CAREONE AT THE HIGHLANDS,CAREONE,109,1350 INMAN AVE,,EDISON,NJ,088201025
O20040602001068,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174519490,N,205176,8426952987,NORTHERN MAINE MEDICAL CENTER,FOREST HILL,1940-12-05,ME,CORPORATION,,N,FOREST HILL MANOR,,,25 BOLDUC AVE,,FORT KENT,ME,047431601
O20040602001652,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083601975,N,475047,2567444672,FRANKLIN COUNTY REHAB CENTER LLC,FRANKLIN COUNTY REHABILITATION & ADULT CARE CENTER,2001-04-03,VT,LLC,,P,"FRANKLIN COUNTY REHAB CENTER, LLC",,,110 FAIRFAX RD,,SAINT ALBANS,VT,054786299
O20040603000245,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942248836,N,235176,0648252791,FREMONT HEALTHCARE LLC,REGENCY AT FREMONT,2004-03-01,DE,LLC,,P,REGENCY AT FREMONT,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,4554 W 48TH ST,,FREMONT,MI,494128721
O20040603001422,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538155742,N,265748,4385626290,"N & R OF TIPTON, LLC",TIPTON OAK MANOR,2004-04-27,MO,LLC,,P,TIPTON OAK MANOR,JAMES & JUDY LINCOLN,290,601 W MORGAN ST,,TIPTON,MO,650818214
O20040604000869,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912905167,N,366301,6305828039,HERITAGESPRING HEALTH CARE CENTER,HERITAGESPRING OF WEST CHESTER,2002-02-06,OH,LLC,,P,HERITAGESPRING HEALTHCARE CENTER OF WEST CHESTER,CARESPRING,111,7235 HERITAGESPRING DR,,WEST CHESTER,OH,450696526
O20040607001282,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205829595,N,165288,3870575350,CARE INITIATIVES,ATLANTIC SPECIALTY CARE,,,CORPORATION,,N,ATLANTIC SPECIALTY CARE,CARE INITIATIVES,106,1300 E 19TH ST,,ATLANTIC,IA,500222887
O20040609000688,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114974391,N,235482,9830172196,"FENTON HEALTHCARE, LLC",FENTON HEALTHCARE,,,LLC,,P,FENTON HEALTHCARE,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,512 BEACH ST,,FENTON,MI,484303122
O20040609000786,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962697946,N,235143,6305836487,SPECTRUM HEALTH UNITED,COREWELL HEALTH GREENVILLE HOSPITAL REHABILITATION & NURSING CENTER,,,CORPORATION,,N,COREWELL HEALTH GREENVILLE HOSPITAL REHABILITATION & NURSING CENTER,COREWELL HEALTH,721,615 S BOWER ST,,GREENVILLE,MI,488382614
O20040609000801,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144277849,N,265381,1951384148,"NORTHWOOD HILLS CARE CENTER, LLC",NORTHWOOD HILLS CARE CENTER,,,LLC,,P,NORTHWOOD HILLS CARE CENTER,LIFE CARE CENTERS OF AMERICA,311,800 N ARTHUR ST,,HUMANSVILLE,MO,656748655
O20040610000091,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851331672,N,185133,0446233522,"TRADEWATER POINTE, LLC",TRADEWATER HEALTH AND REHABILITATION CENTER,,,LLC,,P,TRADEWATER POINTE,,,100 W RAMSEY ST,,DAWSON SPRINGS,KY,424081739
O20040610000270,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750313813,N,146070,1052394152,TWIN WILLOWS NURSING CENTER INC,,1972-11-08,IL,CORPORATION,,P,TWIN WILLOWS NURSING CENTER,,,1600 N BROADWAY AVE,,SALEM,IL,628814233
O20040610001123,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518999515,N,265254,9234112244,AVA NO 1 INC,HEART OF THE OZARKS HEALTHCARE CENTER,,,CORPORATION,,P,HEART OF THE OZARKS HEALTHCARE CENTER,CIRCLE B ENTERPRISES,145,2004 CRESTVIEW DR,,AVA,MO,656085408
O20040610001472,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033141015,N,265255,1658354592,CLINTON NO 1 INC,CLINTON HEALTHCARE AND REHABILITATION CENTER,,,CORPORATION,,P,CLINTON HEALTHCARE AND REHABILITATION CENTER,CIRCLE B ENTERPRISES,145,1009 E OHIO ST,,CLINTON,MO,647352455
O20040611000420,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972535920,N,265246,5193708949,THAYER NO 1 INC,SHADY OAKS HEALTHCARE CENTER,,,CORPORATION,,P,SHADY OAKS HEALTHCARE CENTER,CIRCLE B ENTERPRISES,145,335 BUSINESS ROUTE 63,,THAYER,MO,657917748
O20040611001452,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003848060,N,265253,0941283626,LAMAR NO 1 INC,TRUMAN HEALTHCARE & REHABILITATION CENTER,,,CORPORATION,,P,TRUMAN HEALTHCARE & REHABILITATION CENTER,CIRCLE B ENTERPRISES,145,206 W 1ST ST,,LAMAR,MO,647591291
O20040616000575,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093708646,N,335747,5799769360,ROCKVILLE SKILLED NURSING & REHABILITATION CENTER LLC,,1998-12-30,NY,LLC,,P,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",BENJAMIN LANDA,646,50 MAINE AVE,,ROCKVILLE CENTRE,NY,115703608
O20040616000785,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407890692,N,175163,7517941651,SOUTHWEST MEDICAL CENTER,SOUTHWEST MEDICAL CENTER,,,OTHER,COUNTY OWNED,N,SOUTHWEST MEDICAL CENTER SNF,,,315 W 15TH ST,,LIBERAL,KS,679012455
O20040617001134,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225019359,N,345533,8224012000,THE CEDARS OF CHAPEL HILL CLUB INC,THE CEDARS OF CHAPEL HILL,,,CORPORATION,,N,THE CEDARS OF CHAPEL HILL,LIFE CARE SERVICES,312,101 GREEN CEDAR LN,,CHAPEL HILL,NC,275177222
O20040618000511,NV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417044694,N,295055A,3476538182,"THI OF NEVADA AT CHEYENNE, LLC",COLLEGE PARK REHABILITATION CENTER,2003-05-19,DE,LLC,,P,COLLEGE PARK REHABILITATION CENTER,FUNDAMENTAL HEALTHCARE,231,2856 E CHEYENNE AVE,,NORTH LAS VEGAS,NV,890304234
O20040618000642,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598755027,N,225173,5890770523,JEWISH HEALTHCARE CENTER INC,,,,CORPORATION,,N,JEWISH HEALTHCARE CENTER,,,629 SALISBURY ST,,WORCESTER,MA,016091120
O20040618000718,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376551077,N,065332,1153306899,ARAPAHOE MEDICAL INVESTORS LLC,LIFE CARE CENTER OF AURORA,,,LLC,,P,LIFE CARE CENTER OF AURORA,LIFE CARE CENTERS OF AMERICA,311,14101 E EVANS AVE,,AURORA,CO,800141451
O20040618000741,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609861780,N,195596,1850376500,"MARY GOSS NURSING HOME, INC",,1932-04-01,LA,CORPORATION,,P,MARY GOSS NURSING HOME,,,3300 WHITE ST,,MONROE,LA,712035153
O20040618000744,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508828716,N,225661,5395720049,"AUBURN MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF AUBURN,,,LLC,,P,LIFE CARE CENTER OF AUBURN,LIFE CARE CENTERS OF AMERICA,311,14 MASONIC CIR,,AUBURN,MA,015011341
O20040618000755,NV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447298088,N,295017,2365427093,"THI OF NEVADA II AT DESERT LANE, LLC",HORIZON HEALTH AND REHABILITATION CENTER,2003-07-18,DE,LLC,,P,HORIZON HEALTH AND REHABILITATION CENTER,FUNDAMENTAL HEALTHCARE,231,660 S MARTIN LUTHER KING BLVD,,LAS VEGAS,NV,891064413
O20040618000776,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568422087,N,225666,6901881655,PLYMOUTH MEDICAL INVESTORS LLC,LIFE CARE CENTER OF PLYMOUTH,,,LLC,,P,LIFE CARE CENTER OF PLYMOUTH,LIFE CARE CENTERS OF AMERICA,311,94 OBERY ST,,PLYMOUTH,MA,023605375
O20040618000789,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134189673,N,225655,3971588625,RAYNHAM MEDICAL INVESTORS LLC,LIFE CARE CENTER OF RAYNHAM,,,LLC,,P,LIFE CARE CENTER OF RAYNHAM,LIFE CARE CENTERS OF AMERICA,311,546 SOUTH STREET EAST,,RAYNHAM,MA,027671079
O20040618000830,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275594608,N,225704,7113902875,WEST BRIDGEWATER MEDICAL INVESTORS LLC,LIFE CARE CENTER OF WEST BRIDGEWATER,,,LLC,,P,LIFE CARE CENTER OF WEST BRIDGEWATER,LIFE CARE CENTERS OF AMERICA,311,765 W CENTER ST,,WEST BRIDGEWATER,MA,023791517
O20040621001771,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437197449,N,175475,0042295339,ENTERPRISE COMMUNITY NURSING HOME INC.,ENTERPRISE ESTATES NURSING CENTER,1973-09-28,KS,CORPORATION,,N,ENTERPRISE ESTATES NURSING CENTER,,,602 CRESTVIEW DR,,ENTERPRISE,KS,674419124
O20040622000226,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740211796,N,445421,0143205385,SPARTA MEDICAL INVESTORS LP,LIFE CARE CENTER OF SPARTA,,,PARTNERSHIP,,P,LIFE CARE CENTER OF SPARTA,LIFE CARE CENTERS OF AMERICA,311,508 MOSE DR,,SPARTA,TN,385831211
O20040622000257,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326071358,N,675637,4385629526,"WOOLDRIDGE MEDICAL INVESTORS, LLC",WOOLDRIDGE PLACE NURSING CENTER,,,LLC,,P,WOOLDRIDGE PLACE NURSING CENTER,LIFE CARE CENTERS OF AMERICA,311,7352 WOOLDRIDGE RD,,CORPUS CHRISTI,TX,784142803
O20040622000274,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952335887,N,675080,3274518410,"FOUR STAR MEDICAL INVESTORS, LLC",THE VOSSWOOD NURSING CENTER,,,LLC,,P,THE VOSSWOOD NURSING CENTER,LIFE CARE CENTERS OF AMERICA,311,815 S VOSS RD,,HOUSTON,TX,770571031
O20040622000296,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184657199,N,675650,8628053873,BRYANT IRVIN MEDICAL INVESTORS LLC,GARDEN TERRACE HEALTHCARE CENTER OF FORT WORTH,,,LLC,,P,GARDEN TERRACE HEALTHCARE CENTER OF FORT WORTH,LIFE CARE CENTERS OF AMERICA,311,7500 OAKMONT BLVD,,FORT WORTH,TX,761324200
O20040622000363,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518990522,N,675671,4284619446,CAMBRIDGE MEDICAL INVESTORS LLC,GARDEN TERRACE ALZHEIMERS CENTER OF EXCELLENCE,,,LLC,,P,GARDEN TERRACE HEALTHCARE CENTER OF HOUSTON,LIFE CARE CENTERS OF AMERICA,311,7887 CAMBRIDGE ST,,HOUSTON,TX,770542013
O20040622000391,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780638296,N,135091,6709861966,GEM MEDICAL INVESTORS LLC,LIFE CARE CENTER OF IDAHO FALLS,,,LLC,,P,LIFE CARE CENTER OF IDAHO FALLS,LIFE CARE CENTERS OF AMERICA,311,2725 E 17TH STREET,,IDAHO FALLS,ID,83406
O20040622000444,NV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679660864,N,295036,1658356829,"THI OF NEVADA II AT NORTH LAS VEGAS, LLC",NORTH LAS VEGAS CARE CENTER,2003-07-18,DE,LLC,,P,NORTH LAS VEGAS CARE CENTER,FUNDAMENTAL HEALTHCARE,231,3215 E CHEYENNE AVE,,NORTH LAS VEGAS,NV,890304235
O20040622000524,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932215209,N,335130,6103801386,CLEARVIEW OPERATING CO. LLC,THE GRAND REHABILITATION AND NURSING AT QUEENS,2002-06-28,NY,LLC,,P,THE GRAND REHABILITATION AND NURSING AT QUEENS,THE GRAND HEALTHCARE,509,15715 19TH AVE,,WHITESTONE,NY,113573820
O20040622000550,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063469765,N,265610,4082699269,"C.M.C. EXTENDED CARE CENTER, INC.",LIFE CARE CENTER OF SAINT LOUIS,1993-03-04,MO,CORPORATION,,P,LIFE CARE CENTER OF ST LOUIS,LIFE CARE CENTERS OF AMERICA,311,3520 CHOUTEAU AVE,,SAINT LOUIS,MO,631032916
O20040622000583,NV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700837416,N,295076,6406831684,SOUTH LAS VEGAS MEDICAL INVESTORS LLC,LIFE CARE CENTER OF SOUTH LAS VEGAS,,,LLC,,P,LIFE CARE CENTER OF SOUTH LAS VEGAS,LIFE CARE CENTERS OF AMERICA,311,2325 E HARMON AVE,,LAS VEGAS,NV,891197848
O20040622000618,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184678617,N,135123,7012992209,EMERALD MEDICAL INVESTORS LLC,LIFE CARE CENTER OF TREASURE VALLEY,,,LLC,,P,LIFE CARE CENTER OF TREASURE VALLEY,LIFE CARE CENTERS OF AMERICA,311,502 N KIMBALL PL,,BOISE,ID,837040608
O20040622000655,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124116728,N,065358,6709861990,"WESTMINSTER MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF WESTMINSTER,,,LLC,,P,LIFE CARE CENTER OF WESTMINSTER,LIFE CARE CENTERS OF AMERICA,311,7751 ZENOBIA CT,,WESTMINSTER,CO,800304659
O20040622000904,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679573109,N,335274,7113902339,SAN SIMEON BY THE SOUND CENTER FOR NURSING AND REHABILITATION INC,,2004-06-08,NY,CORPORATION,,N,SAN SIMEON BY THE SOUND CENTER FOR NURSING & REHAB,,,61700 ROUTE 48,,GREENPORT,NY,119442206
O20040622001544,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184612038,N,255309,6709861891,"UNITED METHODIST SENIOR SERVICES HEALTH CARE, INC",CEDARS HEALTH CENTER,1987-05-22,MS,CORPORATION,,N,CEDARS HEALTH CENTER,,,2800 W MAIN ST,,TUPELO,MS,388013027
O20040622001552,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780682096,N,235464,2062495401,"J & A HEALTH CARE SYSTEMS, INC.",NORTH WOODS NURSING CENTER,1994-01-24,MI,CORPORATION,,P,NORTH WOODS NURSING CENTER,THE PEPLINSKI GROUP,515,2532 W CADILLAC DR,,FARWELL,MI,486229757
O20040622001659,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801886627,N,265769,1850376963,"THE SUMMIT, INC.",THE SUMMIT,,,CORPORATION,,P,"SUMMIT, THE",,,3660 SUMMIT ST,,KANSAS CITY,MO,641114632
O20040623000508,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720130701,N,265732,4789669763,ASHBY ROAD INC,BENTLEYS EXTENDED CARE,,,CORPORATION,,P,BENTLEYS EXTENDED CARE,,,3060 ASHBY RD,,SAINT LOUIS,MO,631141342
O20040623000729,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184613275,N,225643,6800871815,OVERLOOK MASONIC HEALTH CENTER INC,,2000-05-04,MA,CORPORATION,,N,OVERLOOK MASONIC HEALTH CENTER,,,88 MASONIC HOME RD,BOX 1000,CHARLTON,MA,015071394
O20040623000780,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306933593,N,425165,8022093939,"THI OF SOUTH CAROLINA AT ROCK HILL, LLC",MAGNOLIA MANOR-ROCK HILL,2003-05-19,DE,LLC,,P,MAGNOLIA MANOR - ROCK HILL,FUNDAMENTAL HEALTHCARE,231,127 MURRAH DR,,ROCK HILL,SC,297322342
O20040623001123,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215024401,N,425091,7315922275,"THI OF SOUTH CAROLINA AT SPARTANBURG, LLC",MAGNOLIA MANOR - SPARTANBURG,2003-05-19,DE,LLC,,P,MAGNOLIA MANOR - SPARTANBURG,FUNDAMENTAL HEALTHCARE,231,375 SERPENTINE DR,,SPARTANBURG,SC,293033026
O20040623001436,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558424838,N,245231,7618952565,APPLETON AREA HEALTH,,,,OTHER,FEDERAL AND/OR STATE GOVERNMENT TYPE,N,APPLETON AREA HEALTH,,,30 S BEHL ST,,APPLETON,MN,562081616
O20040624001725,OR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942312905,N,385218,5092622993,"MARQUIS COMPANIES I, INC",MARQUIS VERMONT HILLS,1991-03-25,OR,CORPORATION,,P,MARQUIS VERMONT HILLS,MARQUIS COMPANIES,335,6010 SW SHATTUCK RD,,PORTLAND,OR,972211043
O20040625000094,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750365532,N,235035,1355327982,SPECTRUM HEALTH CONTINUING CARE,COREWELL HEALTH REHABILITATION & NURSING CENTER - KENTRIDGE,1984-01-31,MI,CORPORATION,,N,COREWELL HEALTH REHABILITATION & NURSING CENTER - KENTRIDGE,COREWELL HEALTH,721,4118 KALAMAZOO AVE SE,,GRAND RAPIDS,MI,495083605
O20040625000331,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891872644,N,056194,3072599547,WINDSOR GARDENS CONVALESCENT HOSPITAL INC,WINDSOR GARDENS CONVALESCENT HOSPITAL OF LOS ANGELES,1990-03-09,CA,CORPORATION,,P,WINDSOR GARDENS CONVALESCENT HOSPITAL,WINDSOR,566,915 CRENSHAW BLVD,,LOS ANGELES,CA,900191938
O20040625000701,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770558215,N,255303,4688650104,"BRIAR HILL REST HOME, LLC",BRIAR HILL REST HOME,2002-12-17,MS,LLC,,P,BRIAR HILL REST HOME,BRIAR HILL MANAGEMENT,89,1201 GUNTER RD,,FLORENCE,MS,390739711
O20040625000864,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215934955,N,165556,0840276382,COUNTY OF DUBUQUE,SUNNYCREST MANOR,,,OTHER,GOVERNMENT,N,SUNNYCREST MANOR,,,2375 ROOSEVELT ST,,DUBUQUE,IA,520011479
O20040628000118,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043217870,N,146045,4385620632,HELIA HEALTHCARE OF ENERGY LLC,,2003-12-01,IL,LLC,,P,HELIA HEALTHCARE OF ENERGY,HELIA HEALTHCARE,263,210 E COLLEGE ST,,ENERGY,IL,629333568
O20040628000692,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912922147,N,195580,1759367089,AVOYELLES MANOR INC,,1978-12-27,LA,CORPORATION,,P,AVOYELLES MANOR NURSING HOME,,,5682 HIGHWAY 107 S,"AVOYELLES MANOR, INC",DUPONT,LA,713295001
O20040629000430,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023001153,N,015149,9638155740,SOUTHERN CARE LLC,SUNSET MANOR,,,LLC,,P,SUNSET MANOR,,,251 SUNSET PL,,GUIN,AL,355632239
