YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_UNK_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_CC_BH_ADHD_OTHCD_V1_PCT,BENE_CC_BH_ALCOHOL_DRUG_V1_PCT,BENE_CC_BH_ALZ_NONALZDEM_V2_PCT,BENE_CC_BH_ANXIETY_V1_PCT,BENE_CC_BH_BIPOLAR_V1_PCT,BENE_CC_BH_DEPRESS_V1_PCT,BENE_CC_BH_MOOD_V2_PCT,BENE_CC_BH_PD_V1_PCT,BENE_CC_BH_PTSD_V1_PCT,BENE_CC_BH_SCHIZO_OTHPSY_V1_PCT,BENE_CC_BH_TOBACCO_V1_PCT,BENE_CC_PH_AFIB_V2_PCT,BENE_CC_PH_ARTHRITIS_V2_PCT,BENE_CC_PH_ASTHMA_V2_PCT,BENE_CC_PH_CANCER6_V2_PCT,BENE_CC_PH_CKD_V2_PCT,BENE_CC_PH_COPD_V2_PCT,BENE_CC_PH_DIABETES_V2_PCT,BENE_CC_PH_HF_NONIHD_V2_PCT,BENE_CC_PH_HYPERLIPIDEMIA_V2_PCT,BENE_CC_PH_HYPERTENSION_V2_PCT,BENE_CC_PH_ISCHEMICHEART_V2_PCT,BENE_CC_PH_OSTEOPOROSIS_V2_PCT,BENE_CC_PH_PARKINSON_V2_PCT,BENE_CC_PH_STROKE_TIA_V2_PCT,PRMRY_DX_INFCTN_PCT,PRMRY_DX_NEOBLD_PCT,PRMRY_DX_ENDONUTRMET_PCT,PRMRY_DX_MNTBEHNEUDIS_PCT,PRMRY_DX_NERVSYSTM_PCT,PRMRY_DX_ENTSYS_PCT,PRMRY_DX_CIRCSYSTM_PCT,PRMRY_DX_RSPSYSTM_PCT,PRMRY_DX_DIGSYSTM_PCT,PRMRY_DX_SKNMUSSYSTM_PCT,PRMRY_DX_GUSYSTM_PCT,PRMRY_DX_PRGPERICONG_PCT,PRMRY_DX_SXILLDEF_PCT,PRMRY_DX_INJPOIS_PCT,PRMRY_DX_HLTHSRV_PCT,high_therapy_intensity,high_dual_pct
2023,FY,PROVIDER,SNF,020006,Mat-Su Regional Medical Center,Palmer,AK,99645,83,88,1202,9659610,855105,797586,704353,34,*,76,53,47,90,0,*,*,*,0,0,1.89,*,24,35,34,14,30,35,*,*,*,28,36,70,17,16,49,41,46,43,73,84,45,14,*,25,0,*,*,*,*,0,20,*,*,16,*,0,*,28,*,,False
2023,FY,PROVIDER,SNF,020024,Central Peninsula General Hospital,Soldotna,AK,99669,50,54,943,3011338,730990,679680,583669,32,*,78,52,48,90,0,0,0,*,*,0,2.08,0,22,38,36,0,36,36,*,*,*,*,38,60,*,26,38,46,24,50,64,*,32,22,*,42,*,*,*,*,*,0,*,*,*,*,0,0,*,35,*,,False
2023,FY,PROVIDER,SNF,025010,Ketchikan Med Ctr New Horizons Transitional Care,Ketchikan,AK,99901,13,16,365,888857,281810,234729,194076,*,*,79,*,*,*,0,0,0,*,0,0,3.61,0,*,*,*,*,*,*,0,*,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0,*,0,*,0,*,*,*,0,0,0,0,*,0,,
2023,FY,PROVIDER,SNF,025018,Providence Transitional Care Center,Anchorage,AK,99504,135,157,6181,15722560,4165541,3376259,2984753,44,*,76,46,54,78,*,*,*,*,*,*,2.57,*,26,28,39,18,49,54,*,*,*,24,50,65,16,16,54,31,53,48,76,*,48,37,*,30,*,*,*,0,*,*,20,7,*,15,*,0,0,27,16,,True
2023,FY,PROVIDER,SNF,025020,Denali Center,Fairbanks,AK,99701,70,70,1903,2104052,1174431,1005523,1063800,39,17,74,63,37,83,*,0,*,*,*,0,2.4,0,17,20,34,*,39,44,*,*,*,30,29,51,*,16,34,33,66,33,70,*,36,19,*,31,*,*,*,0,*,0,24,*,*,*,*,0,0,30,*,,True
2023,FY,PROVIDER,SNF,025021,Heritage Place,Soldotna,AK,99669,43,46,1132,1816864,764242,659942,556719,*,*,81,37,63,95,*,0,0,0,*,0,1.79,0,*,35,*,0,35,42,*,0,0,*,37,*,*,26,30,33,42,42,*,*,47,30,*,30,*,0,0,0,*,0,*,0,0,*,0,0,0,48,28,,
2023,FY,PROVIDER,SNF,025025,Prestige Care & Rehab Center Of Anchorage,Anchorage,AK,99504,166,190,5168,4641853,3565483,3080419,2738691,49,8,76,40,60,73,*,*,*,11,*,*,2.35,*,22,37,40,11,48,51,*,*,*,29,43,66,17,19,44,42,51,44,78,92,46,20,7,30,*,*,*,*,*,0,21,7,*,14,*,*,0,27,17,,True
2023,FY,PROVIDER,SNF,025027,Wildflower Court,Juneau,AK,99801,25,31,1130,1069995,755498,611802,506849,44,*,76,56,44,76,0,0,0,*,*,0,1.89,0,*,*,*,0,48,48,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*,*,44,0,*,*,0,*,0,42,*,0,*,*,0,0,*,*,,True
2023,FY,PROVIDER,SNF,025036,Providence Extended Care,Anchorage,AK,99504,12,18,586,938978,430513,347552,302088,100,0,69,*,*,*,0,*,*,*,0,0,3.14,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*,*,100,*,*,*,*,*,*,*,0,*,0,*,0,0,0,*,0,0,*,0,,True
2023,FY,PROVIDER,SNF,025038,Maple Springs Of Wasilla,Wasilla,AK,99654,177,210,7885,7827502,5105431,4098047,3614146,31,*,77,41,59,88,*,*,*,*,*,*,2.33,*,25,36,37,14,41,44,*,*,*,20,49,72,16,15,47,40,49,47,79,93,45,27,8,37,*,*,6,0,5,0,18,*,*,12,*,0,*,30,10,,False
2023,FY,PROVIDER,SNF,025039,Maple Springs Of Palmer,Palmer,AK,99645,32,41,1681,1774916,1109196,847674,742033,59,*,77,41,59,69,*,*,0,*,0,0,2.63,0,*,50,41,*,50,50,0,*,*,*,34,66,*,*,56,34,47,47,*,*,38,38,0,38,*,*,*,0,*,0,*,0,0,*,*,0,*,*,*,,True
2023,FY,PROVIDER,SNF,010007,Mizell Memorial Hospital,Opp,AL,36467,51,61,571,745683,282697,275697,368708,*,*,81,22,78,98,*,0,0,0,*,0,1.82,0,*,39,65,*,59,65,0,0,*,*,51,76,29,*,47,57,45,53,78,*,43,27,*,25,*,*,*,*,0,0,*,*,*,*,*,0,*,*,28,,
2023,FY,PROVIDER,SNF,010034,Community Hospital Inc,Tallassee,AL,36078,21,23,260,318251,122764,120164,157544,*,0,81,*,*,95,*,0,0,0,*,0,1.49,0,*,*,*,0,*,*,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0,*,0,*,*,*,0,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,010044,Marion Regional Medical Center,Hamilton,AL,35570,91,104,1359,2912841,693790,679234,890786,22,*,80,38,62,99,0,0,0,0,*,*,1.89,0,13,38,44,21,49,52,0,0,*,18,42,79,13,22,53,41,55,56,*,*,54,30,*,26,0,0,0,0,*,0,11,13,*,*,11,0,16,20,20,,False
2023,FY,PROVIDER,SNF,010045,Fayette Medical Center,Fayette,AL,35555,48,50,815,1373522,393825,387658,506844,29,*,81,38,63,98,*,0,0,0,*,0,1.72,0,*,25,38,*,38,44,*,0,*,*,31,77,*,*,46,48,42,52,*,*,31,*,*,29,*,*,0,0,*,0,*,*,*,*,*,0,0,*,*,,False
2023,FY,PROVIDER,SNF,010049,Medical Center Enterprise,Enterprise,AL,36330,43,45,607,2191804,297924,281784,367325,*,*,78,40,60,91,*,*,*,0,0,0,1.97,*,*,37,37,*,40,47,*,*,*,26,42,74,*,*,67,26,63,58,*,*,42,*,*,47,0,0,*,0,*,0,*,*,*,*,*,0,*,*,*,,
2023,FY,PROVIDER,SNF,010058,Bibb Medical Center,Centreville,AL,35042,38,44,942,809644,468390,391434,479930,*,*,80,34,66,89,*,0,0,0,*,0,3.08,*,*,42,50,*,53,53,*,*,*,*,42,*,*,*,63,39,42,47,*,*,63,*,*,*,0,0,*,0,*,0,*,*,*,*,*,0,0,34,0,,
2023,FY,PROVIDER,SNF,010059,Lawrence Medical Center,Moulton,AL,35650,17,18,222,225519,112993,112993,147622,*,0,79,*,*,100,0,0,0,0,0,0,2.18,*,*,*,*,0,*,*,*,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,0,*,*,0,0,0,0,0,*,*,*,0,0,0,0,*,*,,
2023,FY,PROVIDER,SNF,010062,Wiregrass Medical Center,Geneva,AL,36340,44,47,796,863305,353740,337001,451125,27,27,79,48,52,100,0,0,0,0,0,0,2.08,*,*,39,43,*,48,52,*,0,*,*,45,*,*,27,61,34,55,45,*,*,64,*,*,36,0,*,*,0,0,0,36,*,*,0,*,0,0,*,*,,False
2023,FY,PROVIDER,SNF,010065,Russell Medical Center,Alexander City,AL,35010,62,64,824,2234253,408131,402931,525016,*,*,81,40,60,85,*,0,0,*,*,*,2.01,0,*,29,23,*,29,35,*,0,*,21,53,*,*,21,55,35,42,50,*,*,58,23,*,24,*,0,*,0,*,0,*,*,*,*,*,0,0,30,31,,
2023,FY,PROVIDER,SNF,010073,Clay County Hospital,Ashland,AL,36251,16,16,180,372099,89430,85735,111897,*,100,85,*,*,100,0,0,0,0,0,0,1.67,0,*,*,*,0,*,*,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,0,*,0,0,0,0,0,0,0,*,*,*,0,0,*,*,*,,
2023,FY,PROVIDER,SNF,010095,Hale County Hospital,Greensboro,AL,36744,28,28,345,208276,150337,142937,188731,*,*,78,*,*,50,46,0,0,0,*,*,2.32,*,*,39,*,*,*,*,0,0,0,*,*,61,*,*,54,39,57,43,*,*,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,010125,Lakeland Community Hospital,Haleyville,AL,35565,29,31,329,984266,184917,184717,242169,*,*,81,*,*,100,0,0,0,0,0,0,2.27,0,*,45,55,0,48,48,0,*,*,*,52,*,*,*,59,*,52,*,*,100,52,*,*,*,*,0,*,0,*,0,*,42,*,*,*,0,*,*,0,,
2023,FY,PROVIDER,SNF,010158,Russellville Hospital,Russellville,AL,35653,25,36,355,1367850,189822,175649,234740,52,48,75,*,*,100,0,0,0,0,0,0,2.23,*,48,*,*,*,*,*,0,0,*,*,*,*,*,*,*,*,*,56,*,*,48,*,*,*,0,0,*,*,0,0,*,*,*,*,*,0,*,*,*,,True
2023,FY,PROVIDER,SNF,010169,Atmore Community Hospital,Atmore,AL,36502,24,26,257,245886,122109,114457,152724,*,*,79,*,*,83,*,0,0,0,*,0,1.83,0,*,*,*,*,*,*,0,0,*,*,*,*,*,*,46,*,*,54,*,*,54,*,*,46,0,*,*,0,0,0,*,*,0,*,0,0,46,0,*,,
2023,FY,PROVIDER,SNF,015009,Burns Nursing Home Inc.,Russellville,AL,35653,64,79,2125,1243294,997142,776372,1076199,33,17,81,30,70,98,0,0,*,0,*,0,2.68,*,22,53,59,*,48,59,*,*,*,*,64,*,19,30,50,53,48,55,83,*,63,20,*,39,*,*,*,0,*,0,15,*,*,*,*,0,*,15,*,,False
2023,FY,PROVIDER,SNF,015010,Coosa Valley Healthcare Center,Sylacauga,AL,35150,58,59,899,272738,417149,389813,514729,19,*,84,33,67,91,*,0,0,0,*,0,1.82,0,*,38,36,*,22,43,0,*,*,*,52,69,*,26,47,40,40,38,79,*,52,*,*,26,*,*,*,0,0,0,*,22,*,*,*,0,*,31,*,,False
2023,FY,PROVIDER,SNF,015012,Highlands Health And Rehab,Scottsboro,AL,35768,95,105,2403,1577395,1107808,920947,1244571,26,0,82,33,67,97,*,0,0,0,*,0,2.21,*,*,59,56,*,40,46,0,0,*,*,45,83,*,18,61,34,48,58,76,*,60,24,*,21,*,*,*,*,*,0,10,11,*,*,14,0,0,30,*,,False
2023,FY,PROVIDER,SNF,015014,Eastview Rehabilitation & Healthcare Center,Birmingham,AL,35206,28,37,2042,821874,1036224,721362,908911,*,0,71,54,46,39,61,0,0,0,0,0,4.32,*,*,61,50,*,*,*,*,*,*,*,*,*,*,*,57,*,54,43,*,*,*,*,*,54,0,*,*,*,*,0,*,*,0,0,*,0,*,*,*,,
2023,FY,PROVIDER,SNF,015015,Plantation Manor Nursing Home,Mc Calla,AL,35111,32,40,1063,414437,518852,403836,502068,47,0,82,*,*,94,*,0,0,0,*,0,1.93,*,*,*,66,*,*,*,*,*,*,*,*,59,*,*,44,53,41,38,*,*,47,*,*,41,0,0,0,0,*,0,*,*,*,*,*,0,*,30,*,,True
2023,FY,PROVIDER,SNF,015016,Athens Health And Rehabilitation Llc,Athens,AL,35611,302,337,7407,4720813,3897824,3333573,4088172,18,*,81,38,62,90,8,*,*,0,*,*,2.21,*,11,48,42,6,46,54,*,*,10,15,49,72,14,20,53,41,53,60,86,*,64,24,9,29,*,*,*,*,6,*,14,15,*,11,9,0,*,17,19,,False
2023,FY,PROVIDER,SNF,015019,Merry Wood Lodge,Elmore,AL,36025,49,61,2499,1049876,1218705,886757,1181700,45,0,80,45,55,78,*,0,*,0,0,0,2.32,*,*,55,59,*,53,71,0,*,*,*,45,76,*,*,43,37,49,43,*,*,53,24,*,39,0,*,*,*,*,0,23,*,*,*,*,0,0,*,25,,True
2023,FY,PROVIDER,SNF,015024,Limestone Nursing And Rehabilitation Center Llc,Athens,AL,35611,156,185,5038,2579148,2578952,2070453,2563040,16,*,81,32,68,96,*,0,*,0,*,0,2.01,*,11,45,46,7,45,68,*,0,16,19,37,75,12,20,49,38,47,51,79,*,56,27,8,24,*,*,*,*,*,0,19,18,*,*,6,0,0,15,22,,False
2023,FY,PROVIDER,SNF,015027,Wetumpka Health And Rehabilitation Llc,Wetumpka,AL,36092,91,114,2168,872874,1036824,861833,1109989,31,0,82,31,69,91,*,*,*,*,*,0,1.91,*,19,51,58,*,57,66,*,*,13,19,47,85,*,15,49,43,53,59,88,*,59,22,*,37,*,*,0,*,*,0,27,20,*,*,*,0,0,23,12,,False
2023,FY,PROVIDER,SNF,015028,Keller Landing,Tuscumbia,AL,35674,36,53,1479,756529,644830,460517,689705,*,*,75,39,61,83,*,0,0,0,*,0,2.55,*,*,*,*,*,56,*,0,*,50,*,*,67,*,*,39,33,47,44,*,*,36,*,*,*,*,*,0,*,26,0,*,*,*,0,*,0,0,*,23,,
2023,FY,PROVIDER,SNF,015031,Mitchell-Hollingsworth Nursing & Rehabilitation,Florence,AL,35631,310,382,8606,3901050,3904274,3130433,4504278,21,5,80,35,65,90,9,0,*,0,*,0,2.36,*,28,48,58,6,60,65,5,*,10,21,45,79,16,20,46,45,51,44,85,*,59,30,10,29,*,5,*,*,9,0,14,13,*,7,14,0,*,17,16,,False
2023,FY,PROVIDER,SNF,015032,Diversicare Of Foley,Foley,AL,36535,113,135,3007,1347754,1487563,1200773,1610343,18,*,80,40,60,96,*,0,*,0,*,0,2.45,*,19,54,43,*,43,52,*,*,10,21,43,74,11,17,46,35,48,42,82,*,60,23,*,41,*,*,*,8,9,0,16,*,8,*,*,0,*,21,14,,False
2023,FY,PROVIDER,SNF,015034,Hunter Creek Health And Rehabilitation Llc,Northport,AL,35473,50,56,1802,719407,817208,595144,806199,50,*,75,48,52,68,32,0,0,0,0,0,2.94,*,*,44,52,24,46,62,0,*,*,26,32,66,*,24,50,38,52,46,76,*,44,*,*,26,*,*,0,*,*,0,*,*,*,*,*,0,*,*,*,,True
2023,FY,PROVIDER,SNF,015035,West Gate Village,Brewton,AL,36427,66,84,1788,684231,835983,674929,919905,53,*,78,44,56,67,33,0,0,0,0,0,2.24,*,*,58,50,23,50,56,*,*,18,*,30,74,*,32,48,36,44,42,76,*,50,23,*,26,*,*,*,*,*,0,13,15,*,*,13,0,*,18,*,,True
2023,FY,PROVIDER,SNF,015040,Diversicare Of Montgomery,Montgomery,AL,36106,37,47,1403,605871,674634,514264,678528,68,*,77,68,32,35,65,0,0,0,0,0,2.43,*,*,38,32,*,32,57,*,*,*,*,*,41,*,*,35,*,54,35,68,*,43,*,0,35,*,*,*,*,*,0,23,*,*,*,*,0,0,*,*,,True
2023,FY,PROVIDER,SNF,015042,Sumter Health And Rehabilitation L L C,York,AL,36925,41,60,2214,835579,1001462,699648,993528,*,*,78,41,59,37,63,0,0,0,0,0,2.42,0,*,49,37,*,39,44,0,*,*,*,44,61,*,*,49,32,59,54,*,*,44,*,*,39,*,*,*,0,*,0,32,*,0,*,*,0,0,*,25,,
2023,FY,PROVIDER,SNF,015044,Caregivers Of Pleasant Grove Inc,Pleasant Grove,AL,35127,15,23,545,305916,283027,213904,263163,*,0,68,*,*,*,*,0,0,0,0,0,2.54,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*,*,*,100,*,*,0,*,0,0,*,*,*,0,*,*,*,0,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,015047,Northway Health And Rehabilitation Llc,Birmingham,AL,35234,14,19,674,323779,319258,230144,289498,*,0,70,*,*,*,*,0,0,0,0,0,3.92,0,*,*,*,*,*,*,0,0,*,*,*,*,*,*,*,*,*,*,*,100,*,0,*,*,0,*,0,*,*,0,*,*,0,*,*,0,*,*,*,,
2023,FY,PROVIDER,SNF,015048,Cullman Health Care Center,Cullman,AL,35055,59,78,2125,838543,1047472,780085,1079841,56,0,76,36,64,98,0,*,0,0,*,0,2.63,*,*,56,61,*,58,80,*,*,*,22,41,58,*,*,53,42,56,54,80,*,59,20,*,31,*,0,*,*,18,0,18,*,*,*,*,0,*,*,*,,True
2023,FY,PROVIDER,SNF,015049,Eastern Shore Rehabilitation And Health Center,Daphne,AL,36526,202,245,5262,4886133,2394416,1951290,2612028,10,*,81,34,66,97,*,0,0,0,*,0,2.08,*,12,39,51,5,51,57,*,*,*,13,45,74,17,20,55,34,48,49,90,*,58,32,7,31,*,*,*,*,*,0,30,6,*,8,*,0,*,34,7,,False
2023,FY,PROVIDER,SNF,015050,Oak Crest Health & Wellness,Bessemer,AL,35020,23,28,905,666663,488364,378433,463401,*,0,69,*,*,52,*,0,*,0,0,0,2.34,0,*,*,*,*,*,*,*,0,*,*,*,48,*,*,*,*,*,*,*,*,*,*,0,*,*,*,*,*,*,0,*,*,0,*,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,015053,Cleburne County Nursing Home,Heflin,AL,36264,69,88,1841,1283015,869318,714569,974313,36,54,81,36,64,97,*,*,0,0,0,0,2.17,0,*,59,48,*,43,65,*,*,*,20,54,84,*,*,62,51,59,64,*,100,65,28,*,28,*,*,*,*,*,0,16,20,*,*,*,0,0,*,22,,True
2023,FY,PROVIDER,SNF,015060,Ridgeway Rehabilitation & Senior Living,Bessemer,AL,35020,24,31,1079,742394,554911,411318,514488,*,*,70,*,*,*,58,0,0,0,*,0,4.4,*,*,*,50,*,*,*,*,0,*,50,*,54,*,*,54,54,46,46,*,100,46,*,*,54,0,0,*,*,*,0,*,*,*,*,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,015063,Diversicare Of Boaz,Boaz,AL,35957,114,133,2825,1124054,1324140,1087550,1481114,36,0,80,29,71,94,*,0,0,0,*,0,1.95,*,14,45,44,21,44,53,*,*,*,25,39,69,*,16,44,46,49,54,79,*,50,22,*,46,0,*,*,*,*,0,13,13,*,*,20,*,0,20,14,,True
2023,FY,PROVIDER,SNF,015065,Prattville Health And Rehabilitation Llc,Prattville,AL,36066,140,158,3243,1678109,1570494,1326547,1704339,19,*,79,40,60,89,10,0,0,0,*,*,2.37,*,10,50,49,*,43,45,*,*,10,19,39,72,9,24,46,45,57,49,86,*,56,22,*,39,*,*,*,*,*,*,23,10,*,*,7,0,*,22,15,,False
2023,FY,PROVIDER,SNF,015066,Terrace Manor Nursing & Rehabilitation Center Inc,Russellville,AL,35653,105,136,3492,2134963,1692699,1339972,1845758,56,19,79,37,63,90,*,0,*,0,*,0,2.55,*,19,51,57,*,52,57,*,0,12,20,48,78,10,14,51,49,49,55,82,*,44,21,10,26,*,*,*,0,*,0,9,18,*,17,12,0,0,17,15,,True
2023,FY,PROVIDER,SNF,015067,Cottage Of The Shoals,Tuscumbia,AL,35674,118,145,3224,1862454,1508894,1210223,1738231,47,*,79,33,67,88,11,0,*,0,*,0,2.5,*,21,47,64,9,53,68,*,*,13,14,39,74,10,19,44,40,55,41,84,*,48,28,*,27,*,*,*,*,9,0,13,12,*,9,10,0,0,13,21,,True
2023,FY,PROVIDER,SNF,015071,Arabella Health & Wellness Of Russellville,Russellville,AL,35653,59,82,1840,1395040,932627,733268,1005034,63,*,76,44,56,92,*,0,*,0,0,0,2.36,*,32,76,59,*,58,75,*,*,19,25,36,76,*,20,53,44,63,39,81,100,47,24,*,39,*,0,*,*,13,0,*,20,*,*,*,0,*,13,22,,True
2023,FY,PROVIDER,SNF,015073,Hanceville Nursing & Rehab Center Inc,Hanceville,AL,35077,226,258,5641,4838108,2685871,2282494,3079423,23,*,83,31,69,99,*,0,*,0,*,0,2.03,*,9,48,43,*,40,63,*,*,8,13,42,81,10,16,54,30,50,56,88,*,55,32,8,38,0,*,0,*,5,0,13,*,*,29,*,0,*,34,9,,False
2023,FY,PROVIDER,SNF,015075,Summerford Health And Rehab Llc,Falkville,AL,35622,157,197,4729,1969741,2313068,1870739,2620398,33,0,82,29,71,99,*,0,0,0,*,0,2.1,*,10,58,48,*,55,68,*,*,11,14,52,71,13,17,48,39,43,55,80,*,45,27,8,34,*,*,*,*,*,0,20,13,*,*,11,0,*,17,25,,False
2023,FY,PROVIDER,SNF,015076,Fair Haven,Birmingham,AL,35210,142,167,3866,2053212,2026764,1686610,2075239,25,0,82,27,73,88,12,0,0,0,0,0,2.3,*,19,56,63,12,65,73,23,*,13,12,50,73,17,18,54,30,46,56,80,*,55,33,*,39,*,*,*,*,19,0,15,11,*,10,*,0,*,28,*,,False
2023,FY,PROVIDER,SNF,015083,Elba Nursing And Rehabilitation Center Llc,Elba,AL,36323,57,78,1866,906296,896024,688810,952113,54,*,75,42,58,81,19,0,0,0,0,0,3.18,*,*,56,58,*,60,67,*,*,28,37,46,63,*,*,60,49,60,54,*,*,58,*,*,30,0,*,*,*,15,0,28,*,0,21,*,0,0,*,*,,True
2023,FY,PROVIDER,SNF,015084,Park Place,Selma,AL,36701,87,117,2454,988877,1176016,946123,1285527,62,*,78,38,62,44,55,0,0,0,*,*,2.46,0,*,51,48,*,46,55,*,*,16,*,37,56,18,20,61,39,61,54,79,*,60,16,*,26,*,*,*,*,*,0,14,11,*,*,14,0,*,9,26,,True
2023,FY,PROVIDER,SNF,015089,Evergreen Nursing Home,Evergreen,AL,36401,72,79,1765,657919,838291,721338,967715,58,*,81,38,63,54,46,0,0,0,0,0,2.19,*,*,49,33,*,29,43,*,0,*,22,38,81,19,*,44,46,51,58,79,*,78,19,*,25,*,*,*,*,*,*,18,*,*,16,*,0,*,15,*,,True
2023,FY,PROVIDER,SNF,015091,North Hill Nursing And Rehabilitation Ctr Llc,Birmingham,AL,35217,69,89,3362,1543066,1707048,1245354,1576853,54,0,76,35,65,72,26,0,0,0,*,*,3.17,*,22,64,64,20,61,75,16,0,33,28,38,65,*,19,48,32,55,55,84,*,43,16,*,29,0,0,0,*,27,0,18,*,0,28,0,0,*,*,*,,True
2023,FY,PROVIDER,SNF,015097,South Health And Rehabilitation Llc,Birmingham,AL,35205,17,17,265,103962,144999,125679,151668,*,0,72,*,*,*,*,0,0,0,0,0,3,0,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*,*,*,*,*,0,*,*,*,0,0,*,0,0,*,0,*,*,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,015098,Allen Health And Rehabilitation,Mobile,AL,36603,28,39,938,701183,438052,350303,463293,54,0,80,*,*,68,*,0,0,0,*,0,2.58,*,*,*,57,*,57,*,0,*,39,*,46,*,*,*,*,50,*,61,*,100,*,*,*,*,0,0,0,*,*,0,31,*,0,*,*,0,*,*,*,,True
2023,FY,PROVIDER,SNF,015100,Crowne Health Care Of Mobile,Mobile,AL,36605,29,34,949,418221,451280,333866,453405,48,*,81,*,*,83,*,0,0,0,*,0,2.2,0,*,59,45,*,*,*,0,0,*,*,52,*,*,*,*,*,*,*,*,100,48,*,*,*,0,0,*,*,*,0,41,*,0,*,*,0,0,*,*,,True
2023,FY,PROVIDER,SNF,015103,Ashland Place Health And Rehabilitation Llc,Mobile,AL,36607,133,176,3841,1611556,1881898,1565682,2061587,31,*,76,44,56,62,35,0,*,0,*,0,2.92,*,14,55,51,*,46,59,*,*,23,22,40,71,14,23,56,41,61,53,88,*,60,22,*,26,*,*,*,*,14,0,32,10,*,7,*,0,0,13,10,,False
2023,FY,PROVIDER,SNF,015104,Southland Nursing Home,Marion,AL,36756,15,19,342,116350,167452,141544,190223,*,*,80,*,*,73,*,0,0,0,*,0,2.78,*,*,*,*,*,*,*,0,0,*,0,*,*,*,*,*,*,*,*,*,100,*,*,*,*,*,*,0,0,*,0,*,*,0,*,*,0,0,*,*,,
2023,FY,PROVIDER,SNF,015109,Civic Center Health And Rehabilitation Llc,Birmingham,AL,35234,19,26,585,244053,294533,247904,302591,*,0,70,*,*,*,*,0,0,0,0,0,3.3,*,*,*,*,*,*,*,0,0,*,*,*,*,0,*,*,*,*,*,*,100,*,0,*,*,*,*,0,*,*,0,*,*,*,*,0,0,0,*,*,,
2023,FY,PROVIDER,SNF,015111,Diversicare Of Big Springs,Huntsville,AL,35801,149,165,2993,1303485,1538859,1349641,1650564,36,0,77,44,56,79,19,0,0,0,*,*,2.96,*,17,40,44,7,39,54,*,*,9,31,42,62,13,13,50,40,60,54,83,*,54,16,*,33,*,*,*,*,11,0,23,11,*,8,*,*,*,14,8,,True
2023,FY,PROVIDER,SNF,015112,Magnolia Haven Health And Rehabilitation Center,Tuskegee,AL,36083,17,19,545,215092,259877,198101,271294,*,0,77,*,*,*,71,0,0,0,*,0,2.54,*,*,*,*,*,*,*,0,0,*,*,*,*,0,*,*,*,*,*,*,100,*,*,0,*,0,0,*,0,*,0,*,*,*,*,0,0,0,*,*,,
2023,FY,PROVIDER,SNF,015113,River City Center,Decatur,AL,35601,127,156,3627,2121608,1777670,1450246,2025471,39,*,75,48,52,81,17,0,*,0,*,0,2.91,*,26,55,46,9,46,54,*,*,18,29,35,63,9,19,56,50,59,52,78,*,42,17,*,30,*,*,*,*,15,0,15,20,*,*,11,0,0,14,10,,True
2023,FY,PROVIDER,SNF,015114,Shadescrest Health Care Center,Jasper,AL,35502,48,63,1824,825374,843253,649567,900307,54,*,75,52,48,90,*,0,0,0,*,0,2.66,*,29,63,69,*,67,73,*,*,44,42,29,73,*,*,65,63,69,54,*,100,63,*,*,33,0,0,*,*,*,0,24,*,*,*,*,0,0,*,27,,True
2023,FY,PROVIDER,SNF,015115,Cordova Health And Rehabilitation Llc,Cordova,AL,35550,49,64,1286,554172,605400,522926,696534,37,*,77,33,67,96,*,0,0,0,*,0,2.51,*,31,59,67,*,55,63,*,*,*,29,33,73,*,*,59,53,51,47,*,*,63,35,*,29,*,*,*,*,*,0,*,*,*,*,*,0,0,20,*,,True
