HCPCS_Cd,RBCS_Id,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Latest_Assignment,First_RBCS_Release_Year,RBCS_Analysis_Start_Dt,RBCS_Analysis_End_Dt,Alt_Assignment_Method,RBCS_Id_Ever_Reassigned
Q4037,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4038,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4039,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4040,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4041,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4042,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4043,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4044,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4045,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4046,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4047,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4048,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4049,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4050,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4051,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,1,2020,01/01/2014,12/31/9999,0,0
Q4100,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4101,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4102,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4103,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2021,01/01/2014,12/31/2019,0,1
Q4104,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4105,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4106,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4107,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4108,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4110,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4111,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4112,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
Q4113,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
Q4114,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
Q4115,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4116,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2009,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4117,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2011,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4118,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2011,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
Q4119,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2011,12/31/2016,0,2020,01/01/2014,12/31/2016,0,1
Q4120,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2011,12/31/2016,0,2020,01/01/2014,12/31/2016,0,1
Q4121,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2011,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4122,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4123,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4124,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4125,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4126,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4127,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4128,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4129,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/2016,0,2021,01/01/2014,12/31/2016,0,1
Q4130,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2012,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4131,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2013,12/31/2018,0,2020,01/01/2014,12/31/2018,0,1
Q4132,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2013,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4133,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2013,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4134,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2013,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4135,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2013,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4136,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2013,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4137,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4138,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4139,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
Q4140,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4141,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2021,01/01/2014,12/31/2019,0,1
Q4142,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4143,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2021,01/01/2014,12/31/2019,0,1
Q4145,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2020,0,1
Q4146,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2021,01/01/2014,12/31/2019,0,1
Q4147,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4148,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2020,01/01/2014,12/31/2019,0,1
Q4149,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2014,12/31/9999,0,2021,01/01/2014,12/31/2020,0,1
Q4150,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/9999,0,2020,01/01/2015,12/31/2019,0,1
Q4151,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/9999,0,2020,01/01/2015,12/31/2019,0,1
Q4152,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/9999,0,2020,01/01/2015,12/31/2019,0,1
Q4153,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/9999,0,2020,01/01/2015,12/31/2019,0,1
Q4154,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/9999,0,2021,01/01/2015,12/31/2019,0,1
Q4157,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2015,12/31/9999,0,2021,01/01/2015,12/31/2019,0,1
Q4165,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2016,12/31/9999,0,2021,01/01/2016,12/31/2019,0,1
Q4167,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2017,12/31/9999,0,2021,01/01/2017,12/31/2019,0,1
Q4176,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2018,12/31/9999,0,2021,01/01/2018,12/31/2019,0,1
Q4179,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2018,12/31/9999,0,2021,01/01/2018,12/31/2019,0,1
Q4182,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2018,12/31/9999,0,2021,01/01/2018,12/31/2019,0,1
Q4183,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4184,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4185,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2020,0,1
Q4186,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4187,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4188,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4189,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2020,0,1
Q4190,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4192,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2020,0,1
Q4193,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4195,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4196,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4197,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4198,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4200,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4201,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2022,01/01/2019,12/31/2020,0,1
Q4203,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4204,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2019,12/31/9999,0,2021,01/01/2019,12/31/2019,0,1
Q4205,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2019,0,1
Q4206,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2020,0,1
Q4208,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2019,0,1
Q4209,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2019,0,1
Q4211,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2019,0,1
Q4212,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2020,0,1
Q4213,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2020,0,1
Q4219,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2019,0,1
Q4226,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2019,12/31/9999,0,2021,10/01/2019,12/31/2019,0,1
A2001,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2002,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2004,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2005,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2006,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2007,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2008,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2009,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2010,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
A2011,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,04/01/2022,12/31/9999,1,2023,04/01/2022,12/31/9999,0,0
A2012,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,04/01/2022,12/31/9999,1,2023,04/01/2022,12/31/9999,0,0
A2013,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,04/01/2022,12/31/9999,1,2023,04/01/2022,12/31/9999,0,0
A2014,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2022,12/31/9999,1,2023,10/01/2022,12/31/9999,0,0
A2015,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2022,12/31/9999,1,2023,10/01/2022,12/31/9999,0,0
A2016,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2022,12/31/9999,1,2023,10/01/2022,12/31/9999,0,0
A2017,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2022,12/31/9999,1,2023,10/01/2022,12/31/9999,0,0
A2018,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2022,12/31/9999,1,2023,10/01/2022,12/31/9999,0,0
A2019,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,04/01/2023,12/31/9999,1,2024,04/01/2023,12/31/9999,0,0
A2021,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,04/01/2023,12/31/9999,1,2024,04/01/2023,12/31/9999,0,0
A2022,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
A2023,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
A2024,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
A2025,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,10/01/2023,12/31/9999,1,2024,10/01/2023,12/31/9999,0,0
A4100,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,04/01/2022,12/31/9999,1,2023,04/01/2022,12/31/9999,0,0
C1832,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,1,2023,01/01/2022,12/31/9999,0,0
C1849,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2020,12/31/2022,1,2023,07/01/2020,12/31/2022,0,1
C9358,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2008,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
C9360,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
C9363,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
C9364,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
Q4100,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4101,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4102,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4103,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4104,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4105,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4106,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4107,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4108,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4110,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4111,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4112,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
Q4113,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
Q4114,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2009,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
Q4115,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4116,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2009,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4117,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2011,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4118,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2011,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
Q4119,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2011,12/31/2016,1,2022,01/01/2014,12/31/2016,0,1
Q4120,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2011,12/31/2016,1,2022,01/01/2014,12/31/2016,0,1
Q4121,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2011,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4122,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4123,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4124,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4125,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4126,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4127,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4128,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4129,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/2016,1,2022,01/01/2014,12/31/2016,0,1
Q4130,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2012,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4131,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2013,12/31/2018,1,2022,01/01/2014,12/31/2018,0,1
Q4132,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2013,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4133,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2013,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4134,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2013,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4135,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2013,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4136,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2013,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4137,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2014,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4138,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2014,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4139,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2014,12/31/9999,1,2023,01/01/2014,12/31/9999,0,1
Q4140,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2014,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
Q4141,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2014,12/31/9999,1,2022,01/01/2014,12/31/9999,0,1
