ZIP,Population_Total,Population_65Plus,ACS_Year
71266,1673,349,2024-5yr
71268,2437,576,2024-5yr
71269,12318,2038,2024-5yr
71270,32885,4392,2024-5yr
71272,1969,0,2024-5yr
71275,2363,587,2024-5yr
71276,135,37,2024-5yr
71277,1263,290,2024-5yr
71279,50,0,2024-5yr
71280,5269,1167,2024-5yr
71282,8828,1492,2024-5yr
71286,503,89,2024-5yr
71291,35269,6377,2024-5yr
71292,22935,3355,2024-5yr
71295,13992,2556,2024-5yr
71301,17035,3089,2024-5yr
71302,13579,2149,2024-5yr
71303,25138,4417,2024-5yr
71316,44,22,2024-5yr
71320,134,19,2024-5yr
71322,5356,1173,2024-5yr
71323,1027,290,2024-5yr
71325,1273,239,2024-5yr
71326,852,179,2024-5yr
71327,5941,502,2024-5yr
71328,7614,1560,2024-5yr
71330,87,0,2024-5yr
71331,714,160,2024-5yr
71333,381,116,2024-5yr
71334,9156,1626,2024-5yr
71336,1391,445,2024-5yr
71339,0,0,2024-5yr
71340,1760,289,2024-5yr
71341,2943,579,2024-5yr
71342,7735,1446,2024-5yr
71343,6764,1341,2024-5yr
71345,34,0,2024-5yr
71346,2555,511,2024-5yr
71350,4774,684,2024-5yr
71351,11499,1889,2024-5yr
71353,1399,361,2024-5yr
71354,1394,290,2024-5yr
71355,1706,514,2024-5yr
71356,596,40,2024-5yr
71357,1458,470,2024-5yr
71358,867,168,2024-5yr
71359,219,0,2024-5yr
71360,34653,6126,2024-5yr
71362,2233,397,2024-5yr
71366,1369,399,2024-5yr
71367,1776,353,2024-5yr
71368,1245,181,2024-5yr
71369,2518,459,2024-5yr
71371,2033,438,2024-5yr
71373,5652,1127,2024-5yr
71375,1108,237,2024-5yr
71378,2163,396,2024-5yr
71401,18,0,2024-5yr
71403,3962,723,2024-5yr
71404,656,125,2024-5yr
71405,5361,736,2024-5yr
71406,12,12,2024-5yr
71407,1178,110,2024-5yr
71409,6135,967,2024-5yr
71410,84,16,2024-5yr
71411,2604,369,2024-5yr
71414,211,65,2024-5yr
71415,366,35,2024-5yr
71416,544,187,2024-5yr
71417,4940,875,2024-5yr
71418,5233,916,2024-5yr
71419,1936,402,2024-5yr
71422,1868,210,2024-5yr
71423,4962,794,2024-5yr
71424,1439,159,2024-5yr
71425,78,15,2024-5yr
71426,142,73,2024-5yr
71427,172,16,2024-5yr
71428,0,0,2024-5yr
71429,2849,553,2024-5yr
71430,2757,220,2024-5yr
71432,768,180,2024-5yr
71433,4084,495,2024-5yr
71434,74,23,2024-5yr
71435,3499,893,2024-5yr
71438,1073,348,2024-5yr
71439,1961,220,2024-5yr
71441,784,43,2024-5yr
71446,21275,3586,2024-5yr
71447,1010,271,2024-5yr
71449,9029,2098,2024-5yr
71450,842,202,2024-5yr
71452,69,7,2024-5yr
71454,2553,557,2024-5yr
71455,318,0,2024-5yr
71456,952,209,2024-5yr
71457,24370,4279,2024-5yr
71459,10270,24,2024-5yr
71461,2046,349,2024-5yr
71462,1637,310,2024-5yr
71463,8559,1420,2024-5yr
71465,3086,452,2024-5yr
71466,209,130,2024-5yr
71467,8228,1097,2024-5yr
71468,501,232,2024-5yr
71469,3020,490,2024-5yr
71472,71,0,2024-5yr
71473,573,109,2024-5yr
71474,348,41,2024-5yr
71475,0,0,2024-5yr
71479,510,50,2024-5yr
71480,1240,143,2024-5yr
71483,9243,1574,2024-5yr
71485,2890,412,2024-5yr
71486,4748,1024,2024-5yr
71497,2074,0,2024-5yr
71601,13367,2397,2024-5yr
71602,14990,2411,2024-5yr
71603,29578,5874,2024-5yr
71630,456,101,2024-5yr
71631,313,143,2024-5yr
71635,10295,2516,2024-5yr
71638,2874,634,2024-5yr
71639,5077,994,2024-5yr
71640,2265,601,2024-5yr
71642,759,139,2024-5yr
71643,5129,403,2024-5yr
71644,462,225,2024-5yr
71646,6563,997,2024-5yr
71647,1574,253,2024-5yr
71651,41,5,2024-5yr
71652,993,144,2024-5yr
71653,4813,1025,2024-5yr
71654,4216,562,2024-5yr
71655,14022,2449,2024-5yr
71658,387,122,2024-5yr
71659,12,12,2024-5yr
71660,836,240,2024-5yr
71661,110,10,2024-5yr
71662,100,0,2024-5yr
71663,571,129,2024-5yr
71665,4964,1033,2024-5yr
71666,10,5,2024-5yr
71667,7059,1438,2024-5yr
71670,983,388,2024-5yr
71671,8601,1562,2024-5yr
71674,631,206,2024-5yr
71675,1785,353,2024-5yr
71676,529,172,2024-5yr
71677,122,39,2024-5yr
71678,33,0,2024-5yr
71701,16847,3522,2024-5yr
71720,2523,300,2024-5yr
71721,0,0,2024-5yr
71722,61,31,2024-5yr
71724,147,19,2024-5yr
71725,264,85,2024-5yr
71726,1108,486,2024-5yr
71728,32,2,2024-5yr
71730,29760,5530,2024-5yr
71740,2100,243,2024-5yr
71742,4333,1214,2024-5yr
71743,2913,672,2024-5yr
71744,2963,776,2024-5yr
71745,147,24,2024-5yr
71747,655,152,2024-5yr
71748,44,16,2024-5yr
71749,2787,321,2024-5yr
71751,573,191,2024-5yr
71752,649,91,2024-5yr
71753,15474,2661,2024-5yr
71758,150,103,2024-5yr
71759,243,61,2024-5yr
71762,2929,625,2024-5yr
71763,1607,304,2024-5yr
71764,1688,423,2024-5yr
71765,1742,543,2024-5yr
71766,690,171,2024-5yr
71770,3307,621,2024-5yr
71772,18,8,2024-5yr
71801,14883,2632,2024-5yr
71820,149,27,2024-5yr
71822,7675,1643,2024-5yr
71823,144,9,2024-5yr
71825,391,56,2024-5yr
71826,962,312,2024-5yr
71827,822,108,2024-5yr
71831,101,72,2024-5yr
71832,10147,1315,2024-5yr
71833,1862,484,2024-5yr
71834,1807,242,2024-5yr
71835,1156,271,2024-5yr
71836,3166,639,2024-5yr
71837,4424,785,2024-5yr
71838,1006,406,2024-5yr
71839,409,68,2024-5yr
71841,589,132,2024-5yr
71842,1955,484,2024-5yr
71845,1663,509,2024-5yr
71846,2944,523,2024-5yr
71847,210,59,2024-5yr
71851,2196,410,2024-5yr
71852,9340,1487,2024-5yr
71853,231,79,2024-5yr
71854,35720,6151,2024-5yr
71855,352,155,2024-5yr
71857,5818,1005,2024-5yr
71858,1495,318,2024-5yr
71859,146,46,2024-5yr
71860,1847,562,2024-5yr
71861,2093,508,2024-5yr
71862,639,68,2024-5yr
71864,90,14,2024-5yr
71865,210,37,2024-5yr
71866,390,96,2024-5yr
71901,28937,5650,2024-5yr
71909,18449,10200,2024-5yr
71913,47477,11328,2024-5yr
71921,3427,731,2024-5yr
71922,159,25,2024-5yr
71923,14875,2334,2024-5yr
71929,4627,982,2024-5yr
71933,1057,305,2024-5yr
71935,866,171,2024-5yr
71937,2098,347,2024-5yr
71940,1125,323,2024-5yr
71941,2203,435,2024-5yr
71942,123,13,2024-5yr
71943,3731,733,2024-5yr
71944,1119,119,2024-5yr
71945,1469,343,2024-5yr
71949,1160,137,2024-5yr
71950,1007,151,2024-5yr
71952,43,28,2024-5yr
71953,13415,3426,2024-5yr
71956,1407,258,2024-5yr
71957,3105,1212,2024-5yr
71958,2494,631,2024-5yr
71959,628,71,2024-5yr
71960,1144,207,2024-5yr
71961,1120,338,2024-5yr
71962,744,181,2024-5yr
71964,4572,989,2024-5yr
71965,298,27,2024-5yr
71968,4437,910,2024-5yr
71969,223,53,2024-5yr
71970,526,71,2024-5yr
71971,719,128,2024-5yr
71972,416,49,2024-5yr
71973,994,187,2024-5yr
71998,669,0,2024-5yr
71999,450,0,2024-5yr
72001,391,93,2024-5yr
72002,21495,2521,2024-5yr
72003,623,124,2024-5yr
72004,661,209,2024-5yr
72005,66,25,2024-5yr
72006,2004,515,2024-5yr
72007,10579,1149,2024-5yr
72010,5204,914,2024-5yr
72011,4648,585,2024-5yr
72012,13502,2050,2024-5yr
72013,1573,356,2024-5yr
72014,38,2,2024-5yr
72015,28712,4473,2024-5yr
72016,2727,579,2024-5yr
72017,203,46,2024-5yr
72019,30055,4869,2024-5yr
72020,3100,593,2024-5yr
72021,3491,873,2024-5yr
72022,18808,2524,2024-5yr
72023,37452,5664,2024-5yr
72024,3998,893,2024-5yr
72025,834,181,2024-5yr
72026,201,106,2024-5yr
72027,1437,379,2024-5yr
72028,14,4,2024-5yr
72029,1918,443,2024-5yr
72030,650,43,2024-5yr
72031,6607,1618,2024-5yr
72032,34469,4577,2024-5yr
72034,50285,6266,2024-5yr
72035,2151,0,2024-5yr
72036,598,227,2024-5yr
72038,76,71,2024-5yr
72039,1983,412,2024-5yr
72040,2421,712,2024-5yr
72041,1175,381,2024-5yr
72042,4993,1126,2024-5yr
72044,1071,388,2024-5yr
72045,1110,332,2024-5yr
72046,3876,920,2024-5yr
72047,894,313,2024-5yr
72048,59,9,2024-5yr
72051,659,105,2024-5yr
72052,119,7,2024-5yr
72053,21,11,2024-5yr
72055,472,78,2024-5yr
72057,1231,389,2024-5yr
72058,18880,2887,2024-5yr
72059,0,0,2024-5yr
72060,539,90,2024-5yr
72061,207,79,2024-5yr
72063,1673,266,2024-5yr
72064,2781,500,2024-5yr
72065,5457,746,2024-5yr
72066,259,129,2024-5yr
72067,2870,879,2024-5yr
72068,838,36,2024-5yr
72069,815,218,2024-5yr
72070,2295,317,2024-5yr
72072,260,112,2024-5yr
72073,826,181,2024-5yr
72074,100,26,2024-5yr
72075,10,0,2024-5yr
72076,38437,5277,2024-5yr
72079,385,187,2024-5yr
72080,558,176,2024-5yr
72081,7436,1313,2024-5yr
72082,1956,366,2024-5yr
72083,310,54,2024-5yr
72084,1047,213,2024-5yr
72085,210,52,2024-5yr
72086,11718,1676,2024-5yr
72087,1732,477,2024-5yr
72088,2542,1488,2024-5yr
72099,629,0,2024-5yr
72101,3019,621,2024-5yr
72102,2620,429,2024-5yr
72103,15736,2495,2024-5yr
72104,23624,4693,2024-5yr
72106,6213,1209,2024-5yr
72107,92,12,2024-5yr
72108,0,0,2024-5yr
72110,11293,2208,2024-5yr
72111,1283,244,2024-5yr
72112,11161,1953,2024-5yr
72113,25596,4311,2024-5yr
72114,10093,1481,2024-5yr
72116,22464,5256,2024-5yr
72117,13438,1928,2024-5yr
72118,22913,3084,2024-5yr
72119,0,0,2024-5yr
72120,34365,6566,2024-5yr
72121,3631,477,2024-5yr
72122,1471,394,2024-5yr
72123,364,75,2024-5yr
72125,837,144,2024-5yr
72126,3241,925,2024-5yr
72127,2565,616,2024-5yr
72128,918,135,2024-5yr
72129,1506,199,2024-5yr
72130,302,45,2024-5yr
72131,4605,1304,2024-5yr
72132,3640,521,2024-5yr
72133,0,0,2024-5yr
72134,355,56,2024-5yr
72135,3239,651,2024-5yr
72136,3209,523,2024-5yr
72137,2267,498,2024-5yr
72139,218,33,2024-5yr
72140,321,61,2024-5yr
72141,660,78,2024-5yr
72142,2557,602,2024-5yr
72143,35000,6061,2024-5yr
72150,12337,2311,2024-5yr
72152,320,56,2024-5yr
72153,4191,804,2024-5yr
72156,811,126,2024-5yr
72157,1483,190,2024-5yr
72160,9071,1503,2024-5yr
72165,40,40,2024-5yr
72166,264,116,2024-5yr
72167,1261,238,2024-5yr
72168,1803,146,2024-5yr
72169,93,7,2024-5yr
72170,174,48,2024-5yr
72173,9990,1264,2024-5yr
72175,396,68,2024-5yr
72176,8678,919,2024-5yr
72178,44,14,2024-5yr
72179,399,63,2024-5yr
72180,89,82,2024-5yr
72181,37,10,2024-5yr
72182,23,0,2024-5yr
72183,904,33,2024-5yr
72199,18,18,2024-5yr
72201,795,81,2024-5yr
72202,9704,1645,2024-5yr
72204,30525,4841,2024-5yr
72205,23043,4191,2024-5yr
72206,22667,4485,2024-5yr
72207,10631,2052,2024-5yr
72209,31607,3173,2024-5yr
72210,15621,2428,2024-5yr
72211,22335,3384,2024-5yr
72212,13698,3036,2024-5yr
72223,26986,5572,2024-5yr
72227,11284,1932,2024-5yr
72301,23959,3665,2024-5yr
72311,80,21,2024-5yr
72313,0,0,2024-5yr
72315,19890,3352,2024-5yr
72320,1604,86,2024-5yr
72322,56,34,2024-5yr
72324,2051,403,2024-5yr
72325,19,0,2024-5yr
72326,1929,450,2024-5yr
72327,1297,220,2024-5yr
72328,73,19,2024-5yr
72329,0,0,2024-5yr
72330,464,49,2024-5yr
72331,2316,380,2024-5yr
72332,135,1,2024-5yr
72333,311,110,2024-5yr
72335,16372,2437,2024-5yr
72338,8,0,2024-5yr
72339,252,57,2024-5yr
72340,43,32,2024-5yr
72341,156,33,2024-5yr
72342,4070,1030,2024-5yr
72346,513,137,2024-5yr
72347,719,222,2024-5yr
72348,2135,577,2024-5yr
72350,988,176,2024-5yr
72351,828,145,2024-5yr
72352,13,8,2024-5yr
72353,47,13,2024-5yr
72354,2403,366,2024-5yr
72355,1780,489,2024-5yr
72358,1338,73,2024-5yr
72359,154,68,2024-5yr
72360,5048,1141,2024-5yr
72364,16034,2063,2024-5yr
72365,2618,654,2024-5yr
72366,1893,498,2024-5yr
72367,0,0,2024-5yr
72368,1212,307,2024-5yr
72369,0,0,2024-5yr
72370,7301,963,2024-5yr
72372,1604,403,2024-5yr
72373,832,259,2024-5yr
72374,562,187,2024-5yr
72376,1463,497,2024-5yr
72377,32,10,2024-5yr
72379,34,34,2024-5yr
72383,45,0,2024-5yr
72384,695,93,2024-5yr
72386,1304,298,2024-5yr
72387,0,0,2024-5yr
72389,287,64,2024-5yr
72390,6577,902,2024-5yr
72391,44,12,2024-5yr
72392,422,72,2024-5yr
72394,451,86,2024-5yr
72395,1058,119,2024-5yr
72396,12766,2189,2024-5yr
72401,42602,5994,2024-5yr
72404,29968,4704,2024-5yr
72405,18675,2055,2024-5yr
72410,400,49,2024-5yr
72411,2997,372,2024-5yr
72412,351,69,2024-5yr
72413,540,134,2024-5yr
72414,227,34,2024-5yr
72415,1376,223,2024-5yr
72416,5642,704,2024-5yr
72417,5940,599,2024-5yr
72419,1394,312,2024-5yr
72421,618,91,2024-5yr
72422,4324,1061,2024-5yr
72424,67,13,2024-5yr
72425,445,83,2024-5yr
72426,168,56,2024-5yr
72427,46,10,2024-5yr
72428,115,13,2024-5yr
72429,247,82,2024-5yr
72430,684,106,2024-5yr
72431,431,170,2024-5yr
72432,6283,1215,2024-5yr
72433,2723,472,2024-5yr
72434,1880,319,2024-5yr
72435,224,18,2024-5yr
72436,885,105,2024-5yr
72437,3134,616,2024-5yr
72438,2274,367,2024-5yr
72440,269,60,2024-5yr
72441,51,35,2024-5yr
72442,4584,731,2024-5yr
72443,2649,598,2024-5yr
72444,1600,336,2024-5yr
72445,91,10,2024-5yr
72447,1835,326,2024-5yr
72449,193,39,2024-5yr
72450,40807,6548,2024-5yr
72453,175,24,2024-5yr
72454,4833,936,2024-5yr
72455,13442,2553,2024-5yr
72456,433,126,2024-5yr
72457,143,48,2024-5yr
72458,567,107,2024-5yr
72459,1348,243,2024-5yr
72460,1016,234,2024-5yr
72461,3643,652,2024-5yr
72462,298,58,2024-5yr
72464,10,0,2024-5yr
72466,1461,264,2024-5yr
72467,948,0,2024-5yr
72469,1050,259,2024-5yr
72470,278,127,2024-5yr
72471,1383,167,2024-5yr
72472,8708,1424,2024-5yr
72473,1852,371,2024-5yr
72476,7334,1327,2024-5yr
72478,323,56,2024-5yr
72479,1152,228,2024-5yr
72482,1226,321,2024-5yr
72501,26218,4514,2024-5yr
72512,2506,806,2024-5yr
72513,2888,931,2024-5yr
72515,0,0,2024-5yr
72517,86,8,2024-5yr
72519,2945,802,2024-5yr
72520,307,205,2024-5yr
72521,4910,913,2024-5yr
72522,191,6,2024-5yr
72523,961,210,2024-5yr
72524,163,9,2024-5yr
72526,158,32,2024-5yr
72527,636,222,2024-5yr
72528,292,112,2024-5yr
72529,5059,1639,2024-5yr
72530,1755,429,2024-5yr
72531,870,242,2024-5yr
72532,1618,394,2024-5yr
72533,334,90,2024-5yr
72534,1368,447,2024-5yr
72536,460,202,2024-5yr
72537,535,232,2024-5yr
72538,672,259,2024-5yr
72539,123,60,2024-5yr
72540,99,54,2024-5yr
72542,4072,989,2024-5yr
72543,12350,3202,2024-5yr
72544,952,389,2024-5yr
72546,0,0,2024-5yr
72550,643,127,2024-5yr
72553,112,19,2024-5yr
72554,2817,699,2024-5yr
72555,256,70,2024-5yr
72556,3765,717,2024-5yr
72560,7634,2452,2024-5yr
72561,972,193,2024-5yr
72562,2913,421,2024-5yr
72564,455,125,2024-5yr
72565,1357,206,2024-5yr
72566,656,170,2024-5yr
72567,222,83,2024-5yr
72568,2110,244,2024-5yr
72569,279,70,2024-5yr
72571,427,37,2024-5yr
72572,360,95,2024-5yr
72573,389,155,2024-5yr
72576,4181,1010,2024-5yr
72577,815,173,2024-5yr
72578,117,13,2024-5yr
72579,1407,129,2024-5yr
72581,735,376,2024-5yr
72583,1272,338,2024-5yr
72584,322,102,2024-5yr
72585,187,0,2024-5yr
72587,0,0,2024-5yr
72601,31370,6207,2024-5yr
72611,1534,502,2024-5yr
72615,41,18,2024-5yr
72616,10907,2136,2024-5yr
72617,444,32,2024-5yr
72619,1675,535,2024-5yr
72623,565,142,2024-5yr
72624,272,61,2024-5yr
72626,1294,547,2024-5yr
72628,737,322,2024-5yr
72629,223,89,2024-5yr
72630,117,29,2024-5yr
72631,4361,1758,2024-5yr
72632,5169,1432,2024-5yr
72633,1512,455,2024-5yr
72634,4977,1413,2024-5yr
72635,3426,755,2024-5yr
72636,16,12,2024-5yr
72638,6912,1035,2024-5yr
72639,775,115,2024-5yr
72640,607,107,2024-5yr
72641,1784,605,2024-5yr
72642,1664,733,2024-5yr
72644,2369,412,2024-5yr
72645,1306,318,2024-5yr
72648,580,123,2024-5yr
72650,4741,1090,2024-5yr
72651,1304,269,2024-5yr
72653,29564,9342,2024-5yr
72655,420,111,2024-5yr
72658,1804,480,2024-5yr
72660,424,154,2024-5yr
72661,777,329,2024-5yr
72662,2967,671,2024-5yr
72663,594,74,2024-5yr
72666,354,149,2024-5yr
72668,763,75,2024-5yr
72669,186,33,2024-5yr
72670,153,0,2024-5yr
72672,227,70,2024-5yr
72675,1047,452,2024-5yr
72677,896,88,2024-5yr
72679,97,86,2024-5yr
72680,1109,312,2024-5yr
72682,226,64,2024-5yr
72683,334,94,2024-5yr
72685,1398,413,2024-5yr
72686,83,45,2024-5yr
72687,6238,1844,2024-5yr
72701,49835,5114,2024-5yr
72703,35896,4792,2024-5yr
72704,32497,3100,2024-5yr
72712,38690,4192,2024-5yr
72713,28999,1799,2024-5yr
72714,14350,3364,2024-5yr
72715,17288,6678,2024-5yr
72717,1068,157,2024-5yr
72718,5806,530,2024-5yr
72719,19701,1333,2024-5yr
72721,851,99,2024-5yr
72722,2876,338,2024-5yr
72727,6703,1414,2024-5yr
72729,154,0,2024-5yr
72730,11570,1871,2024-5yr
72732,5392,1069,2024-5yr
72734,8694,1394,2024-5yr
72736,7886,1214,2024-5yr
72738,2688,446,2024-5yr
72739,463,128,2024-5yr
72740,10179,2032,2024-5yr
72742,400,43,2024-5yr
72744,5520,1059,2024-5yr
72745,15447,1804,2024-5yr
72747,135,69,2024-5yr
72749,296,0,2024-5yr
72751,9997,1228,2024-5yr
72752,409,155,2024-5yr
72753,10744,1522,2024-5yr
72756,41791,6466,2024-5yr
72758,48233,5521,2024-5yr
72760,300,83,2024-5yr
72761,24745,3259,2024-5yr
72762,46092,6410,2024-5yr
72764,58719,5741,2024-5yr
72768,1026,150,2024-5yr
72769,907,211,2024-5yr
72773,1381,284,2024-5yr
72774,7082,1018,2024-5yr
72776,520,121,2024-5yr
72801,19019,2438,2024-5yr
72802,23283,4158,2024-5yr
72821,1972,314,2024-5yr
72823,6023,902,2024-5yr
72824,2473,425,2024-5yr
72826,10,2,2024-5yr
72827,78,44,2024-5yr
72828,123,45,2024-5yr
72829,0,0,2024-5yr
72830,15757,2796,2024-5yr
72832,649,165,2024-5yr
72833,3620,498,2024-5yr
72834,9482,1608,2024-5yr
72835,727,100,2024-5yr
72837,8499,1864,2024-5yr
72838,203,79,2024-5yr
72839,328,71,2024-5yr
72840,2448,301,2024-5yr
72841,316,82,2024-5yr
72842,1112,202,2024-5yr
72843,1984,426,2024-5yr
72845,1063,134,2024-5yr
72846,3853,585,2024-5yr
72847,3040,516,2024-5yr
72851,829,290,2024-5yr
72852,189,116,2024-5yr
72853,2002,240,2024-5yr
72854,791,146,2024-5yr
72855,6167,1284,2024-5yr
72856,446,76,2024-5yr
72857,1190,407,2024-5yr
72858,3030,358,2024-5yr
72860,269,87,2024-5yr
72863,1856,392,2024-5yr
72865,1040,167,2024-5yr
72901,19819,3032,2024-5yr
72903,27242,4914,2024-5yr
72904,21296,2649,2024-5yr
72905,0,0,2024-5yr
72908,14288,2601,2024-5yr
72916,11711,2046,2024-5yr
72921,12888,2270,2024-5yr
72923,4956,990,2024-5yr
72926,587,95,2024-5yr
72927,7944,1642,2024-5yr
72928,522,240,2024-5yr
72930,207,46,2024-5yr
72932,1696,328,2024-5yr
72933,5087,1395,2024-5yr
72934,1147,300,2024-5yr
72935,521,70,2024-5yr
72936,14070,2781,2024-5yr
72937,4075,675,2024-5yr
72938,933,186,2024-5yr
72940,1829,353,2024-5yr
72941,5140,742,2024-5yr
72943,2708,405,2024-5yr
72944,2599,734,2024-5yr
72945,475,59,2024-5yr
72946,3844,659,2024-5yr
72947,4493,719,2024-5yr
72948,334,110,2024-5yr
72949,9477,1761,2024-5yr
72950,517,166,2024-5yr
72951,729,304,2024-5yr
72952,2101,455,2024-5yr
72955,719,104,2024-5yr
72956,34546,6140,2024-5yr
72958,6948,985,2024-5yr
72959,2972,931,2024-5yr
73001,64,11,2024-5yr
73002,1177,190,2024-5yr
73003,23236,3757,2024-5yr
73004,853,169,2024-5yr
73005,7558,1077,2024-5yr
73006,2424,536,2024-5yr
73007,3170,576,2024-5yr
73008,21472,3509,2024-5yr
73009,875,198,2024-5yr
73010,21521,3153,2024-5yr
73011,607,87,2024-5yr
73012,46993,5174,2024-5yr
73013,58023,8356,2024-5yr
73014,1348,256,2024-5yr
73015,2240,456,2024-5yr
73016,2492,268,2024-5yr
73017,1351,175,2024-5yr
73018,20505,3628,2024-5yr
73019,0,0,2024-5yr
73020,25645,4556,2024-5yr
73021,241,78,2024-5yr
73022,0,0,2024-5yr
73024,681,162,2024-5yr
73025,16914,2939,2024-5yr
73026,11216,2263,2024-5yr
73027,1190,300,2024-5yr
73028,3389,659,2024-5yr
73029,1525,241,2024-5yr
73030,4499,908,2024-5yr
73031,44,4,2024-5yr
73032,227,29,2024-5yr
73033,553,44,2024-5yr
73034,48831,7626,2024-5yr
73036,21387,2966,2024-5yr
73038,1483,294,2024-5yr
73040,1349,188,2024-5yr
73041,354,96,2024-5yr
73042,1009,197,2024-5yr
73043,142,54,2024-5yr
73044,25398,4825,2024-5yr
73045,11517,1620,2024-5yr
73047,6493,717,2024-5yr
73048,2149,526,2024-5yr
73049,7407,1000,2024-5yr
73050,1228,42,2024-5yr
73051,10274,1611,2024-5yr
73052,6380,790,2024-5yr
73053,703,110,2024-5yr
73054,4702,911,2024-5yr
73055,10064,1862,2024-5yr
73056,455,149,2024-5yr
73057,2222,580,2024-5yr
73058,296,79,2024-5yr
73059,2784,553,2024-5yr
73061,1794,251,2024-5yr
73062,1105,312,2024-5yr
73063,730,131,2024-5yr
73064,28919,4394,2024-5yr
73065,11685,1673,2024-5yr
73066,249,46,2024-5yr
73067,1606,391,2024-5yr
73068,12258,2186,2024-5yr
73069,28462,3986,2024-5yr
73070,97,15,2024-5yr
73071,43798,4918,2024-5yr
73072,50881,8202,2024-5yr
73073,706,243,2024-5yr
73074,1208,194,2024-5yr
73075,9383,1770,2024-5yr
73077,6087,1176,2024-5yr
73078,13021,1853,2024-5yr
73079,682,139,2024-5yr
73080,10773,1733,2024-5yr
73082,2714,538,2024-5yr
73084,6641,1345,2024-5yr
73086,8404,1789,2024-5yr
73089,14290,2249,2024-5yr
73090,927,96,2024-5yr
73092,732,137,2024-5yr
73093,3767,622,2024-5yr
73095,1748,305,2024-5yr
73096,14364,1863,2024-5yr
73097,178,0,2024-5yr
73098,3382,788,2024-5yr
73099,91014,11958,2024-5yr
73102,3812,199,2024-5yr
73103,5486,708,2024-5yr
73104,3692,265,2024-5yr
73105,5900,949,2024-5yr
73106,12140,911,2024-5yr
73107,25791,2566,2024-5yr
73108,14919,1229,2024-5yr
73109,21378,2218,2024-5yr
73110,32348,4863,2024-5yr
73111,10727,2649,2024-5yr
73112,30372,4803,2024-5yr
73114,17656,2161,2024-5yr
73115,20225,3161,2024-5yr
73116,10211,2062,2024-5yr
73117,6225,741,2024-5yr
73118,14262,2044,2024-5yr
73119,30398,2704,2024-5yr
73120,35559,6180,2024-5yr
73121,3075,862,2024-5yr
73122,12635,2284,2024-5yr
73127,25865,2706,2024-5yr
73128,6281,1064,2024-5yr
73129,20014,1549,2024-5yr
73130,21476,4569,2024-5yr
73131,3845,828,2024-5yr
73132,27834,4530,2024-5yr
73134,7522,993,2024-5yr
73135,22022,2437,2024-5yr
73139,17920,2871,2024-5yr
73141,3562,480,2024-5yr
73142,17548,2562,2024-5yr
73145,3612,0,2024-5yr
73149,6031,522,2024-5yr
73150,5688,1175,2024-5yr
73151,2254,533,2024-5yr
73159,31447,4284,2024-5yr
73160,62690,7706,2024-5yr
73162,28728,6310,2024-5yr
73165,8357,955,2024-5yr
73169,3095,213,2024-5yr
73170,41458,8176,2024-5yr
73173,4780,550,2024-5yr
73179,8532,1158,2024-5yr
73401,36833,5965,2024-5yr
73425,201,40,2024-5yr
73430,1337,377,2024-5yr
73432,862,208,2024-5yr
73433,2583,388,2024-5yr
73434,574,86,2024-5yr
73435,63,16,2024-5yr
73436,152,14,2024-5yr
73437,108,49,2024-5yr
73438,2938,545,2024-5yr
73439,7141,1940,2024-5yr
73440,218,70,2024-5yr
73441,102,38,2024-5yr
73442,275,87,2024-5yr
73443,3380,566,2024-5yr
73444,103,19,2024-5yr
73446,8479,1558,2024-5yr
73447,1090,157,2024-5yr
73448,5913,876,2024-5yr
73449,3088,754,2024-5yr
73450,1562,326,2024-5yr
73453,662,153,2024-5yr
73455,590,94,2024-5yr
73456,1621,314,2024-5yr
73458,741,116,2024-5yr
73459,1569,265,2024-5yr
73460,4240,715,2024-5yr
73461,710,127,2024-5yr
73463,3909,893,2024-5yr
73481,842,211,2024-5yr
73487,178,36,2024-5yr
73488,11,0,2024-5yr
73491,791,101,2024-5yr
73501,20397,3235,2024-5yr
73503,11468,0,2024-5yr
73505,47790,6897,2024-5yr
73507,21046,3059,2024-5yr
73520,91,37,2024-5yr
73521,20155,3064,2024-5yr
73523,243,0,2024-5yr
73526,2049,304,2024-5yr
73527,5109,848,2024-5yr
73528,617,105,2024-5yr
73529,4898,1299,2024-5yr
73530,340,102,2024-5yr
73531,368,93,2024-5yr
73532,451,92,2024-5yr
73533,27618,5736,2024-5yr
73537,543,106,2024-5yr
73538,7128,761,2024-5yr
73539,189,34,2024-5yr
73540,324,87,2024-5yr
73541,3257,839,2024-5yr
73542,4092,786,2024-5yr
73543,1993,311,2024-5yr
73544,178,108,2024-5yr
73546,1127,323,2024-5yr
73547,1853,324,2024-5yr
73548,428,106,2024-5yr
73549,320,72,2024-5yr
73550,2179,367,2024-5yr
73551,11,6,2024-5yr
73552,1404,391,2024-5yr
73553,19,14,2024-5yr
73554,3309,509,2024-5yr
73555,239,17,2024-5yr
73556,134,14,2024-5yr
73557,261,55,2024-5yr
73559,345,107,2024-5yr
73560,654,183,2024-5yr
73562,535,118,2024-5yr
73564,386,101,2024-5yr
73565,941,223,2024-5yr
73566,1459,263,2024-5yr
73567,781,134,2024-5yr
73568,1144,253,2024-5yr
73569,342,104,2024-5yr
73570,970,140,2024-5yr
73571,33,26,2024-5yr
73572,3045,557,2024-5yr
73573,2416,437,2024-5yr
73601,9597,1465,2024-5yr
