ZIP,Population_Total,Population_65Plus,ACS_Year
25526,22514,4185,2024-5yr
25529,1027,133,2024-5yr
25530,6856,1295,2024-5yr
25534,65,50,2024-5yr
25535,2461,191,2024-5yr
25537,1855,312,2024-5yr
25540,192,0,2024-5yr
25541,9318,1742,2024-5yr
25544,16,0,2024-5yr
25545,5670,1273,2024-5yr
25547,583,119,2024-5yr
25550,8963,2480,2024-5yr
25555,2008,271,2024-5yr
25557,1251,273,2024-5yr
25559,1899,693,2024-5yr
25560,9303,1790,2024-5yr
25564,1335,194,2024-5yr
25565,774,195,2024-5yr
25567,823,137,2024-5yr
25570,6445,1719,2024-5yr
25571,1365,204,2024-5yr
25573,600,116,2024-5yr
25601,4380,1114,2024-5yr
25606,1341,190,2024-5yr
25607,847,297,2024-5yr
25608,1051,125,2024-5yr
25611,1211,320,2024-5yr
25612,198,68,2024-5yr
25617,163,24,2024-5yr
25621,1739,493,2024-5yr
25624,388,77,2024-5yr
25625,1445,169,2024-5yr
25628,440,81,2024-5yr
25630,279,52,2024-5yr
25632,663,106,2024-5yr
25634,1358,165,2024-5yr
25635,1408,211,2024-5yr
25637,1004,331,2024-5yr
25638,249,37,2024-5yr
25639,544,196,2024-5yr
25644,761,208,2024-5yr
25646,1204,215,2024-5yr
25647,140,65,2024-5yr
25649,1722,201,2024-5yr
25650,86,0,2024-5yr
25651,533,121,2024-5yr
25652,1524,229,2024-5yr
25653,74,52,2024-5yr
25654,346,98,2024-5yr
25661,4277,992,2024-5yr
25666,145,38,2024-5yr
25667,467,45,2024-5yr
25669,633,83,2024-5yr
25670,3203,850,2024-5yr
25671,1898,456,2024-5yr
25672,377,180,2024-5yr
25674,1999,497,2024-5yr
25676,1239,125,2024-5yr
25678,1336,402,2024-5yr
25685,763,61,2024-5yr
25688,361,78,2024-5yr
25690,742,123,2024-5yr
25692,1395,187,2024-5yr
25696,1241,278,2024-5yr
25699,30,30,2024-5yr
25701,21197,5400,2024-5yr
25702,7188,1300,2024-5yr
25703,4598,236,2024-5yr
25704,14351,3140,2024-5yr
25705,20922,3667,2024-5yr
25755,1644,0,2024-5yr
25801,31128,6960,2024-5yr
25810,109,0,2024-5yr
25811,37,0,2024-5yr
25812,1339,418,2024-5yr
25813,6958,1379,2024-5yr
25817,195,195,2024-5yr
25818,163,42,2024-5yr
25820,583,65,2024-5yr
25823,423,81,2024-5yr
25825,2659,288,2024-5yr
25826,700,89,2024-5yr
25827,1380,404,2024-5yr
25831,1389,334,2024-5yr
25832,4818,1110,2024-5yr
25836,1333,268,2024-5yr
25837,314,83,2024-5yr
25839,390,125,2024-5yr
25840,7746,1742,2024-5yr
25841,526,213,2024-5yr
25843,986,140,2024-5yr
25844,607,126,2024-5yr
25845,596,45,2024-5yr
25846,34,34,2024-5yr
25848,131,40,2024-5yr
25849,193,0,2024-5yr
25851,0,0,2024-5yr
25853,106,0,2024-5yr
25854,704,191,2024-5yr
25855,339,60,2024-5yr
25857,0,0,2024-5yr
25862,216,205,2024-5yr
25864,299,30,2024-5yr
25865,1573,651,2024-5yr
25866,308,135,2024-5yr
25868,610,54,2024-5yr
25870,19,9,2024-5yr
25871,778,222,2024-5yr
25873,926,335,2024-5yr
25875,779,69,2024-5yr
25876,90,0,2024-5yr
25878,1094,283,2024-5yr
25879,273,82,2024-5yr
25880,6163,1131,2024-5yr
25882,2268,426,2024-5yr
25901,10012,1756,2024-5yr
25902,260,109,2024-5yr
25904,559,178,2024-5yr
25907,283,12,2024-5yr
25908,130,0,2024-5yr
25909,836,151,2024-5yr
25911,160,74,2024-5yr
25913,137,42,2024-5yr
25915,252,138,2024-5yr
25916,200,53,2024-5yr
25917,1255,443,2024-5yr
25918,4844,908,2024-5yr
25920,330,56,2024-5yr
25921,1989,360,2024-5yr
25922,63,19,2024-5yr
25928,803,87,2024-5yr
25932,167,0,2024-5yr
25936,5,0,2024-5yr
25938,1739,148,2024-5yr
25942,32,32,2024-5yr
25943,0,0,2024-5yr
25951,4904,1354,2024-5yr
25958,483,128,2024-5yr
25962,3302,656,2024-5yr
25966,95,22,2024-5yr
25969,1826,579,2024-5yr
25971,1438,386,2024-5yr
25972,352,59,2024-5yr
25976,2469,706,2024-5yr
25977,50,7,2024-5yr
25978,534,180,2024-5yr
25979,541,207,2024-5yr
25981,842,129,2024-5yr
25984,2014,363,2024-5yr
25985,366,91,2024-5yr
25986,257,79,2024-5yr
25989,471,152,2024-5yr
26003,39982,10075,2024-5yr
26030,443,112,2024-5yr
26031,1770,320,2024-5yr
26032,1061,106,2024-5yr
26033,1801,441,2024-5yr
26034,4664,1170,2024-5yr
26035,2491,692,2024-5yr
26036,712,135,2024-5yr
26037,5714,1347,2024-5yr
26038,2752,949,2024-5yr
26039,493,219,2024-5yr
26040,1899,313,2024-5yr
26041,15254,3121,2024-5yr
26047,5357,1270,2024-5yr
26050,1357,239,2024-5yr
26055,1139,233,2024-5yr
26056,233,25,2024-5yr
26058,17,0,2024-5yr
26059,2888,477,2024-5yr
26060,1655,222,2024-5yr
26062,20578,5225,2024-5yr
26070,7741,2139,2024-5yr
26074,1391,111,2024-5yr
26075,519,156,2024-5yr
26101,28005,5407,2024-5yr
26104,16805,3762,2024-5yr
26105,12107,2706,2024-5yr
26133,1210,236,2024-5yr
26134,902,206,2024-5yr
26136,307,168,2024-5yr
26137,818,153,2024-5yr
26138,58,26,2024-5yr
26141,356,129,2024-5yr
26142,2262,414,2024-5yr
26143,3363,778,2024-5yr
26146,1215,208,2024-5yr
26147,2089,495,2024-5yr
26148,164,67,2024-5yr
26149,2314,726,2024-5yr
26150,5869,1178,2024-5yr
26151,572,252,2024-5yr
26152,0,0,2024-5yr
26155,8003,1695,2024-5yr
26159,2446,470,2024-5yr
26160,1163,225,2024-5yr
26161,415,128,2024-5yr
26162,0,0,2024-5yr
26164,7435,1677,2024-5yr
26167,474,157,2024-5yr
26169,726,201,2024-5yr
26170,5701,1081,2024-5yr
26175,2991,661,2024-5yr
26178,184,90,2024-5yr
26180,2106,490,2024-5yr
26181,6167,1706,2024-5yr
26184,2352,380,2024-5yr
26187,6060,1580,2024-5yr
26201,18689,4277,2024-5yr
26202,457,140,2024-5yr
26203,312,77,2024-5yr
26205,2957,648,2024-5yr
26206,2807,785,2024-5yr
26208,893,233,2024-5yr
26209,63,32,2024-5yr
26210,124,19,2024-5yr
26215,166,0,2024-5yr
26217,283,8,2024-5yr
26218,2883,491,2024-5yr
26222,309,144,2024-5yr
26224,311,104,2024-5yr
26228,42,29,2024-5yr
26230,37,0,2024-5yr
26234,1045,352,2024-5yr
26236,19,19,2024-5yr
26237,579,54,2024-5yr
26238,1107,365,2024-5yr
26241,14102,3404,2024-5yr
26250,5322,856,2024-5yr
26253,2589,606,2024-5yr
26254,137,76,2024-5yr
26257,820,122,2024-5yr
26259,113,78,2024-5yr
26260,1194,377,2024-5yr
26261,2760,728,2024-5yr
26263,206,92,2024-5yr
26264,618,124,2024-5yr
26266,217,0,2024-5yr
26267,650,106,2024-5yr
26268,34,34,2024-5yr
26269,843,214,2024-5yr
26270,934,240,2024-5yr
26271,299,96,2024-5yr
26273,1964,215,2024-5yr
26275,520,66,2024-5yr
26276,797,200,2024-5yr
26278,622,139,2024-5yr
26280,1390,295,2024-5yr
26282,205,123,2024-5yr
26283,1410,330,2024-5yr
26285,261,153,2024-5yr
26287,3034,710,2024-5yr
26288,3148,846,2024-5yr
26289,11,0,2024-5yr
26291,12,12,2024-5yr
26292,789,290,2024-5yr
26293,661,88,2024-5yr
26294,744,176,2024-5yr
26296,0,0,2024-5yr
26298,20,20,2024-5yr
26301,28716,5476,2024-5yr
26320,723,139,2024-5yr
26321,344,17,2024-5yr
26323,382,56,2024-5yr
26325,221,79,2024-5yr
26327,51,42,2024-5yr
26330,15600,3364,2024-5yr
26335,1149,276,2024-5yr
26337,806,144,2024-5yr
26338,518,101,2024-5yr
26339,223,83,2024-5yr
26342,483,132,2024-5yr
26343,419,52,2024-5yr
26346,675,118,2024-5yr
26347,2807,404,2024-5yr
26348,184,91,2024-5yr
26349,157,20,2024-5yr
26351,4440,530,2024-5yr
26354,9558,2244,2024-5yr
26361,102,17,2024-5yr
26362,3270,675,2024-5yr
26366,13,0,2024-5yr
26369,387,148,2024-5yr
26372,635,83,2024-5yr
26374,1676,465,2024-5yr
26376,487,105,2024-5yr
26377,654,304,2024-5yr
26378,4778,1183,2024-5yr
26384,201,38,2024-5yr
26385,2870,564,2024-5yr
26386,2243,513,2024-5yr
26404,113,16,2024-5yr
26405,803,214,2024-5yr
26408,2043,376,2024-5yr
26410,577,158,2024-5yr
26411,554,155,2024-5yr
26412,767,57,2024-5yr
26415,3308,612,2024-5yr
26416,7693,1682,2024-5yr
26419,758,136,2024-5yr
26421,198,44,2024-5yr
26422,94,35,2024-5yr
26424,290,0,2024-5yr
26425,999,241,2024-5yr
26426,7575,1549,2024-5yr
26430,216,45,2024-5yr
26431,6271,1208,2024-5yr
26435,87,0,2024-5yr
26436,310,48,2024-5yr
26437,502,36,2024-5yr
26438,87,0,2024-5yr
26440,1046,209,2024-5yr
26443,450,47,2024-5yr
26444,3490,1015,2024-5yr
26447,1174,248,2024-5yr
26448,1005,315,2024-5yr
26451,591,30,2024-5yr
26452,9220,1930,2024-5yr
26456,2998,829,2024-5yr
26463,246,30,2024-5yr
26501,19529,3070,2024-5yr
26505,37492,3883,2024-5yr
26506,1476,0,2024-5yr
26508,40231,5829,2024-5yr
26519,2363,325,2024-5yr
26520,483,86,2024-5yr
26521,113,56,2024-5yr
26524,77,38,2024-5yr
26525,8630,1194,2024-5yr
26534,792,138,2024-5yr
26537,5276,1215,2024-5yr
26541,3254,322,2024-5yr
26542,2067,519,2024-5yr
26543,0,0,2024-5yr
26544,0,0,2024-5yr
26546,341,134,2024-5yr
26547,2828,590,2024-5yr
26554,42118,8157,2024-5yr
26559,1619,274,2024-5yr
26560,153,11,2024-5yr
26562,721,82,2024-5yr
26563,261,54,2024-5yr
26568,650,163,2024-5yr
26570,3350,724,2024-5yr
26571,1788,421,2024-5yr
26572,114,0,2024-5yr
26574,506,109,2024-5yr
26575,523,155,2024-5yr
26576,634,300,2024-5yr
26581,870,316,2024-5yr
26582,3743,930,2024-5yr
26585,977,193,2024-5yr
26586,58,40,2024-5yr
26587,98,40,2024-5yr
26588,2635,529,2024-5yr
26590,550,242,2024-5yr
26591,1568,248,2024-5yr
26601,4121,828,2024-5yr
26610,723,303,2024-5yr
26611,69,42,2024-5yr
26615,115,30,2024-5yr
26617,763,78,2024-5yr
26619,695,104,2024-5yr
26621,744,283,2024-5yr
26623,1425,293,2024-5yr
26624,2219,829,2024-5yr
26627,357,11,2024-5yr
26629,257,41,2024-5yr
26631,214,64,2024-5yr
26636,288,96,2024-5yr
26638,89,59,2024-5yr
26651,9067,2263,2024-5yr
26656,414,30,2024-5yr
26660,449,73,2024-5yr
26662,743,229,2024-5yr
26667,136,45,2024-5yr
26671,459,61,2024-5yr
26676,126,116,2024-5yr
26678,1427,269,2024-5yr
26679,1628,370,2024-5yr
26680,307,118,2024-5yr
26681,871,230,2024-5yr
26684,275,89,2024-5yr
26690,824,52,2024-5yr
26691,741,12,2024-5yr
26704,5148,1418,2024-5yr
26705,716,297,2024-5yr
26707,299,60,2024-5yr
26710,1912,436,2024-5yr
26711,2724,767,2024-5yr
26714,441,97,2024-5yr
26716,944,146,2024-5yr
26717,1593,237,2024-5yr
26719,2082,661,2024-5yr
26720,54,12,2024-5yr
26722,496,99,2024-5yr
26726,12629,2905,2024-5yr
26731,276,101,2024-5yr
26739,702,197,2024-5yr
26743,2216,474,2024-5yr
26750,759,102,2024-5yr
26753,5960,1398,2024-5yr
26755,607,108,2024-5yr
26757,7029,1792,2024-5yr
26761,425,390,2024-5yr
26763,1253,145,2024-5yr
26764,4175,817,2024-5yr
26767,393,57,2024-5yr
26801,1517,486,2024-5yr
26802,893,293,2024-5yr
26804,530,109,2024-5yr
26807,2228,702,2024-5yr
26808,903,119,2024-5yr
26810,319,107,2024-5yr
26812,1525,383,2024-5yr
26814,440,162,2024-5yr
26815,539,136,2024-5yr
26817,425,36,2024-5yr
26818,1616,86,2024-5yr
26823,109,43,2024-5yr
26833,2890,601,2024-5yr
26836,5625,1351,2024-5yr
26838,0,0,2024-5yr
26845,1015,157,2024-5yr
26847,5305,1502,2024-5yr
26851,1870,579,2024-5yr
26852,1029,262,2024-5yr
26855,633,174,2024-5yr
26865,218,38,2024-5yr
26866,989,241,2024-5yr
26884,204,55,2024-5yr
26886,158,68,2024-5yr
27006,16247,4410,2024-5yr
27007,2095,367,2024-5yr
27009,2939,870,2024-5yr
27011,5582,1243,2024-5yr
27012,30543,6178,2024-5yr
27013,6575,965,2024-5yr
27014,939,120,2024-5yr
27016,1900,475,2024-5yr
27017,10085,1633,2024-5yr
27018,7388,1493,2024-5yr
27019,3544,1216,2024-5yr
27020,6207,1080,2024-5yr
27021,17106,3861,2024-5yr
27022,1285,264,2024-5yr
27023,14414,2271,2024-5yr
27024,2387,753,2024-5yr
27025,12537,2414,2024-5yr
27027,3836,1024,2024-5yr
27028,26566,5198,2024-5yr
27030,36241,7634,2024-5yr
27040,12665,2457,2024-5yr
27041,8303,1592,2024-5yr
27042,278,83,2024-5yr
27043,6295,1471,2024-5yr
27045,10863,1739,2024-5yr
27046,2032,697,2024-5yr
27047,1247,106,2024-5yr
27048,7814,1825,2024-5yr
27050,3823,679,2024-5yr
27051,7873,1563,2024-5yr
27052,10506,2073,2024-5yr
27053,3068,963,2024-5yr
27054,1931,496,2024-5yr
27055,14674,3203,2024-5yr
27101,22973,3218,2024-5yr
27103,33325,6160,2024-5yr
27104,31783,6313,2024-5yr
27105,40678,6271,2024-5yr
27106,49670,9024,2024-5yr
27107,50769,7390,2024-5yr
27109,2823,0,2024-5yr
27110,2181,0,2024-5yr
27127,41443,5868,2024-5yr
27201,139,10,2024-5yr
27202,135,0,2024-5yr
27203,23224,3744,2024-5yr
27205,36947,7500,2024-5yr
27207,4367,978,2024-5yr
27208,1979,482,2024-5yr
27209,3906,691,2024-5yr
27212,1997,339,2024-5yr
27213,60,26,2024-5yr
27214,14766,2552,2024-5yr
27215,47102,9726,2024-5yr
27217,41406,6150,2024-5yr
27229,3456,408,2024-5yr
27231,2331,648,2024-5yr
27233,3178,731,2024-5yr
27235,5237,1595,2024-5yr
27239,7954,1963,2024-5yr
27242,1674,240,2024-5yr
27243,5677,1271,2024-5yr
27244,16329,2108,2024-5yr
27247,42,38,2024-5yr
27248,4234,596,2024-5yr
27249,13741,3404,2024-5yr
27252,1425,552,2024-5yr
27253,33114,6012,2024-5yr
27256,64,0,2024-5yr
27258,6391,930,2024-5yr
27259,14,0,2024-5yr
27260,25299,3656,2024-5yr
27262,28353,3913,2024-5yr
27263,21446,3975,2024-5yr
27265,48798,9343,2024-5yr
27268,1611,0,2024-5yr
27278,27925,5448,2024-5yr
27281,3864,906,2024-5yr
27282,15927,3095,2024-5yr
27283,3366,597,2024-5yr
27284,58065,10955,2024-5yr
27288,22926,4647,2024-5yr
27291,1656,409,2024-5yr
27292,40311,8091,2024-5yr
27295,39267,7543,2024-5yr
27298,10090,1721,2024-5yr
27299,5034,702,2024-5yr
27301,11067,1914,2024-5yr
27302,35418,6199,2024-5yr
27305,1397,532,2024-5yr
27306,5486,1427,2024-5yr
27310,8622,1084,2024-5yr
27311,3842,683,2024-5yr
27312,23341,6312,2024-5yr
27313,7781,1421,2024-5yr
27314,594,182,2024-5yr
27315,1751,397,2024-5yr
27316,7084,1142,2024-5yr
27317,17870,3135,2024-5yr
27320,38896,8514,2024-5yr
27325,6737,1218,2024-5yr
27326,3396,723,2024-5yr
27330,39778,6254,2024-5yr
27332,36947,6125,2024-5yr
27340,48,0,2024-5yr
27341,5350,709,2024-5yr
27342,96,20,2024-5yr
27343,1232,403,2024-5yr
27344,19198,3430,2024-5yr
27349,7061,1188,2024-5yr
27350,5882,1259,2024-5yr
27351,145,0,2024-5yr
27355,2291,517,2024-5yr
27356,3193,634,2024-5yr
27357,9922,1670,2024-5yr
27358,15685,2305,2024-5yr
27360,49510,8369,2024-5yr
27370,15001,2952,2024-5yr
27371,7572,1553,2024-5yr
27374,105,16,2024-5yr
27376,9317,3076,2024-5yr
27377,10885,1575,2024-5yr
27379,4479,1251,2024-5yr
27401,21920,3075,2024-5yr
27403,22557,2542,2024-5yr
27405,54303,5865,2024-5yr
27406,60651,9681,2024-5yr
27407,51697,7392,2024-5yr
27408,16519,3933,2024-5yr
27409,17551,2316,2024-5yr
27410,54921,10978,2024-5yr
27411,1433,0,2024-5yr
27412,3055,0,2024-5yr
27455,29302,5133,2024-5yr
27501,24806,3390,2024-5yr
27502,48530,5342,2024-5yr
27503,5374,1201,2024-5yr
27504,17079,3163,2024-5yr
27505,8152,768,2024-5yr
27506,1056,0,2024-5yr
27507,1811,226,2024-5yr
27508,2362,411,2024-5yr
27509,7766,1241,2024-5yr
27510,13868,1318,2024-5yr
27511,33221,6658,2024-5yr
27513,46979,6434,2024-5yr
27514,32951,4283,2024-5yr
27516,47358,7074,2024-5yr
27517,29564,7298,2024-5yr
27518,19735,4611,2024-5yr
27519,69836,7170,2024-5yr
27520,48014,5798,2024-5yr
27521,6549,1470,2024-5yr
27522,13083,1891,2024-5yr
27523,20269,3198,2024-5yr
27524,13999,2002,2024-5yr
27525,17110,2552,2024-5yr
27526,61588,9690,2024-5yr
27527,39256,4297,2024-5yr
27529,55242,8168,2024-5yr
27530,37634,6841,2024-5yr
27531,555,0,2024-5yr
27533,664,22,2024-5yr
27534,30415,5803,2024-5yr
27536,15298,2560,2024-5yr
27537,24708,4783,2024-5yr
27539,25878,2451,2024-5yr
27540,47771,4578,2024-5yr
27541,3399,960,2024-5yr
27542,9850,1897,2024-5yr
27544,3329,925,2024-5yr
27545,34163,3397,2024-5yr
27546,21419,3337,2024-5yr
27549,25543,5043,2024-5yr
27551,1836,574,2024-5yr
27553,1506,352,2024-5yr
27555,573,107,2024-5yr
27556,142,10,2024-5yr
27557,8657,1034,2024-5yr
27559,2312,499,2024-5yr
27560,40792,2657,2024-5yr
27562,5659,319,2024-5yr
27563,5205,1247,2024-5yr
27565,23826,5312,2024-5yr
27568,1542,238,2024-5yr
27569,8833,1377,2024-5yr
27570,0,0,2024-5yr
27571,9095,1306,2024-5yr
27572,6131,1286,2024-5yr
27573,11537,2632,2024-5yr
27574,14928,3202,2024-5yr
27576,21624,3447,2024-5yr
27577,28354,4805,2024-5yr
27581,3880,585,2024-5yr
27582,254,60,2024-5yr
27583,7242,1088,2024-5yr
27584,178,20,2024-5yr
27587,82886,10756,2024-5yr
27589,6739,1620,2024-5yr
27591,29838,4952,2024-5yr
27592,21114,2120,2024-5yr
27593,0,0,2024-5yr
27594,61,61,2024-5yr
27596,22232,3015,2024-5yr
27597,30184,4633,2024-5yr
27599,0,0,2024-5yr
27601,9905,707,2024-5yr
27603,53972,7061,2024-5yr
27604,44514,5695,2024-5yr
27605,6286,982,2024-5yr
27606,45444,4726,2024-5yr
27607,28438,2345,2024-5yr
27608,12604,2122,2024-5yr
27609,35573,6154,2024-5yr
27610,81419,9094,2024-5yr
27612,41952,6796,2024-5yr
27613,45235,7059,2024-5yr
27614,34226,5830,2024-5yr
27615,46019,9608,2024-5yr
27616,63520,5282,2024-5yr
27617,20237,2067,2024-5yr
27695,1993,0,2024-5yr
27697,0,0,2024-5yr
27701,24793,2579,2024-5yr
27703,63458,9017,2024-5yr
27704,40102,5465,2024-5yr
27705,49923,8470,2024-5yr
27707,51274,7275,2024-5yr
27708,3253,0,2024-5yr
27709,0,0,2024-5yr
27712,24299,5318,2024-5yr
27713,59197,6962,2024-5yr
27801,19532,3171,2024-5yr
27803,20055,4417,2024-5yr
27804,30713,6213,2024-5yr
27805,2517,621,2024-5yr
27806,2152,532,2024-5yr
27807,5958,957,2024-5yr
27808,2220,648,2024-5yr
27809,3930,734,2024-5yr
27810,3336,1053,2024-5yr
27812,2188,545,2024-5yr
27813,743,113,2024-5yr
27814,1671,447,2024-5yr
27815,0,0,2024-5yr
27816,3019,1231,2024-5yr
27817,7834,2161,2024-5yr
27818,850,231,2024-5yr
27819,561,55,2024-5yr
27820,2201,336,2024-5yr
27821,64,21,2024-5yr
27822,7838,1771,2024-5yr
27823,6553,1301,2024-5yr
27824,1109,162,2024-5yr
27825,100,12,2024-5yr
27826,821,95,2024-5yr
27827,112,5,2024-5yr
27828,7909,1872,2024-5yr
27829,1664,566,2024-5yr
27830,4006,915,2024-5yr
27831,2362,738,2024-5yr
27832,2783,732,2024-5yr
27834,56347,7611,2024-5yr
27837,6489,1111,2024-5yr
27839,3279,670,2024-5yr
27840,306,119,2024-5yr
27841,45,28,2024-5yr
27842,1538,707,2024-5yr
27843,876,218,2024-5yr
27844,3334,750,2024-5yr
27845,2033,517,2024-5yr
27846,3022,731,2024-5yr
27847,1044,98,2024-5yr
27849,1089,218,2024-5yr
27850,7053,2133,2024-5yr
27851,5343,972,2024-5yr
27852,2269,452,2024-5yr
27853,585,121,2024-5yr
27855,5783,1132,2024-5yr
27856,17081,3193,2024-5yr
27857,1099,410,2024-5yr
27858,58774,7044,2024-5yr
27860,1546,238,2024-5yr
27861,120,38,2024-5yr
27862,615,221,2024-5yr
27863,13729,1745,2024-5yr
27864,4446,873,2024-5yr
27865,2387,553,2024-5yr
27866,577,102,2024-5yr
27869,1834,719,2024-5yr
27870,24958,5102,2024-5yr
27871,3471,823,2024-5yr
27872,326,92,2024-5yr
27873,200,58,2024-5yr
27874,3464,1361,2024-5yr
27875,379,148,2024-5yr
27876,1164,498,2024-5yr
27877,0,0,2024-5yr
27878,1094,114,2024-5yr
27879,307,111,2024-5yr
27880,3953,1003,2024-5yr
27881,32,18,2024-5yr
27882,8358,1911,2024-5yr
27883,4128,769,2024-5yr
27884,1892,188,2024-5yr
27885,1003,249,2024-5yr
27886,18381,4828,2024-5yr
27888,2054,281,2024-5yr
27889,24371,6141,2024-5yr
27890,2258,364,2024-5yr
27891,4865,844,2024-5yr
27892,13262,3253,2024-5yr
27893,38512,6611,2024-5yr
27896,19455,3910,2024-5yr
27897,1194,435,2024-5yr
27909,40869,7647,2024-5yr
27910,10487,2347,2024-5yr
27915,339,105,2024-5yr
27916,1258,346,2024-5yr
27917,725,91,2024-5yr
27919,936,138,2024-5yr
27920,1267,255,2024-5yr
27921,5063,945,2024-5yr
27922,758,225,2024-5yr
27923,745,175,2024-5yr
27924,2708,485,2024-5yr
27925,3382,1028,2024-5yr
27926,1983,390,2024-5yr
27927,1199,511,2024-5yr
27928,1834,402,2024-5yr
27929,3281,599,2024-5yr
27932,12745,3201,2024-5yr
27935,1464,221,2024-5yr
27936,664,267,2024-5yr
27937,2936,727,2024-5yr
27938,1790,414,2024-5yr
27939,2206,612,2024-5yr
27941,641,253,2024-5yr
27942,766,231,2024-5yr
27943,152,44,2024-5yr
27944,11358,3587,2024-5yr
27946,1008,307,2024-5yr
27947,1028,78,2024-5yr
27948,12436,2606,2024-5yr
27949,8251,2257,2024-5yr
27950,1796,348,2024-5yr
27953,999,293,2024-5yr
27954,7237,1951,2024-5yr
27956,117,16,2024-5yr
27957,1012,490,2024-5yr
27958,14408,1846,2024-5yr
27959,3170,1264,2024-5yr
27960,723,94,2024-5yr
27962,7043,1762,2024-5yr
27964,554,127,2024-5yr
27965,648,215,2024-5yr
27966,1540,192,2024-5yr
27967,618,461,2024-5yr
27968,781,81,2024-5yr
27969,111,5,2024-5yr
27970,2439,921,2024-5yr
27972,229,69,2024-5yr
27973,1117,128,2024-5yr
27974,858,220,2024-5yr
27976,4309,551,2024-5yr
27978,237,49,2024-5yr
27979,1161,312,2024-5yr
27980,1647,470,2024-5yr
27981,1969,290,2024-5yr
27982,144,32,2024-5yr
27983,8007,1947,2024-5yr
27985,317,25,2024-5yr
27986,1283,257,2024-5yr
28001,26424,5631,2024-5yr
28006,1518,355,2024-5yr
28007,879,266,2024-5yr
28009,1456,208,2024-5yr
28012,26556,4671,2024-5yr
28016,13109,2377,2024-5yr
28017,663,0,2024-5yr
28018,5034,1560,2024-5yr
28019,0,0,2024-5yr
28020,2240,350,2024-5yr
28021,13865,2999,2024-5yr
28023,15495,2504,2024-5yr
28024,31,31,2024-5yr
28025,58334,8151,2024-5yr
28027,81772,9923,2024-5yr
28031,31733,6569,2024-5yr
28032,2869,707,2024-5yr
28033,3481,670,2024-5yr
28034,18979,2939,2024-5yr
28036,22963,3401,2024-5yr
28037,28768,5832,2024-5yr
28039,39,12,2024-5yr
28040,6961,1433,2024-5yr
28041,3,3,2024-5yr
28042,299,18,2024-5yr
28043,20930,3593,2024-5yr
28052,36272,4919,2024-5yr
28054,41707,7172,2024-5yr
28056,36200,5861,2024-5yr
28071,4219,438,2024-5yr
28072,672,108,2024-5yr
28073,5890,1142,2024-5yr
28074,15,15,2024-5yr
28075,21517,2748,2024-5yr
28076,105,36,2024-5yr
28077,258,23,2024-5yr
28078,71657,9207,2024-5yr
28079,43035,4866,2024-5yr
28080,7606,1139,2024-5yr
28081,29075,4586,2024-5yr
28083,28095,4194,2024-5yr
28086,29460,4868,2024-5yr
28088,3054,619,2024-5yr
28089,167,15,2024-5yr
28090,7268,1590,2024-5yr
28091,2285,470,2024-5yr
28092,40350,7609,2024-5yr
28097,8303,1455,2024-5yr
28098,3851,649,2024-5yr
28101,898,196,2024-5yr
28102,164,22,2024-5yr
28103,10714,2211,2024-5yr
28104,36641,5357,2024-5yr
28105,46817,8357,2024-5yr
28107,10244,1411,2024-5yr
28108,34,0,2024-5yr
28109,664,149,2024-5yr
28110,56971,8194,2024-5yr
28112,28461,4761,2024-5yr
28114,7104,1310,2024-5yr
28115,43544,6243,2024-5yr
28117,48826,8812,2024-5yr
28119,2182,494,2024-5yr
28120,25805,3861,2024-5yr
28124,7010,1410,2024-5yr
28125,2765,655,2024-5yr
28127,8506,2015,2024-5yr
28128,6587,1139,2024-5yr
28129,5852,1338,2024-5yr
28133,2060,412,2024-5yr
28134,13245,1782,2024-5yr
28135,4655,642,2024-5yr
28136,66,9,2024-5yr
28137,2664,499,2024-5yr
28138,10271,1955,2024-5yr
28139,20008,4914,2024-5yr
28144,27977,5234,2024-5yr
28146,31292,6090,2024-5yr
28147,25812,4452,2024-5yr
28150,28142,6268,2024-5yr
28152,26134,4109,2024-5yr
28159,3250,761,2024-5yr
28160,3665,784,2024-5yr
28163,6491,940,2024-5yr
28164,16874,3251,2024-5yr
28166,11875,1888,2024-5yr
28167,2253,632,2024-5yr
28168,10484,2222,2024-5yr
28169,108,41,2024-5yr
28170,10103,2112,2024-5yr
28173,65274,7094,2024-5yr
28174,9573,1512,2024-5yr
28202,17653,990,2024-5yr
28203,18823,1315,2024-5yr
28204,9314,741,2024-5yr
28205,51806,4592,2024-5yr
28206,15375,1281,2024-5yr
28207,9527,1769,2024-5yr
28208,40197,5239,2024-5yr
28209,24331,2331,2024-5yr
28210,47359,7368,2024-5yr
28211,33925,4934,2024-5yr
28212,42440,4033,2024-5yr
28213,45904,3920,2024-5yr
28214,43837,5416,2024-5yr
28215,66674,7746,2024-5yr
28216,57507,6053,2024-5yr
28217,32064,2405,2024-5yr
28223,4953,0,2024-5yr
28226,39381,7027,2024-5yr
28227,60482,9434,2024-5yr
28244,0,0,2024-5yr
28262,50003,3303,2024-5yr
28269,79586,7793,2024-5yr
28270,32448,4683,2024-5yr
28273,50966,4085,2024-5yr
28274,747,0,2024-5yr
28277,73882,9783,2024-5yr
28278,37420,4133,2024-5yr
28280,0,0,2024-5yr
28282,0,0,2024-5yr
28301,16798,2939,2024-5yr
28303,30965,5362,2024-5yr
28304,37140,5545,2024-5yr
28305,5710,1400,2024-5yr
28306,43042,5043,2024-5yr
